Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
AZE	264241	186									148503									459																																																		486											51141	285																			1530									3621				2556																																																							283			28760																																249									2121	1724				2817							17030								
BHR	704137	656																78396																								430																								80889			1550		678					2027																							302635	22513									14493				5409				4508																								648					3789	213					1952					74710						48059				346															408										519		849		9841	4671	7522					3044			1159						468	2170						4041	1657		1120									15003		
CYP	192020	10	301	38						90	1277		3239	385	38		117	707		368	284		10			12	74	10	64		5	6692		5			62	1636			16			51	1740			136				5		90	38			733	35	743	183	5		12	10	5637	12		5	30	87			5	537	996					16617	2824	90	5	25776									5		5	374	35	2989	188	1308	341	843		415	523	16	90	479	257	90		253	26	5	178	2993			248		100	12	10	10	48			35				12		69						69	12	48	5		62	523		100	12	10	332			217	69	564		21		10	35	7834	769	69	5	12	10	1022		5879	14137										253	10	2753	10	5	35		147	16		12	5399		170	10737	394	564	5		991	410	3541	10	21	284					16	38	665	12			21	3561	165	40134	157	3456		5	79		69	69			16	147	332
GEO	76685	40	10	17						15	12358			25	5821					1066	22											225													73										12			33												119					11	39						610			159												48		31		119				31	17				1662				242		199	9					204																28								17	11										85					20		175					468		214	35936																							18							14		144									457	197				11792		33		107			740								
IRQ	359381	312																																																																14364			806																														232		14406								10336				400				1522															200									586																682															273										674										414		295			12051	3792					252056									312	17515						288												2001		
ISR	2011727	2539		45680						39343			3266	5064	13529					23119	5993								8932			16633						8132						3386	600			2762													1916					21100					80474				308	41847					9317	23656			3085												12495		18965		52322	67791				5225				13632				2519		3931	6232			17273		3869													2601						163113						5110															2440		59286					10911		103678	114630																					11721		1890						688	3853	9483	1885								23543	27960	2301				135112		21869		79082		6378	22316		373				30869		
JOR	3112026	60		333							25		242	113			412	11275			70						58		102		24	48						316				25			20150	37		24						25			127	23	81		48					127716			72		74					383						694	26		59												569		5733	18344	91	218676	50		1523	299		100		19			729				1783			20866						274						67									580		23			176	193		61			25			42	617	3157						3728	79			216	91	35		262	578										4884		56					22			73	56	268	295	12110	1969731	2180			87	193	643705		85	100						251	995					384	203	784		2539					30				28645		
KWT	2866136	2669															1297	350229																								1305																								387993			4725		3595					4810																							1061758	99485									50399								11532																								2795					22678	980					4441					312434						181462				623															2077										3168		1726		36556	14253	45525					21340			3755						1784	12297						24662	9394		4763									65129		
LBN	1973204																111	3047																											2429																					83361										104						188															154		1548	2730		120739			412				482				197							255																					157															167	852						1007									157										1319												72		3272	515853	589					1230484										268					104		212		686									624		
OMN	1814591																873	242015																																																67497										2583																							1052013	57157		9395							16724				653																																		1236										191256						35357				377															1636														22991		15513																					14515	9159													
QAT	1687640	1571															764	160183																								512																								163569			1854		1667					1061																							645577	43049									32217				6494				8274																								1437					151314	450					4071					133212						148496																			897										1243		2033		54731	5595	18583					7148			2291						978	5046						9682	3841		2280									34877		
SAU	10771366	385241																1022812																																																770483					131493																												2003256	1368407		4865							192620								123277																										214371			403005											1187817						516223																																	423765		385241					659067																												616386		
PSE	255507																8555																																																	18451																																							62895				55709				17111				3311																																							9334											10111															21778																					4672									600							10888			7826									1467		
SYR	993940	1791																																																																																																				253609																																																																																										2538					618128	562																																			
TUR	4131302	13601	3325	648						140	796		2947	14394	16856			329		300	8787						2376		344	75		482851						1431						43	1764	56		46				53		222	42		10433	1137	28	73	3378					788				112	150				1677	16041					6536	274691	144		59465			46									521	42	521	179	16332	22392	539		2729	2853		2008	918	5015	173		286	1969		63	1135			3082		260	44			264			42						153			190			481		37				21913		290			880			3567	24	1168					52	585	3428	224		30	512	2341		20822	19944										4416	65				197		314	146		2176	295		1213	52	740	400		76	5355	10411	2768494	277	144544	146						517		2040				4195	43	18992	222	13634		43	7997		39	29			100		
ARE	7995126	7515															1834	1004623																								4909																								825188			17736		10136					16642																							3184017	292435									154991				61940				38446																								8204					25580	2896					14400					913866						518025				2452															6036										8930		14607		110524	53485	122206					48537			11761						5389	35027							26777		14330									188608		
YEM	379899																																																																	11096			1009		5740																														7	9801																																																																																										275683					3757	27082					2943																									15					
EUROPE	74501508	297147	1027091	1611106	44	7514	213990	595	3393	387922	659708	4556	243678	403804	903962	2164	5993	370540	16393	1264848	434800	1325	28012	3836	2102	188582	1405086	3714	611567	323	5307	554134	25705	17263	110777	75512	148090	241467	4474	740	18597	9824	15819	153255	1045782	98644	2115	508802	37629	99776	3	10939	139263	663138	200854	61301	91549	736453	32373	150458	170711	8295	13928	239489	539514	283406	29415	20723	91203	169397	122500	14390	759	5823	239868	1211544		78	24053	43544	673108	2333799	239543	9479	395764	17771	8625		1	19352	64720	40833	26260	82678	178	48006	423890	30802	1238506	180695	422933	455026	464329	8277	77749	1647486	146928	143456	37809	3790953	172385	162	31887	704349	49927	314632	202084	1149	13770	66982	3747	507860	54141	131058	15644	88146	523	101875	34053	6		29256	97059		115146	136	28147	38797	131509	6190	2517176	81758	23364	3883	28	89776	538511	101	78802	27073	9920	375079		50	126355	3907	826745	196	8692	1560	69847	363512	500126	3435333	1467268	87	4261	107259	836497	10	2988399	5893795	22720	2297	4822	12757	1	6393	812	2251	19441	46981	269066	802300	32057	45424	58839	21893	312599	105736	314	280298	290916	180	817214	388905	14491	40309	222764	2245	239487	526522	200063	529860	259337	261311	3812	49962		413	23312	581556	2502826	223013	97	650	74321	4713653	17980	1351035	51733	708989	105	94726	1449827	1009	269700	430694	2	421	22937	34053	123450
Eastern Europe	19880519	9888	2845	3510	43		874	96	6	1365	586889	6	3397	22754	867925	11	50	1618	8	1094443	11456	5	185	6	35	278	7471	145	3119	94	1	29972	474	158	65	232	778	7675		3	97	307		481	89794	60		801	89	859		152	233	5544	3987		2650	108415	10710	115	2764	6	2	141	535	3858	33	104	59	72858	651			4	5872	46128			23	37	526197	278459	690	7	22189	2	4			54	434	160	45	10		22	43957	762	13052	701	8647	5390	11250		12898	63625	43	4797	5794	2869452	741	6	829	624487	200	121680	5140	5	50	1421	7	164331	576	148	29	2049	50	211	246	1		12	152		1371		87	28296	477		3921	207	698	169	2	405	10567		588	133	44	3640		50	4823	76	2230		121	10	99	852	1074	64830	1961		136	6704	580284		230824	4125208	71			3		4	7	53	2	938	280	52879		46	179		98322	1559		717	1605		45046	851	2380	661	7	3	4837	5900	11890	502114	6780	1757		24		1	12	2945	30809	214312	3	584	214	3962522	1007	65798	389	40164		348	1386445	21	549	91247	1	31	1371	596	286
BLR	1082905	282		53						102	5728		28	59	13493						36								94			61						155																	44			96	60		199									3243	25				2111						8507	66			108												342		48		49		24		387	24			30	69957				5234		10486	65					17385																168																	61		47							478				29	7608		23	682362												35					27						35						340	29	83	5679									25	5464				225734	23	461		87		28	14788			366			33		
BGR	133803	421	1485	483			9	47	6	155	1960	6	259	680	2578	5	20	753	5	926	1390	2	40	2	32	24	146	36	149	94	1		17	23	9	17	20	621		3		6		31	1280			43		17		9	9	120	353		935	1416		20	195	3		36	20	210	7		3	98	70			1	150	1729			14	15	440	5014	18	7	10169	2				6	10	6	5	6		2	479	18	245	48	369	1137	306		568	3117	6	186	252	1470	22	5	131	140	1	208	877		6	269	2	180	64	2		3	2	1	72	1		3	1		57		11	91	36		111	44		6	2	9	1012		55	41	1	123			231	3	112		9	3	2	32	64	1989	364		24		2751		7416	26926	2						7	6		47	14	3646		2	15		412	102		19	227		5603	11	7	49		3	301	381	1788	179	3286	23				1		124	8584	370	3	2	7	8386	123	6982	17	2788		20	987	20	43	821	1		65	14	37
CZE	416454	334	275	650			188			107	2142		421	2312	717		16	123	1	4025	450		42	3	3	73	2690	78	317			6449	12	4	11	20	85	568				7		89	5017			159	1	52		29	77	1458	382		83		26	57	277	3	2	33	80	499	11		3	134	75			3	229	2102			2	11	1032	11658	119		509		1			31	74	20	7	4		10	813	28	971	124	327	459	491		433	2408	11	1420	155	4881	81	1	90	753	28	238	336	2	9	153	1	487	17	28		351	3	29	17			4	28		252		3	5494	33		256	5	59	22		110	2381		119	11	6	517			118		397		25	3	32	175	337	19734	135		6	1069	10323		4085	30015	5			3		1		1	2	64	53	816		11	32		73671	232		36	294		525	101	110	63	7		363	468	569	307	2039	543		13			4	580	965	158			24	130992	34	4043	21	3502		19	2317	1	88	55718			187	53	38
HUN	475508	1350	243	731			83			393	184		968	9297	214	6	14	71	2	212	1981	3	9	1		49	250	3	1733			1383				56	266	2382			6	1		141	14829			216		82		46	37	2054	576		295	1555		38	465			35	114	1351	15		30	158	135				771	4166			7	11	204	30178	124		1219		3			17	40	3	8			10		133	1187	225	2135	888	1197		1664	4735	26	1521	514	516	101		259	134	49	176	394	3	35	434	4	193	178	34		99		21	81			5	59		449		5	921	46		217	21	13	20		55	3289		187	21	7	1547			1238	21	359		29	4	16	201	301	3227	465		56	1240	222		203407	3702	19					3				398	36	39691		33	82		21085	412		603	355		1912	65	74	178			1604	2648	1642	15	214	814		11			8	291	2218				38	41990	281	7928	66	7777		66	137		217	3305			289	17	35
POL	611855	141	125	583			58			273	2105		908	3790	265			100		75926	5219					48	3477		261			1730				25	37	2951						60	1177			123		106		36		786	225		207	4513			892			20	45	452			23	200	43				250	26120					326	76313	36		3099						57		25				1343	492	857	113	231	425	7592		346	9935		510	137	4604	61		192	124		1551	383			240		50444	231			40		30							211		23	322	60		318	26				56	2590		106			381			1528		213		33			112	195		137		24	118	555		2480	38146										175	88	1034					1295	153			381		4820	86		113			1307	1015	588	59	264	98						409	874	54			63	199518	124	34545	68	13671		94	496		72	2792			114	41	103
MDA	142904														984					3326												121																										136																							932	898			80												182								81	244				5183																												92																										208	105						1350	59259																																									184					64009							1057								
ROU	281048		390	130							32			509				100			1102								29			10465					36							25	3722										42		307	138			263			17		105										6471					57	6552	57		4653						49						6420		78		1261	1419	657		1837	38580			120	85							248					12						57							116						129						198					170			263		289				13			170	364				114654			5269											16	5783											29937		72				191	158	7									1062	6059					11900		5208		2876					31	80					
RUS	11643276	5095	234	778	43		511	49		252	527287		543	2953	767339			471		764279	471		94			84	515	28	433			5841	445	131	45	114	334	558			91	152		107	56171	60		206	88	580		32	110	321	2227		716	11257	10624		231				241	1060		104		58751	272				2210	2567					450221	142026	316		1952						204	131					16841	44	5701	163	2012	986	175		3649	1896		1025	816	2560269	451		85	591349	122	89389	968			270		71078	36	84	29	1556	45	73	54				64		204		45	21144	263		1101	111	626	121		175	548		86	60	30	796		50	701	52	728		25		36	277	147	29207	232		26	3721	294314		3911		45							46		219	73				50		1832	350		59	240		1394	588	566	258			475	580	3265	466508	255	217						335	10237	185664		582	82	3269992	355	1741	217	4588		121	1146803		98	13671		31	648	471	73
SVK	177624	153	93	102			25			83	144		270	3154	36					215	807						393		103			2190						440				141		28	1038			54		22				805	138		107	89304			242				35	181				52	31				151	2973					79	4671	20		400												17537	47	149	28	127	76	808		181	2686		135	56	242	25		72	24		135	105			55		134	50						22						82			64	39		52						549		35			106			683		85					55	30	6739	159			527	112		8152	2771										35		1874						310			108		820		38				256	621	228		722	62						144	308					10001	67	4890		2137			46			2104			35		
UKR	4915142	2112									47307				82299					245534												1732													6560																									10222											64399	1083																	3816		2136				3752				3714	222245				26729		19497	1764					24418																			1737																							3078					149745			3276758																									1513						3720	29367									1355	22602								2738			219814			12390					
Northern Europe	13188813	135677	32837	27694		54	14689	455	3121	15235	7027	544	142945	28180	10652	1724	5200	232003	16009	101584	44039	1143	748	3652	1406	8785	98754	3130	80744	228	4526	93992	427	8364	1843	2580	12609	105590		737	260	412	15817	43472	274613	97647	86	43929	136	13894		1574	8669	19768	6942		61720	61020	15257	22464	105736	761	5408	3069	11402	48627	4043	309	52263	78962	41730	14386	759	5418	185105	193096		68	352	16894	8186	431939	116653	9363	78883	17663	7872			2589	3029	2267	18687	642		1269	115761	24754	866199	13994	193054	278451	396760	8259	21815	194502	138081	51890	10747	21900	143388	142	15263	3896	1304	149098	55570	807	5301	17427	70	267099	3029	1553	14330	70040	347	598	28827			358	37858		14386		411	4608	2291	6106	57336	5840	18199	2517	23	74426	102761	101	64364	1626	434	231176			82713	2872	559598		1090	1004	1117	16972	196606	1186543	165776	29	2454	34126	11696	10	295311	443832	5877	2282	4734	7727		6256	240	2	801	34724	3068	22656	3130	33083	46809		104199	4023	293	222949	216689	180	158985	158594	8667	24241	491	1359	147746	27278	87003	2115	23105	120935	1569	2180		287	20759	12899	173734	2128	86	2	67139	111969	12196	433004	45528	271612	104	4022	10670	135	11016	78622		42	17099	29276	116628
Channel Islands	82307																																																																											1980																											3958																																																														13856																																																							59380													
DNK	595876	12760	334	993		1	165		3	1273	712	6	3141	1990	321	18	95	1130	35	740	2135	7	49		639	481	19499	69	3470		7	5839	105	576	29	247	741	3958			10	16		1677	12137	548		3403	13	786		181	465	851	503		191	1202	402	1031		21	15	170	620	1775	88		341	1562	2223	12826		22	3977	7406			6	676	230	38443	1973		2242	17107	10			250	119	63	106	164		135	4131	8772	9998	1201	14689	23515	1708		1778	6629	181	2000	1265	219	1668	1	1467	50	65	4623	13593	50	181	256	21	9274	523	62	92	891	9	54	105			28	151		1204		17	63	164		5861	217	1869	66		2132	7437		869	199	16	1465			21153	29	13576		86	9	74	1151	11325	33748	1623		93	9550	443		14570	5999	410			9		6	19	2		276	162	1823	19	367	808		1402	351	2	11116	1951		6133	8594		742	31	50	23531	2798	4498	28	3111	12889		154		17	173	963	35781	16			1543	7150	387	19312	1109	12871		249	291	3	734	10935			173	632	443
EST	194664	11	6	12			2			12	616		56	62	1429			10		11431	104						1		55			69				3	1	101						6	179			11		3		1		11	17		11	59	5	1	120				6	36	1				3				2142	189					1428	1222	5		22					6			1				88	19	99	5	25	8	130		44	263	1	49	3	3658	1		5	530		3804	8			3		1790	12			1						1	1		25			47			13	1				18	115		9			12			133		28					13	15	534	38			17	789		56	138220											1	11			2		13	6		1	20		146	7		3			403	37	5	359	3	13					1	6	77	319			1	20859	6	468	3	557		3	1048		6	9					5
FRO	5517																												13			14						13							32			29						20							3557										37											22	18			152												242	64	10											15											13																																	178							15	130	68				53			61	30												52									20								76					114						13								100		41											
FIN	314856	4508	358	945			518			433	109	2	1272	685	138	9	21	2192	12	359	676	2	20	3	3	171	779	16	1443			2128	13	57	12	310	849	1864			2	9		517	10827			1179	3	145		72	149	240	517		194	229	2	1663	1132	7	5	187	227	1215	70	14	157	48069	2217			11		2734			12	717	74	7729	1508		1268					90	94	7	23	12		68	2500	178	5995	523	6491	30038	675		897	2662	86	1520	308	284	1458		142	53	44	1817	630		127	217		1134	110	15	29	489	2	9	42			19	51		851		9	58	4		2324	75	1405	103		2522	1694		240	119	27	2340			1976	12	2348		25	11	25	573	3323	4622	579		17	634	165		2789	13461	489			4		2	3			359	191	157	8	148	219		200	49	5	11708	942		2860	1085	53	1028		15	38681	1227	973	52	8214	10588		81		2	42	759	7367	25		2	211	1707	146	6466	604	5454		114	135		220	6733			68	207	102
ISL	39072	13	45	40		2	34			46	8	1	122	127	13	6	1	4	1	41	121		1	3		14	152		140			244	1		33	1	7	280						78	589			191				7	1	171	57		5	249		2	3327		2	32	32	29	13	9	7	130	71	335		1	180	545				10	22	1671	62		45	65				37	18		20	12		35	220		309	130	63	57	106		37	263	18	99	13	21	91		2	1		745	30		1	4		1519	143	2	4	35		2	8				5		93		1	20			168	23	1	35		99	291		50	7		72			1050		38		6	4	4	76	1586	11116	583		2	37	21		405	368	4									8	21	311		15	17		246	32	1	2	82		547	166					1998	160	35	2	41	1212		5		1	3	28	73	1			37	277	6	1324	28	2046		9	10		39	621				8	11
IRL	749943	148	297	588		2	480	1	2	327	53	7	6601	784	50	27	82	3232	18	611	1638	2	34	57	7	17	640	80	10292	1	16	1974	9	48	4	11	346	5323		25	8	10		142	12683	1887				2519		11	133	506	83		288	6081	131	52	980	1	1	10	39	532	27		38	2744	154	3	4	14	966	11147		1	4	57	255	14368	504	39	636	1	14			125	50	1	29	4		12	8206	38	19764	128	445	453			220	7910	120	529	111	259	482		201	32	34	22126	133	39	107	439	2	38572	156	12	76	4186	2	29	372			8	3231		305		7	318		1	274	39	64	38		136	4980	7	2271	16	129	21894			305	49	9219		16	13	27	127	15312	127507	2486		35	193	3787		19919	6570	80	7	2	7		2	13			429	22		11	196	216		11838	210	2	531	8983		7751	238	67	588	12	21	1868	553	114	21	655	535	3	114		1	111	100	489	4	1		149	4564	201	258444	125	30690		55	92	1	128	635		1	31	340	3098
IMN	45221												371																									206					263																																																												2202																																														95																																												601																											39052		276											
LVA	265418	20	5	14			1			18	773		139	119	2040			6		45962	97						5		31			451					1	124						4	192			8					1	5	47		18	208	11		241					35				2886					232	277					1353	2597			28												204	33	85	2	31	9	638		98	265		12	5	5919	2		2	827			40			5		16964	10			3			8						37			107			9					11	112		11			10			161		29					6	4	1034	43			31	1710		260	137224										1		5			4		46	9		4	10	1	164	33					376	76	16	561		10					1	1	88	598			1	35785	7	1148		597		1	1925		29	8					3
LTU	136021	21								57	574		38	51	873					35005	174								60			71						31							51												28	80			300					48				811					86	284					612	1512			49												98	46			70		1240		33	286		24		4541				385		5644	44																					64									111					24			967		54							2228	50				601		181	59466																	29						557						260	43		332									64	245				12233	23	3301		609		22	959			34					
NOR	746375	13319	977	1222			488			1092	306		2189	1597	514	20	31	1006	22	1002	1682		28		370	534	13425	119	5207		33	5774	32	1036	394	406	690	3050				23		6671	11271	1024	86	5728		2181		279	329	3429	971		193	2161	40	247	25415	54		800	762	1085	204		14912	5127	7789	889		41	6866	6324				1166	316	28385	1908		2283	292				448	267	55	87	41		116	3964	8324	12043	1541	16284	22296	1113		825	3995	158	1403	416	901	1961		398	191	100	9706	1873		940	534	23	36162	135	476	117	824		50	95			58	188		1233			141	407		5578	190	3155	84		1567	8707		636	191	50	1759				55	19512		60		151	1494	20719	91773	2942	29	61	7529	774		12161	17305	623									605	251	4124		520	758		3863	379		27208	1461	179	6182	9332	3362	3144	39		49518	2211	5506	103	2492	18159		113			351	1013	11260	75			1130	4262	409	19457	927	17568		236	479		1073	13882		41	351	541	290
SWE	1602522	28621	2127	2956			746			3133	2480		3881	5841	2836	29	87	7193	110	2741	2383		88		26	4413	57648	106	6977			8377	83	2888	374	585	1387	3554			107	65		28393	29470	596		11782		803		417	934	7493	2669		708	1710	83	3111	42640	299	42	712	2367	5839	2901	43	21964	10332	16246			61	159483	9061			24	4757	1254	49668	2573		15271		41			815	509	135	124	144		371	16294	5367	22066	2386	68865	130995	2487		2589	10078	345	3214	3696	1862	3559		2084	945	503	6567	25860	55	947	2176		10555	309	112	73	1536	21	134	166			63	186		2447		42	2370	840		9086	328	1516	125		887	10246		1116	778	43	4384			42566	51	11254		298	32	200	7444	12053	82210	3478		136	10804	741		24820	19147	542			35			24			3010	755	9147	68	812	740		1495	1195		58269	2401		9554	7001	5185	3325	38	29		3436	68095	303	6117	38368		354		34	294	4864	46435	234			4002	6870	1407	24552	1694	19691		2185	3498		1117	16733			1341	518	544
GBR	8411021	76256	28688	20924		49	12255	454	3116	8844	1396	528	125135	16924	2438	1615	4883	217230	15811	3692	35029	1132	528	3589	361	3155	6605	2740	53056	227	4470	69051	184	3759	997	1017	8587	87086		712	133	289	15554	5984	197182	93592		21598	120	7457		606	6657	7042	2078		60084	49041	14583	16357	28024	379	5343	1158	7349	38033	739	243	14844	7301	12990	333	755	5268	11173	153149		67	306	9511	2642	286322	108102	9324	57039	46	7807			818	1972	2006	18297	265		532	80056	1735	795776	8068	86091	71080	382503	8259	15294	162151	137172	43040	4930	4236	134151	141	10962	882	558	94066	13359	663	2998	13793	24	151116	1631	874	13939	62075	313	320	28031			181	34045		8191		335	1420	876	6105	34023	4967	10189	2066	23	67054	69068	94	59067	316	169	199216			14224	2676	503540		599	935	636	6073	132139	831703	140098		2110	5278	2665	10	220089	46042	3729	2275	4732	7672		6246	181		801	30036	1665	7026	3024	31025	44045		85067	1792	283	114110	200218		125091	132138		15411	371	1244	31035	16737	7761	354	2472	39047	1566	1359		232	19783	5152	72100	611	85		60065	18262	9604		41038	181212	104	1148	2233	131	7670	29032			15135	27030	112132
Southern Europe	15830496	13381	958395	80038		6406	161683	11	52	328381	25361	1	55533	43474	1906	174	129	118173	104	39075	100363	64	3006	8	37	166656	897954	53	340386	1	54	267453	12886	1249	70154	1444	17186	57378			826	704	2	67742	373487	132	1995	388165	110	7386		4888	28759	387474	166674		22892	25744	395	9585	16770	149	1322	199970	505403	144147	21791	19794	14620	3541	36991	1		77	16471	463178		10	2395	18696	105554	615713	67024	5	54646	93	640			9606	18270	34577	196	1481	178	43715	27616	1810	189487	6013	22619	9853	21185	5	8012	136463	4288	15387	6386	33725	5888	5	13173	2217	495	7864	12774	53	2884	39319	498	22955	10542	3038	707	1374	44	21895	2431	5		9374	9778		58172	132	1897	1037	93564	78	1133745	72368	551	228	2	5493	69905		2699	22018	1408	90005			19448	123	172782	195	5459	66	61694	301584	196187	201174	130350		1325	9242	214130		1742310	227046	3226	14	6	67	1	27	517	1951	18185	2264	137010	151331	27937	2630	1220		23978	40572	4	14376	27005		72208	87115	1598	5513	277	651	34510	286939	20621	380	139890	12726	2231	5748		21	406	111596	81010	526		51	1349	382487	2627	433155	2429	134825		82271	12351	94	234771	7200	1	331	431	1376	2855
ALB	52031																																					906																																															31596																					8896																																																																																																			534								1961									2373											
AND	42082									640			61								202																							201																	105															3764						318																								430																																			441						229																399		11012																														20446						46	75																		988		99		96									
BIH	38574													209																																								12776																						174						554															160									116																																	4398																																406	177												10222					3389	1961															3079																												
HRV	575738		173	56						200			1595	5148						94	375					32	404874		193			305						1004						126	446			45										949			102					247				20					39	1760						33774			147												1044		67	27	48	82	53		55	3140		56	68	67						27	65			150		26	31												39				6181		29						809		116			29			113							86	75	737	50			27	114		499	1311												51185					644	19587			203		188		43	66			628	3009	180		10055								86					758		670		1616					55					46	
GIB	11065																																																																																																																																												996																																																						2072																									5673													
GRC	1242924	6331	437356	1102		4	9	11	29	641	14287	1	20224	2253	507	23	23	9812	11	1457	5124	5	8	8	2	23	440	8	2216	1		72893	79	133	14	22	462	12611			393	19	2	367	3396			399	73	1414		38	115	429	352		21607	4430	34	209	901	39	19	566	84	28267	50	1	280	129	2420	1		1	771	6695		10	8	50	83388	114343	597	5		3	2			30	182		11	38		50	1728	54	10152	443	1905	3651	590	5	712	6303	12	509	813	26982	454		140	548	41	352	2052		31	641	10	545	139	130		63	3	29	90			118	38		396		45	8		78	2076	65	20	8		50	3746		491	160	24	2857			517	5	31295	188	157	4	79	291	8470	15664	325		1103	211	10049		46193	54192	97	4	2		1	7	449	1	7	426	640	4382	24	175	82		863	130		742	6910		1181	889	1001	1855	9	22	5419	3698	7044	97	2169	378	217	14			18	636	33489	116		11	140	19457	86	17679	395	23249		113	8208	71	1026	210	1		27	239	420
VAT	803																																																																																																																																																																																																																																								
ITA	5805325	6568	447583	22471		130	1869		23	73183	1256		19850	16331	709	93	50	97036	50	32383	46393	24	2566		35	15698	11106	44	104207		32	57691	11657	1007	6160	1322	11457	25540			238	563		12427	200434			39532	37	3385		1508	25555	24709	33469		650	10403	125	6087	3238	89	337	42269	88329	108490	12464	121	13593	1382	30401			44	2827	134403			384	1515	12226	220013	46548		17405		16			2135	3899	782	74	703	178	2323	12889	207	136403	3159	14433	3889	3629		3883		346	8285	2991	3851	3641	5	543	1326	260	3200	7086	31	2006	36222	132	5646	4799	2382	171	613	34	4177	1928	5		677	9499		8827	13	1617	275	2285		425238	857	441	93	2	1775	13034		901	1175	1060	56259			1981	52	84792	7	1021	32	2636	116038	143457	118641	6415		80	3931	166819		1021613	80750	778		4	22		20	68	1913	74	962	84815	45581	978	1377	567		10996	4699	4	11556	5657		31829	85093	391	2914	50	36	6411	198170	6058	186	73033	9866	79	5152		21	167	107671	20491	206		6	967	232241	370	70986	1604	54679		7500	2509	23	48970	5258			263	874	881
MLT	42430		90	61						12	32		5053	129				17		33	194						191		112			1055						2053							417									85			52	95			153					546			610		400				92	502					47	1147	79		90												168		307	26	35	96	318		13	1823		53	46		38		67			90	75			935		52				46															260						496		50		43	397			77		213					32	559	290	67				40		791	1107										31		643			36		119	25		1210	203		176	20	62	273			543	121	307		35	125					15	376	268					336	30	12046		1403			23								42
MNE	82541		2754										137	257													34259					78						69																16344				120			97															446						1876			56												47									209																	100																								155																	98							106	925												17433					56	1617											151	212			3317								88					141		103		317											
PRT	864814		50	230		372	156251			1320	100		1202	504	65			1470		946	3421		33			213	42		134245			5179			59532		73	7275						194	10461	132	1995	644		474			130	81	1621		29	247	73	1816	395			66	447	420	85	221		128	30				334	90792			566	114	1070	26905	192		186					30	4500	28422					398	28	7809	247	203	42	1561		339	2726	26	309	28	872	101					206	73		28	28	202	364	3926	26	457	49		113	43			40			264				77		1968	70228				530	3960		44			265			331		1935		35		53	285	474	974				129	19726		22763	5674									17915		2078	51		53	28		92	55			11028		15843	26				578	803	16183	26		272	272	1717	74				137	296				27	46533		18383	68	6957		225	879		24174	53					1145
SMR	5174		35							81																			28																																															28																														4503																																																										29							128	34																																														62															
SRB	807441		467	53						49	158		675	6998						134	217						335992		85			1134						612							1763									283247	29		173	514			183					77									34	5388					48	16083	29		914												1800		295	32	65	176	52		109	1923		39	99	97			67				45			374		28	90						53						26				71224		33						752		24						138							49	43	664	39			26	230		3607	2944																	476	10930			141		158		76				1191	2856	123		46737							40	388	29				1274	24	647		1286			80		37					57	28
SVN	237616	24	147	27			1			414	12		360	2801	9			2		142	307	1	1			10	100218	1	113			1171	3	2	3	5	16	386			33			27	857			40		8		3	1	46686	69		15	385	48	5	57			164	149	8		112		7	27				15	15534			1159		15	17	7536		37	90						4		17		9	4	399	7	142	42	88	57		43	33	3622	8	80	59	99		11873	10	6	2	37	22		3	39	10	32	38	14	1	7		5			7			7			335	3		2824	21	3	1		2	13			322	1				273	15						1	51	113	410		51	729	68			462	2068	10									16	4	26895		4		10			596	34		315	459	25	16		15		329	973	13	32	1	218					2	52	115			4	3	1791	11	2	555		697	10		31	45		331	2	12	4
