Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
Northern Africa	2081640	640	362	24795			21		13	243	489		1434	1845	23	11	1219	756		841	2598		35				186		398		55	58	55	36			109	1891			18316	130815		20	4012			52	2705	1402			1238	96			77	191	93	14369	915	1110			9	35476	636		239108	16	504713				747	27828				28		29127	712	7	3881					7	1306	860					403		6029	9811	458	36635	87		728	17485		3533	17985	635	6660		10291	45			11792		36	9721				38	21	9783	12	2148				2159			57		246	6			10381	13	9	277			3021		88		355	26233			365	1637	1848						3277	1153	38		1199	901	45		731	26485	44									27941	3747		14	186	426		56			52567	675	3005	3833	685	267322	41586			1076	4188	27747	381	113	3254						3957	2699	142			57846	505	2144	11722	443	22582			337		25			166903	19566	22	30
DZA	262032																																																																											1321						3661																		1223		4249				1942			2272				1308				1395			2154						1264																																														3545										3497										6248					33836	5362					3312																	1430		2802								166903	2480		
EGY	166955	188	96	573			21		13	243	143		418	557	23	11	325	143		216	521		35				33		112		55	58	55	36			109	382			45	264		20	501			52	527	39			181	96			77	191	93	94	240	247			9		151		359	16	503				178	2490				28		7378	186	7	1077					7	138	66					106		823	1725	118	4401	87		728	3710		1105	3473	143	112		2064	45			2232		36	3176				38	21	2168	12	192				128			57		59	6			627	13	9	277			863		88		88	567			94	401	403						711	329	38		278	240	45		194	7112	44									5065	334		14	42	84		56			6209	170		362	199	52935	11817			297	1334	5198	68	113	844						513	685	27			75	92	475	2573	126	5336			80		25				3850	22	30
LBY	508041	452	266	2079							346		1016	1288			894	613		625	1197						153		286									1509				744			1800				2178	183			511							299	675	863				11822	485		1230		1470				569	6208						16289	526		2804							213					297		2902	6863	340	26910				9034		2428	12240	492	307		6919				7318									6351		464				345					187				2534						2158				267	1870			271	1236	1445						2566	824			921	661			537	15828										19379	952			144	342					40088	505	3005	900	486	179924	24407			779	2854	17576	313		2410						1826	2014	115				413	1669	6959	317	13063			257						13236		
MAR	50360			8429																	880																													1180																1166										13813						903									618											1075				1189											847			737												999																																																			1132												2571								1284									1618								760		1147											
SDN	1053396																																								18271	129807			1711															13976						21886			237519		502740																												2304												6241									2439								1079																								23677																																								22																									57771																
TUN	37867			13669																																																	546													602										3841						896																								1610														1215								198				374									7220											119																															323														627						377																			234											
ESH	2989			45																																																																								155															550	581																																				215				313																																																			1006																																																		
Southern Africa	1191582	97	63	917			34928		662	772	89		4020	3381		70	168	1585	18	93	4269		338	38		98	91	16778	1715	14	14	2436	100	1883			1603	2666			73			450	13638	1075		159	120	5300			738	391	1377		1304	886	227	12860	1144					1449			325	56	2093			29	480	4586			190	122		38279	4353	21	3034					56	123	18	34					13	14552	869	467	88	4991		2032	10211	119	946	34		5659		56		20	163	628	132001	197	147		157	72	424	18782	554	34	65	133				4226		86		9				660	335763	131	24340	14	77	12193		1253	66	13	11603	13	17	621	20	3145		36	36	72	124	1270	2735	17337			1062		561	674	1780	2030	137	16							377	1717	1550	280	470	352		164			3017	31858		963	1080	60	1914		29130	361	2831	70		48	329					16	69	600				4141	1851	109	110234	4094	9116		69			184	97			51	20442	111163
BWA	40168						889						111																									104							1055															849	98																					320																	2375				178			155					179							816						161	1150								471									297		462			181					187			111		175								132																				67								9329			480				174	124																411			2034	743	313										3213	7917
LSO	7204																											104																	140																																						105																266																										44																	28		4													266																																				2528							44																	160				100	91										72	72
NAM	115372	61		684			22978		662	70	89		758	861		70	68	45			260		219					932	755			43	100	549			167	266						45	4392					1579			43		961			107	142	4501	160					245					298				110	758				122		12815	202								75								953	127	43		85		153	1165		160			1569						65	177		49			61		521								151									194					729		70			1389			75		235						348	238	613			49			43	642	506										43		80	231						131	11988		485			281		277	142	606				104							49				680	363		2429	1553	1485										4277	20430
ZAF	1003807	36	63	233			11043			702			3145	2520			100	1540	18	93	4009		119	38		98	91	15678	960	14	14	2393		1305			1436	2292			73			405	8051	1075		159	120	3712			695	391	416		1304	779	85	7488	886					1204			325	56	1792			29	370	3828			190			25144	4046	21	3034					56	48	18	34					13	10958	742	424	88	4728		1879	8891	119	786	34		3911		56		20	163	563	130897	192	98		157	11	263	17067	554	34	65	133				3604		86		9				660	320659	131	23874	14	77	11283		1181	66	13	10027	13	17	435	20	2469		36	36	72	124	922	2497	16592			1013		561	631	1138	1512	137	16							377	1674	1550	133	239	352		164			2874			478	600	60	1633		28635	95	2225	70		48	225					16	69	551				2882	1488	109	105771	1698	7115		69			184	97			51	12880	82744
SWZ	25031						18						6															64						29				4												9										22											3																																															111	5																							14585							2																								12																			12	8013																								8					112											
Western Africa	5410742			6049			1971			72			17								344		232431						1108				1201140		909		13016	884			496	13159			1208					5135			387289		162				6	361						236		56			16					19448			5250	19646		1911	245481								342284	42133							1603			82			24	675		70			8		30				7857		513944	5652			8					702395				133719			5						3886	64					494				158668	124784					47					4	20	34	1982			240				1044	1166								3132	2307	193361			422273							306		469	15	144	436			1094	272	204				14	271347				236						133	66	2987	6	6162	30										
BEN	104971																																3331									374								789			7612																							743							5656																																													715																							25546	22139																																																								21733																									
BFA	434848																						2554																														303170																														30522																																													46731																							10291	3161																															2466																									7625																									
CPV	9979						1899			8											19								104																41								12		92																					137			14	10		33	74								80	839														253		3															8					12							5							64					72					114										4			1031							74									3111		384			26									40							24					14											37		22		232	30										
CIV	2076394																						57138										1114233		306																																													6022			90436								135616	344																											22779	5397								445636				10316																			55202	36486																															24586			693																						33605																									
GMB	150890																																																																																										30668	9365																											286									7028				2474																																																			89990			6835																																															
GHA	252879			7									17										8928						7				41526				61	147				8			121								4885							16						21					16					116				19											74								452						24	123		30			8						523		14538									3580				9															131				4214	14826					47						20	34								47	267										53			1180										15		18				104	37					144121												969	6	435											
GIN	774505																				238		2710						285				552		112			342							154								2850		70																					1893				935												3226																31											449575									17927				442																			1606	1049													273			159				551										786	7805			273125									68								34					1692										96				636											
GNB	27961																																		466			48																																						91				1247											4069																												2407													461																																	678																		16635			524																																				257											
LBR	208563																						61										379					241															2132																							289				650		906	9723								32238	2211							756							246											4133											1924																			291				1101	2337																															237			124102									279						1094	144						244												1119		2891											
MLI	176187			507			72																566										20221				618				295				190					4208			59377																							2679			4670	621			2323								17896																												612													20955																			4803	1663																				240											12540			1283																						934														242											
MRT	89562			1549						64											59		524						152								373	49				50			151								186							33						215													82				198								2936	1140										82				53							30				113			132								41626													326										144																	67				59										291	36493												82		144						133					111				236							66			105											
NER	145999			364																			12961										13956				329					1077											2774																														2881																																					123								64573																								28313																															910															418										7356																									
NGA	462999																						117556														10384					11265																																									81276																																				7931									39251																							39858																																			1574																						52442																									
SHN	394																																																																																																																																																																																																73																											282													
SEN	287654			3622																			3120						560								875																2428																							11977				4458		754	1543								44519	24916																									952											29450				98848									3560										1460	733																														1230				12876																						1443														692											
SLE	105374																						255										34		4			37							273								72						6																					5110		131	1274								72439	23							395									6									2136		15725									1904				138																			157	2063																14				73											718										233															41												595		493											
TGO	101583																				28		26058										6908		21		376	20			201	385			278					138			1791							312								56								1523			484	574		87	19575								1749	69																											91									2038				76																			14286	11900																					899								21		544			55																																				179											
ASIA	46422010	3453717	2603	27454			781			32608	241729	12	38334	17485	674166		20243	5178700		162796	11397		3		117302	149	7221	3	225615	43	26791	480285		2	16	165281	20	40735			6	11458		2954	3005813	49007	81548	1823		162		61		184	129		9537	931	35990	259	4742	2		4	144	1132929	4		12051	3271	120252			1300	2452	51498					134515	559539	1349	2	104065			27	78	12				5		2	16881	36	5517139	1614403	142611	1035629	2091		99253	11549	6	64213	241248	105883	5677		56265	31792	273539	12151	87320			32059		22616	30	3	3	642079	1220		36			269	1459		3129			814			173772	4	857612	2		838765	26582		9657	4	33	6054			10464	10107	2728557	4	7	12	3	44003	810147	126135	4066	12	10205	870221	51552		146592	4446590										62064	42	945	5	2	64938		256	91		68165	12021	7115	5947	581066	1967906	293239	39	44	6175	14854	457823	65653	84485	147814	71387				6	43779	109640	10850			1472	741565	81723	156157	180	251804	30	4969	368597		711	199558			441636	999	108
Central Asia	5890035	12248		160							31543			79	81198					125938											31	3637						62							1814														33776		161									1895					303						12209	298406			12167														760		5937	78								83142				25806		2710						9521																									63		135		30					46	144							28932				33311	19041		718	4081444																														66		21536									28951	4277				534170		387		338	30		298180			278				31	
KAZ	3245250										7156				35661					61663												3637													1142														32525											588											3089	270390			12167																													5276		588						3785																																										22643				32244	10999			2253497																																8351									27068	555				302168							150058								
KGZ	510296										5997				11702					24823																									612														1058											1307					303						8367	10548																												31791						2122						5736																																										6242				1067	6653		718	284678																																4893									928	2427				69408							16955			278					
TJK	348347	12248		160							221			79	209					771											31							62							60														193		161																				753	166																	760		1473	78								951				15292																																	63		135		30					46	144							47					1389			294449																														66											955	744				2520		387		338	30		12829							31	
TKM	273565										9767				10639					5390																																																														2591																			4464									25289																																																														86857																																														6714							118338								
UZB	1512577										8402				22987					33291																																																														14711																												25111				5238																																																										1161963																																8292										551				153360															
Eastern Asia	4658475									2950			16755	393				11900			433								212802			1				1481		26179							2255811	16405	71239											6	56		577					645									463	6406						6346	1187																25599	141691	8764		1390			1762		24356		1191					4											20942									1255			703					552			7936	1597		4333			1419			379		14739					42931	217557	589	3187			825986				8238															8963		4				190		1446	8271					860	1503			13	42432							120							32649		89639		6	1823			44921					
CHN	442198												3091					2376											32797									4985								2805	12470																																																				5478	24962								4732																		3805																															2494					5956	40390					141332				1607																								3470										8390														5649		18124						19149					
HKG	2443798												6799					332																				11844							1772597		58769																													1641						1476																	13464	100652			520			480		10608																		11422																				6980	763		1681								5650						88179		82			3614				66															7388								300	585						544				14353														13212		10698						8174					
MAC	224929																																												187448	13498																																																																																																																					4250		2760																																									1546																											
PRK	35143												112					86											1140									179							19590	102																																																					198	904								173																		138																															90					207	1444					5201				58																								126										300														205		661						699					
JPN	1381097									2950			6119	390				5003			433								178865							1461		7325							226056																577					645									442	3824						4017	1187																5584	7052	8764		869			1279																				5428									1255												834		2094			1269			379		4818					36768	75318	585	345			675535				2199															1575								1146	2832					860	955				16255														12657		43792						9224					
MNG	7424												3	3																		1						28							1821													6	56																21	12						54																	26				1			3		134		583					4																																										13						33	4				304				3042																	4													4			13								120							71		272		6				11					
KOR	123886												631					4103																		20		1818							48299																															929						799																	849	8121								8709		608																149												703					552			956			558			150					1674						7943									1266																					190			1258										1588														855		16092			1823			7664					
Southern Asia	15343019	3254048									573		2122	36	898		10425	4131399							117302				5387		23639					13190		4339							171335												31				21					39								1298	6	3793						4451			11									3					3045241	85988	5641	835070			5	996		10472	34	2052	5541		12373		59555		101			4						140202	1220						1455										304923			602996	11		34			1038			7036	41	1669367						247		323		34	95				2565										5934			2		16440						33		3	242526					76	152	8	36733		12090							544	237			1465		12516	21859		34756			1836			30946				920	
AFG	71522																																																																																																																																																												17225																																															36733																					1836								
BGD	934735																10375												5387							13190									131427																																																						18075	84052								9330							59555											126263																	228109			11361									7022																																9063																			11945														16056		30085						29184					
BTN	27972												15					28																				20							496																21															17						15																	24485							7		69																																			19			392	11		13								12						10					18																			10									18					13	13				33														19		74											
IND	6952238	12026											1964					4127135							9610						23639							4242							13430																													1298		3628						4140																		1394	2569	900						890		2052	5541		12149													13758	1027						1455										73795			591200						1038					1637255								323							2547										5767					7240									235785																	236				1465		12301	5508		4490						1762				920	
IRN	2937668	2029435									573				898																																																																																							833700																																																							11801																																																								304	237																			
MDV	18510												43	36				3574																				46																												24										70						213																	6418							352		76									7									53																							8								92						237																								49									6212					24	100				78														94		20											
NPL	690225																	577							107664																				25260																																																						515578																																																										2734																																							98																																					
PAK	3669308	1212572																																											410																																																						2445179	502	3060	466																																									3000																																																					413																																					
LKA	40841	15											100				50	85							28													31							312												31									15									6	78						83			11									3					35506	40	12	4			5	637		107	34				224				94			4						128	193																			43			13						14	41	248										34	77				18										167			2		78						33		3						39	39	8			34							4						215	182		87											
South-Eastern Asia	3700057	78	566	1069			781			43	41	12	12911	123			25	56445			102					145			330		3098				16	150610		2806						12	565617	32545	10309	209		162		28			92				2058	1	636				141	44									12	1874						3297	10		25				78	12							4		131591	472978	294	112	44		79	895		27805	3453		5		63		213978		40			9213						480100									41								450134			41521	1281		4900			60			866	125	41892	4		12		8	140109	16	402	10	36	10421			2	67										3973					39407					130	250		345	13937	1	22	37		549	955	2317			86048	71387					22	271						133	29199		37376						123373					
BRN	84748												372					908																											1718	432																																																					2742	4551								138																		42782																				4337	268		156								574						10226					141																			1472									916										10047														1961		129											
KHM	92230												142																									53							1853	142													53																	336						47																	116	129						19		152							317											210																	63			55	37										50						186					68				37															150									58										37488														113		239						44367					
IDN	378960												3945																									189							170906																																																						5172									8293	3209											9170						3577																					614										3629						2297					7189														3668					2875																2292			964	71378													13817		5786											
LAO	23526												18																							1362									3743																																																																																																		360																																																															2060																						13368					
MYS	937368	36											2118					33453													2956					1770									65974																																																						46325	421423		72						6016																																			10170			27097			853								4484						123116					1366																			33418					121				1366										29090														3930								28668					
MMR	113663																	1557																											55637																																																						37969																																																										4685																																																																												
PHL	207345	33	566	1069			781			43	41	12	1269	123			25	94			102					145			165		142				16	10130		845						12	72391	263		209		162		28							1777	1	244				141	44									12	265						947	10		25				78	12							4		3513	5049	285	24	44		79	278		3890	244		5		63		5815		40			43						329									41								74			99	110		157			60			134	125	352	4		12		8		16	33	10	36	798			2	30										305					178						250		345	57		22	37		133	336	25			242	9					22	271						133	8112		23882						24458					
SGP	991492												3577					18587																				816							191075	31708	10309																																																				29739	34241																										431854																							1389								26021						2480																																	5078										3032																3949											
THA	809720	9											991					1211																		102948		826							116																392															1220						2303																	5665	495	9	16				598		9092							205957											1170																	436777			9634	252		2194						732		1820						1146		88			784																			730					9				6348	1				416	619																		36		2742						12336					
TLS	9743												451					112											165																1012										92																																													4893																										145																							151								207						629		281																						62																			130																64						176					
VNM	51262												28					523																		34400		77							1192														228																	53																							350	2197								224							1889											33																	2690			299											70						29					75																			522									114										2995														1230		585											
Western Asia	16830424	187343	2037	26225						29615	209572		6546	16854	592070		9793	978956		36858	10862		3			4	7221	3	7096	43	23	476647		2			20	7349			6	11458		2942	11236	57		1614				33		184	37		9506	925	100	258	3347	2		4	3	1132201	4		12051	1376	120252			2	1668	39425					122306	247039	152	2	91862			27						2		2	16877	36	2313948	913746	121975	200369	657		99169	7896	6	1580	237761	19498	131		43829	5986	2	9441	87179			22842		13095	30	3	3	835			36			269	4		1833			111			173772	4	102003	2		186312	23630		255	4	3	3537			2183	9895	1002415		7		3	1064	452234	96598	154	2	10135	408	32511		145872	354276										52157	42	945	3	2	128		252	91		68035	11548	7115	4153	316332	1967905	293217	2	44	4690	12178	455498	7384	84472	7244					6	43757	79754	6336			7	207395	69074	72063	180	89695		4963	66758		711	40			441636	48	108
ARM	693999														560521					929																																																													27684	700			3387																10242									835							1198																																																							36037																															3422										2075	871				5665							1220								
AZE	344070	223									205368									549																																																		581											61233	341																			1832									4336				3061																																																							339			34436																																298									2540	2065				3372							20391								
BHR	205979	236																24630																								154																								23628			558		392					118																							74599	7640									4019				1913				800																								282					250	156					205					25280						10206				13															108										374		586		5119	1684	4760					1955			323						170	1420						1359	1493		498									6464		
CYP	61941	3	98	13						30	413		1048	125	13		38	229		119	92		3			4	24	3	21		2	2165		2			20	529			6			17	563			44				2		30	13			238	12	241	60	2		4	3	1824	4		2	10	29			2	174	323					5376	914	30	2	8340									2		2	122	12	967	61	423	111	273		135	170	6	30	156	84	30		82	9	2	58	969			81		33	4	3	3	16			12				4		23						23	4	16	2		20	170		33	4	3	108			71	23	183		7		3	12	2535	249	23	2	4	3	331		1902	4574										82	3	891	3	2	12		48	6		4	1747		55	3474	128	183	2		321	133	1146	3	7	92					6	13	215	4			7	1153	54	12804	51	1119		2	26		23	23			6	48	108
GEO	152235										3297				6433					2118																									337																									720												1214																												3302				484		398						410																																										350					3659		396	89180																																2690									513	1335				23412							9342								
IRQ	199460	284																																																																13058			732																														211		44953								9397				364				1383															182									532																619															248										612										377		268			73847	3447					5633									284	17439						262												1819		
ISR	1792185	2836		25514						29503			2435	6471	15271					32968	4294								6759			19887						5666						2900	1002			1520													1261					22829					50287				516	23373					24200	27508			1723												15907		18225		51220	77265				4981				8001				1407		8948	4570			19857		12500													1721						166657						4717															1021		93907					26793		131109	173915																					9581		3065						1149	3030	11277	4238								39320	32492	871				170963		17066		56033		4936	31147		624				37172		
JOR	1537097	75		320							29		246	110			330	4677			61						197		115		21	77						319				18			5718	24		23						25			87	24	71		56					229396			115		57					388						642	39		96												374		2572	6415	117	40831	70		956	447		135		14			573				2625			761						664						87									563		16			115	195		53			28			31	657	4558						3455	93			187	106	23		320	653										4802		54					20			58	48	285	326	13104	1140038	2309			96	148	54585		158	100						269	1101					263	205	724		2433					42				2664		
KWT	921954	1068															231	110044																								697																								107006			2522		1776					505																							332377	34017									18028								3616																								1277					1134	729					929					112925						45266				60															466										1691				23883	7610	24089					8831			1460						769	6416						5852	6908		2250									29202		
LBN	608303																150	2124																											2596																					104377										177						292															170		1169	2911		18572			434				1196				260							345																					256															299	2077						1572									297										2185												129		5965	428088	1051					24856										501					120		329		1108									1213		
OMN	539643																294	82653																																																27544										663																							282987	12728		1361							8732				177																																		780										59439						7180				77															595														14591		8625																					7470	5188													
QAT	361673	417															91	43199																								9228																								271			694		986					202																							2975	130606									13371				7067				3377																								1412					498	442					282					363						44332																			17817										184		660		1033	8393	3452					571			2329						300	2508						41796	2677		879									11418		
SAU	5122702	170388																491297																																																366429					62534																												929709	650793		33020							92523								58626																										101950			182078											570555						245507																																	205566		183214					313441																												293143		
PSE	281767																8161																																																	17515																																							96052				54057				16322				2288																																							8902											9645															20773																					5105									830							10387			8244									1452		
SYR	830610	92																																																																																																				3036																																																																																										345					289464	48																																			
TUR	1216173	9633	1939	378						82	465		2817	10148	9832			192		175	6415						7000		201	43		454518						835						25	1020	33		27				31		129	24		9419	663	17	17	1970					1514				65	34				978	12558					3813	215428	83		78316			27									304	24	304	104	13188	21033	314		1592	2298		1415	525	2926	101		167	1025		37	662			1798		152	26			155			24						89			111			274		21				15095		169			170			2081	14	666					31	341	1999	131		18	299	1366		12145	14936										3712	39				116		184	85		14	172		707	21	432	132		44	3124	8867	5106	155	84307	85						297		1190				2447	1689	12029	129	12735		25	4632		22	17			39		
ARE	1824118	2088															498	219911																								1361																								207924			4928		3470					1118																							667853	68471									35757				16904				7065																								2496					2217	1346					1815					225750						91840				131															1005										3304		5187		43576	14868	42130					17252			2855						1505	12534							12845		4396									57044		
YEM	136515																																																																	8886			2500		687																															5140																																																																																										61684					3353	19777					2318																														
EUROPE	52867154	111559	469863	882932	1021	3959	180878	729	2251	110764	602252	1154	157439	331991	1026113	1279	2826	162802	21482	1539718	288326	1272	15168	32029	504	12665	1236967	2714	170333	233	2037	137152	9568	4866	73761	77081	55828	158867	3284	617	9476	3683	15545	87294	371607	77883	1966	91839	19561	61468	10	3883	55908	593453	50993	44774	113416	206868	14083	70564	128933	3561	5690	51824	35135	152927	9424	8621	18021	107723	64439	9706	628	2221	237496	732574	6	75	9039	14642	810083	1551999	117452	9395	504270	10912	5582	24	3	7275	15897	24003	22448	29828	27	4047	194491	14994	587595	199865	281513	153097	603309	8266	55886	1669239	142481	112766	32390	3177455	129609	118	7681	515578	55603	172186	153373	409	8472	20526	2842	276988	26675	43856	11744	57866	305	53518	33479	7	4	14002	77583		38915	32	4296	26508	142269	5078	1498505	78592	12115	1469	6	7776	335202	82	58470	4129	3646	123700		277	90496	1607	384572	16	3836	955	4478	87419	197808	943111	1187356	327	1041	81630	549538	15	643318	6755524	8118	1912	3636	4826	26	4139	267	2417	9183	12571	134121	860162	4165	19172	43722	15991	176364	84802	201	81184	143472	1	825641	208965	6406	14329	167745	792	147290	228147	86191	457203	329657	91937	2745	25221	2	294	20732	409117	2444928	231668	80	115	57648	4568008	4799	737977	36452	535713	100	22847	1156453	217	81167	303681	451	243	11316	21730	39335
Eastern Europe	21344124	19204	2214	2407	1012	6	610	316	4	1177	569812	2	2452	19000	1011303	5	24	1306	9	1362478	5776	3	358	2	7	449	5756	210	1239	34		40544	575	171	58	288	711	3619		1	138	189		826	80213	45		499	16	558		79	115	3197	3431		1017	61069	9358	33	3906	4		25	427	2300	18	34	8	80868	578			4	4289	48976			7	11	740397	302479	409	3	13871	2	3			14	448	319	22	10		7	38823	207	14102	604	8238	3368	917		9334	10727	16	1709	6840	2893095	511	3	588	495401	123	135667	5568	4	17	1128	5	227564	320	164	16	588	125	215	647			9	276		530		225	23995	868		3907	145	347	103	2	529	3161		344	101	44	1857		268	2405	65	1743		122	4	140	987	353	53309	756		154	3263	519782		190653	5367577	181		10	1		2	3	39		584	160	17135	1	14	134		116099	677		264	824		3476	1029	3462	695	1	3	2440	2345	15652	450737	25287	716	1	10		4	6	902	17708	207763	2	38	167	4319322	488	9555	353	24138		605	1129049	2	612	53235		123	1227	368	323
BLR	1186282	216		41						92	6295		25	53	14826						33								83			47						123																	34			91	80		168									3397	18				1688						9348	50			139												323		37		38		20		297	17			22	76868				5751		10983	50					18210																136																	56		37							365				26	8361		17	749767												27					26						34						271	26	63	6240									18	6005				248032	19	409		66		25	16225			282			24		
BGR	32435	223	316	105			4	16	2	30	1179	2	40	62	466	2	3	150	2	198	98	1	9		7	6	36	11	25	34			5	7	3	8	3	64		1		2		7	443			6		9		2	2	29	91		126	313	1	6	21	2		8	4	50	2		2	16	30			1	19	165			5	4	117	625	5	3	1945	2				2	5	2	2	2		1	122	34	149	6	127	265	5		114	312	2	44	94	271	4	2	28	26		34	323		2	67	2	30	3	1		1	1		9			2			7		2	29	11		30	10		2	1	2	72		9	17	6	38			24	1	25		4	2	1	10	15	558	24		3	43	821		1393	8936	1						2	2		8	3	895			3		107	14		2	35		346	4	2	17		2	37	46	606	29	1247	5				1		30	1377	61	2	6	2	2451	14	692	8	352		5	163		7	381			30	5	9
CZE	165592	77	66	121		6	50		2	114	340		85	2717	68		9	12	5	483	279	1	10	1		18	533	1	42			1731	2		5	6	2	181			1	3		11	454	9		27	1	24		4	5	626	185		20		32	12	48	2		2	15	58	5	1	1	23	29			3	123	1336				3	132	3563	16		667					3	9	3	1	8		1	2290	7	90	33	70	98	25		52	382	2	72	38	682	16	1	21	56	3	49	76	2	3	37		61	6	9	7	5		6	3			1	1		29		1	210	43		39	1	1	3	1	6	203		13	6	2	25			36		34		4	1	12	25	13	9124	15		10	28	303		4417	4924	5		2	1			1	1		6	12	1772	1	1	5		105379	96		2	57		63	12	28	25	1	1	78	142	162	24	197	12	1	6		3	1	58	82	18		1	6	12298	12	526	7	775		13	66	2	17	5386		6	41	7	8
HUN	322234	403	113	365			43			123	165		737	5365	119	3	12	53	2	125	601	1	15	1		27	323	3	207			1696				58	71	824			5	2		110	4242			84		37		15	8	980	335		288	578		15	146			12	49	390	11		3	63	61				284	2203			2	4	165	19850	65		1252		3			9	22	6	4			5		48	867	169	1595	649	287		786	1499	12	595	310	416	39		137	103	35	59	270	2	12	275	3	71	49	15		40		12	13			6	28		154		2	625	14		83	14	7	3		19	1012		61	12	12	484			456	13	182		13	1	10	111	85	3200	123		27	953	103		170168	20575	7		8			2				253	11	8421		13	65		7703	189		139	137		437	42	83	95			653	829	664	14	23063	559		4			5	82	919				14	11454	62	2091	34	3967		53	91		150	1499			214	7	18
POL	964725	187	70	549			32			214	1010		737	5234	304			51		126812	3395					30	3955		255			2064				26	11	1887						28	788			69		58		24		976	223		53	7526			853			3	36	246			2	343	58				232	42043					393	123377	55		3390						14		15				1631	49	372	53	168	480	86		463	5210		278	190	4087	64		165	90		2708	399			369		96834	151			9		30							140		2	200	235		189	15				10	1170		60			240			381		72		29			122	57		72		7	44	399		4061	65827										29	29	4056					1838	156			321		1348	30		75			853	613	671	72	248	44						160	548	53			52	375267	100	3192	60	10929		11	425		57	2003			112	44	30
MDA	367231														2531					8547												312																										350																							2396	384			34												468								23	104				13830																												39																										536	272						3470	153652																																									79					165990							2716								
ROU	135037		632	5							1			631				5			254								3			21944													1331										1		32	691			52					13										677						2033			4350						1						7522				875	638	83		516	1436			527								642																		6						6						165					1			62		1							480	79				45512			7431												1255											158		12				134	85	4579									3	1810					14717		354		1055					5	6					
RUS	11928927	15576	988	1189	1012		470	300		572	516425		743	3905	905728			1035		886234	857		324			368	776	195	594			9934	568	164	50	190	624	396			132	139		662	64969	36		297	15	424		34	100	313	2513		466	14104	9245		2546				313	1488		33		65943	372				1899	1481					653159	149872	263		1975						397	308					18740	56	8083	336	2829	1213	178		2641	974		679	1300	2506132	381		212	455644	85	100686	1710			362		85879	91	139	9	533	124	167	616				247		170		218	22734	551		1514	105	339	95		492	376		191	66	24	1039		268	1193	51	1367		72		117	702	175	32973	125		107	2017	289707		4284		168							36		278	105				61		1046	127		121	241		850	941	1556	483			338	418	4479	410349	301	78						526	11200	173279		31	93	3485074	261	865	244	3051		498	918869		376	28489		117	794	305	258
SVK	69323	54	29	32			11			32	57		85	1033	11					87	259						133		30			790						144				43		8	320			16		6				273	49		32	37416			72				10	55				15	10				44	1071					27	1460	5		119												7727	13	45	7	40	25	233		58	793		41	19	78	7		25	7		40	36			18		42	20						6						24			22	14		15						163		10			30			197		25					17	8	2476	46			152	35		2843	1073										10		709						95			33		240		13				76	186	81		231	18						43	92					4039	20	1426		743			16			713			12		
UKR	6172338	2468									44340				87250					339992												2026													7666																									11068											74660	1265																	4459		2496				4384				4340	290731				33724		21108	2062					26437																			2031																							3597					174541			4355392																									1768						4347	34009									1583	28347								3200			190478			14476					
