Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
MSR	1612								138																													44																									331	29																													288																																																																																		141			35																																	52									129		138											
PRI	338067									1245																115			195									244						879	826			3601				531			19293								2575	49325	675	72	504									294						1662								515			104	310		446			101						91	448	88	172	185								36																		2302												55			483									1661			916	289	37	71			78																											4168											36					357		44							356		230426	939				1617	130					
KNA	4248								231							8			56											140																																	115																								34						443														82																																	246																																				60		97																																	152												350										
LCA	7152							21	65			10	9			7			437					3					6	2								143		2					27										13								129	26							2					41	171					41	13				90	25		2			1108						65							9	105	14									5														267				5					18							11					7					10		16							9									25			245															5						24				16								438									547		372	11				35						
VCT	4135								53										315																			148	182																	139							78																								392						217														115																																																																				36	216												90																							871									719		303											
SXM																																																																																																																																																																																																																																									
TTO	45994																		2188																			874							425										36																											124					15066						4666						697								736																																													246											169													1185		10556																																										1958		2205					1213						
TCA	7039															649																						284																										520																														3567																																																																																																																														316		565											
VIR	54241							1106	4610			468							324											2693									370																								4060	1861																							520							346													305																																	728																										4141									6435	2990		485																																	2300											14965											
Central America	1298916	33	2	148			45		28	7717	70	22	458	742	2	27	1	48	144	4	1212	2751	1	5	2	2424			4147			342				2	11	7662		74	4		73	7160	14411	1933	1	28605		5		14004	72	126	12412	88	2	351	1287	32	409		20	5211	4171	236	226958			2	30			1	100	6238	19		1		8	7761	1	2	516	266	16		4	77561			54	749		37242	409	1	2396	188	287	48	275		2138	7084	1536	4335	157	4	50				2	24	2008			23	2	113	8	2		60	1				2				18268		1	7		2	245	2	40			5	1593		105	222669		106			170	2	120		22640		493	9277	761	1809	506	2680	2	1514	2		417	2638	1		1	1	16	1				230	88	42			59		70	43		15	150		28691	1	289	1	11	1	708	2454	657		18	55					109	2	373				6	539		4362	2	304589	4	2147	1		4296	71			11		1
BLZ	33446																																					515							823	49																					6661															47								14350				37		4100			256								424										37																		2782																	31																																																																				297		1908											
CRI	364287	11	2	21			2			864	4	22	50	71	2	8	1	6	6	4	169	123	1	5	2	220			304			37				2	6	754		6	4		73	1127	190	1604	1	4147		5			2	16	3558		2		20	2	39		3	556	683	11	26046			2	1			1	14	482	6		1		8	1077	1	2	22	5	5		4	1602			16	41		2241	49	1	31	10	63	8	19		101	1214	209	169	6	4	4				2	1	62			8	2	6	8	2		2	1				2				1778		1	7		2	8	2	8			5	332		11	131695		2			40	2	5		7652		48	2045	71	224	46	216	2	136	2		55	390	1		1	1	1	1				6	1				9		15			1	37		1392	1		1	11	1	80	360	7		18	4					21	2	5				6	102		339	2	7301	4	196	1		834	1					1
SLV	39537									211			27	14				9	50		72	231				59			264									379						294	224	10		375				1188			82									41	126											175						347								7224						12650			14		17		18		123	312	13	38																											1948												53			4219									456		26	209	24		16	84		161				23																							664		58				29	69																		106		6306		94			219						
GTM	156188									318			46									561				77			114									262						231	361			610				746			347									64	113	21	124346									229	13					440				261								18		5032				26	12				71	279		89									21																		8236												86			4565							17		216		55	249	28		16	67		709														24													889		30				29	124	51										16							134		5639		92			144						
HND	149442									144											19	242				111			178									262		68				252	419			527				617			460				48					102	345		60692									108						221								3336				34											68	196	20	105	31																										980												69			74273									243		27	288				97		53				19																							381		115				23	47																		77		3877		51			74						
MEX	458549			87			43			5366	66		256	569				24			887	1474				1725			2482			191					5	5063						4144	1911			5530				2571	70	71	4858			331	1219	13	298			842	1222	174	4931								78	4851						4988			270					49676				395		3031	313		347	82	150	40	211		1303	4434	115	3647	48		46					23	1585					87				41															204						870		70	3324		55			124		53		13722		302	4140	315	1514	276	1888		300			310	1503										175	21	13			36		50	43			96		22491		6				466	1657	480			48					35		317					279		3058		272472		1506			2194	64					
NIC	26619	22		40					28	147				43		19					42	48				38			110			70						147						115	44			237				4727			711					17	44			52	78		2136				29					111						297								900				20		9473			10				12			149	31	43	11																										734												93					9							351			176				43		16				307											66									14			442						44	76																64		37		2952		9			116				11		
PAN	70848									667			79	45				9	88		23	72				194			695			44						280						997	10439	270		17179				4155		39	2396	88		20			28		17	3554	1604	30	2146								8	282						344			224		11			473			38	204		715	47		1738	70	45		15		472	500	724	244	61								303			15		20				17									1810						33		32				90		24	4593		9			6		45				35	2170	323	71	152	285		139			52	396					15					25		29			14		5				17		2432		80				37	121	119			3					53		35					94		314		4134		199			715	6					
South America	4241024	154	258	500		53	5905	50	62	188529	1268	730	2755	9399	4	30	31	14	362	661	5664	1000	1	14	4	221629	29	5	181394		2	1544	26	11	54	48	31	11120	912	9	5	15		272802	36169	625	20	658020	3	100	2	3960	15	2937	18491	219	130	5941	680	16	1693		627	18094	49678	4973	2455	3	26	217	111	2	24	9	700	45481	732	12	7	14	21	56730	50	37	7117	41	434	2185	3	1659	6	3	15745	13634	12	1713	8197	48	2019	305	740	241	814		6195	420139	476	92245	894	7	26		96	4	1491	445	28166	15	8	256	171	1598	257	27	5	106	1	49	33		4813	6	2	1	23615	10	30	2	238	6	1943	1263	22	8	4	9	8329	5	393	3774	8	264	45	8	915	19	416	2	5392	5	316586	129752	749	37157	319624	1790	34	15656	986	382	10589	15991	5	196	14	1913	2	276		40	12	1384	27	720		1	67	60	85	1909		16	699		376529	16	996	23	17336	2	2896	8737	22369	4	8471	239		13		137	3637	132	3207	4	3	8	9	6650	45	14441	20	77126	1	161463	25	205	49374	52	1	3	1	7	29
ARG	1595069	20	144	224		1	20				1207	1	600	3201			27		16	653	1138	12				186685			33642		2	796	25		50	45		953						214736	5850	9		3162		90		359	1	2119	1873		101	3852	30		527		9	849	1501	510	169			106	69			1	152	6229						12672		31	2666	35	24			158	1			80		140	2503	18	210	46	295	79	140		1317	273401	26	5181	156		6				566	264	2409			110	166	1400	208	14		6			4						2686	9	22				455	24	19	4			876		23	167	1	91			126		10		357		286164	50888	125	21429	11298	184		9078	979		2985	4483								36		171					4			1741		4	271		179945	6		18	11		497	1919	3607		8143	130					73	97	1914			8	1	5809		2184	1	9678		125366		18	2290	11				1	3
BOL	83598	1	3	7		1	5		5	25141	1	2	115	169	1	5	1	11	4	2	320	962		1					12746			16		1	1		2	1728	17			4		4622	675	8		1002		3		122	3	28	311	138	6	76	63	3	55		3	22	521	33	82		1	2	4			1	59	597	1		2		1	1524	2	1	12		2			144	3		4	7		216	44	3	123	14	29	4	41		130	894	4	1455	17	1	6		4		8	1	56	4	1	4	2	3	5	4	3	6			4						8770		1	1			6		1			1	14	1	35	76	1	10	41		46	1	42		95	1	2216	8306	26	182	38	37	6	564	1		31	54	2		1							9	2				6	39	6	4			6		1651	3			1		177	442	12	2		6		2		1	9	1	8	1			1	57	1	619	1	3385		430	3	1	458	3			1	2	6
BRA	741557						5612			27974			372	3988							1649					18217						346						1113						19708	9429			3196				314			894			1347			489			190	903	3796	443								167	8249	683					22641			3133					106			1350	135		208	4074		730				165		1961	62623	41	78935									17058																		1027							1162					3522			415					187		150		767		25143	8278		10351	244319						5069	8882																							51448				177		587	2919	3864										862							3947		12894		24081			1694						
CHL	142417	8	24	45		10	31	12	13	39233	16	27	826	559	3	1	3	3	14	6	920	9	1	13	4	8923	9	5	5609			78	1	10	3	3	12	1430		9	5	11			1691	40	20	2734	3	7	2	442	11	293	1751		10	72	189	13	199		18	198	5510	81	227	3	1	35	10	2	4	7	116	2624	2	12	5	1	9	5369	6	5	190	6	6	5	3	182	2	3	11	41	12	225	411	18	407	68	81	22	109		948	4061	18	722	111	6	14		7	4	7	41	206	11	7	20	3	27	14	9	2	24	1	49	12		5	6	2	1	1223	1	7	1		6	74	31	2	4	4	8	552	4	122	201	6	16	4	8	260	18	100	2	428	4	920	21256	145	450	187	151	28	856	6	1	394	514	3	164	13	33	2	3		4	12	21	13			1	42		40	32		12	189		9179	7	540	5	5	2	980	854	329	2	313	29		11		136	8	22	215	3	3		7	96	7	1537	18	6767	1	1816	22	1	3148	10	1	3		4	7
COL	106943	104	52	19		41	48	38	36	2471		276	197	246							374					653			1809			69						731						1810	1392	31						757		51	1375	81		93	122		77		45	350	11917	159	306			19					51	1851						2455			131					305			17	100		276	148		108	75	74	44	99		536	2565	81	546	209				23			17	1049					40	21												2072						69						383		47	475		41			64		38		1966		219	3342	64	404	121	444		172			370	518										84						21		26			48		5620						168	634	870								46		62					203	37	1009		14273		362		185	35162						
ECU	115093	21	19	18			16			1954	15		140	205		18					320					572			1035			73					17	889						5002	934	37		55897				351		31	1120			118	182		69			133		32	196						20		48	813				13		1612	15		27					162				36		176	81		86	25	72	14	75		195	1424	15	275	27								166									14									797						18						310		43	147		19			89		20		361		91	4125	47	117	137	188		303			114	559										34							19				46		2556		37				131	734	25		15						17							151		807		9854		359			3120	18					
FLK	868									36			9																															42																																																																																																									49																									32																																														640		20											
GUF	70131			94																	110								7022																1201																		493													18094												2180					2469	11381												120									910																4771																															344								381						1565																							15381																																		
GUY	6352								8							6			186										780									147							422																		19																								81																				124																																																																					275		154																					1681												310									211		459					768						
PRY	186570									57525																976			97450									1999						2425	1419																															594						1994																								845		2448																											2440																													842				4026																											1057																									169		1684		3303									
PER	56732			11			9			7087			367	123							383					3572			3033			42						764						4483	2551			3706				210		57	564			56	54		151			112	2491	12	67			10					44	1441	21					1826			36					101				30		103	40	9	129	26	35	11	131		316	2088		2093	24								43						9			27			13						931						24						423		59	100					65		45		215		340		201	124	80	85		415			114	392						14				20								17			72		3168						176	486				13							33					150		1034		6151		382			2021						
SUR	22270																												2594																2538																																																6317																																																						1621																																																																																						
URY	93428									17970																			11084									389						1299																																840						2205																								14943																													657																										1199	240		2465	877						748																								29447																									523		1036					713						
VEN	1019996		16	82			164			9138	29	424	129	908					142		450	17				2031	20		4590			124						977	895					18675	8067	500		588323				1405		358	10603		13	327	40		126		40	16240	26835	350	965		24	45	28				63	4149	25				11	4432	27		922		321			501			5577	1824		369	896		226	51	154	67	54		792	57175	167	590	350				62			122	7179			122		128				29					37				3012				238		1297	46					628		15	2193		87			78		11		1203		294	32973	141	793	62567	701		242			764	589				40		105				1045	12	720			15		20	89			67		92458		419		80		180	749	13662			61					3174	12	113					184		1761		10925		5364				10					13
NORTHERN AMERICA	33341147	50989	25703	19873			5186	121	17458	122383	55872	4190	68221	100300	12815	26339	802	72235	62603	34687	55253	36667	380	10056	17	44804	103330	131	159490	94	4242	28218	178	1389	20943	147413	8837	795941		91	92	356		92337	1345328	408993	12611	415920	29	182		60366	6014	52351	819094		14879	102053	106	9936	59426	300	19917	528550	233289	122346	682568	12	19164	15820	66688	286		42455	37132	200968	48	97	229	3795	9475	891626	55317	224	251095		30453	233		369056	3850	37	240732	373121		201802	154383	5891	986592	70001	301656	84748	191719		115383	856489	558474	341960	43382	11261	45861		20730	2550	204299	34505	156844	84	25976	6271		36174	2661	1538	338	60372		465	18670	3750	284	85	5784		6858058	4980	118	76		4238	46123	777	29556	232		7701	216091	85	27585	204830	124	103052			44828	281	212485		98519	199	13918	228320	1331795	609835	363687	1384320	666	782020	17716	63	161108	340945	1453		11318	12813	392	23100	14172			22800	7615	8130	11622	14817	24745		10329	13749		38952	79834		91313	76831	28797	16580	4938	131	59848	59719	59320	2318	21835	147276		426		14253	213987	9167	82143	847	160		18980	268612	8077	1313612	28093	248135	34	28778	20547		81154	903302			12979	6295	10928
BMU	16676												44	27							19																	2437							128										15						26			11												114						231	32		101								61	1160					220				91		24	79	374	188																		18																										47					18						142	27	1647						17																						62		102							118									41		43		136					4726		3454											
CAN	4864778	13677	3263	12014			1834	121	2082	12036	1778	555	15871	23600	1045	1153	802	13101	14373	4245	20648	1145	380	1772	17	1948	25240	131	10058	94	4242	6089	178	1389	183	17797	1275			91	92	356		23182	286712	231291	6620	12595	29	182		1894	1677	20007	3462		4165	15865	106	5693	19098	300	2099	3841	9362	31290	32598	12	4649	6196	13822			18730	14970	62998	48	97	229	122	752	172549	11477	224	77124		6638	233		11127	764	37	72507	45292		3293	51853	483	240035	8723	51266	16443	26295		16166	322392	108174	18672	3524	3676	17967		5907	583	13854	7443	59419	84	397	1508		6668	532	1538	338	18151		465	9463		284	85	5784		30113		118	76		491	20676	777	2995	232		620	119431	85	8186	7730	124	6587			7039	281	52674		1785	199	4780	14301	175504	176548	152654	217	666	56171	2294	63	46036	71978	1453		1944	2435	392	6477	63			5718	1119		11622	606	7695		10329	9028		19599	29983		10509	56926	5420	4312	664	131	7391	17934	13038	111	7067	7052		426		99	55297	3882	14476	106	24		9646	51057	3822	641095	19140	244567	34	5570	1465		5582	127335			747	1766	3099
GRL	7320																															3						11							1																6648											286			10	9						35																26																																																									69								6	3																																					66					13														22		27											
SPM	1320																																					215																																						845																																																																																																																																																		87											
USA	28451053	37312	22440	7859			3352		15376	110347	54094	3635	52306	76673	11770	25186		59134	48230	30442	34586	35522		8284		42856	78090		149432			22126			20760	129616	7562	793278						69155	1058487	177702	5991	403325				58472	4337	32344	815617		10714	86188		4243	33654		17818	524698	223927	91056	649970		14515	9624	52866			23725	22152	137002				3673	8723	718811	43808		173870		23815			357929	3086		168164	326669		198509	102530	5382	746337	61278	250390	68305	165333		99193	534018	449926	323100	39858	7585	27894		14823	1967	190445	27062	97425		25579	4763		29506	2129			42203			9207	3750					6827945	4980				3747	25447		26561			7081	96660		19399	197100		96418			37720		159793		96734		9138	214019	1156143	433257	209386	1384103		725849	15422		115055	268967			9374	10378		16623	14109			17082	6496	8130		14211	17050			4721		19353	49789		80702	19905	23377	12268	4274		52391	41667	46282	2207	14768	140211				14154	158649	5285	67624	741			9334	217555	4255	667769	8953			23208	19082		75572	775967			12232	4529	7829
OCEANIA	5022263	8382	1315	2208	1617	181	370		15	13057	710	28	70752	23972	128	230	650	8277	345	829	5131	17	13	392	33	622	26278	413	4845	3	1911	2465	15	7	10	27443	55	35660		1	3	12		28801	140781	80131	1947	3436		130	16990	307	43	55933	438	54	23918	16181	237	291	10968	63	3	42	1316	40336	10028		1562	2556	2748	19	112	60483	9656	60195	3	3564	10	9	168	132366	1625	447	142981		92	4	1529	276	17	11	492	53		146	29068	480	92570	56635	19992	18129	60621	737	7358	261671	830	34662	2918	353	6448	4119	1761	88	11912	9573	79925	32	83	1390	8	4843	151	153	468	92611	113	12	57450	402	20	8	19621	43	1049	7124	19	80	3419		1767	528	11940	394	1485	1658	123041	4434	319391	785	7	1431	5517	2353	3411	188	10179	2824	138	2760	343	4928	157614	75380	18951	1412	183	46382	316	52	13519	15593	27	21	19	13		47	67519			1185	195	49660	2797	195	33266		4671	8185	2341	2617	72165		15213	56557	3005	2734	76	178	7256	12729	6538	26	46518	23292	4904	6	1808	23660	1205	1102	32718	18		2615	1218	17034	1005	1321202	1806	98773		11366	383	5375	915	161801	6478		314	3248	11320
AUS/NZL	4741947	8382	1315	950	94	181	370		15	13057	710	28	53227	23972	128	230	650	6353	345	829	5131	17	13	392	33	622	26278	413	4845	3	1911	2465	15	7	10	26885	55	35154		1	3	12		28801	127337	80124	1947	3436		130	16949	307	43	55933	438	54	23918	16181	237	291	10968	63	3	42	1316	40336	10028		1562	2556	2748	19	112	58606	9656	17470	3	317	10	9	168	131971	1625	447	142981		92	4	36	276	17	11	492	53		146	29068	480	90756	48292	19992	18129	60553	737	7358	261260	830	30809	2918	353	6448	1149	1761	88	11315	9573	79925	32	83	1390	8	4843	151	153	468	92362	113	12	57450	18	20	8	19621		1049	8	19	80	3419		1212	528	11940	394	491	1467	123030	1252	310921	785	7	1431	5500	3	3411	188	8797		138	1560	343	4928	110304	75380	18951	85	183	40637	316	52	13519	15551	27	21	19	13		47	50726			1185	195	49660	2797	195	33194		4671	8185	1263	2617	72165		15025	56437	3005	2734	76	178	7256	12612	6538	26	46518	23292	4904	6	1646	21010	1205	469	32718	18		1469	1218	17034	1005	1317881	1768	66543		11366	383	1005	915	160769			314	3248	11320
AUS	4153330	7893	1315	950	94	181	370		15	12541	710	28		23165	128	230	650	5562	345	829	5131	17	13	392	33	622	26278	413	3960	3	1911	2465	15	7	10	23310	55	27916		1	3	12		27782	108346	68683	1947	3146		130	3562	307	43	55036	438	54	23918	15921	237	291	10006	63	3	42	1316	39901	10028		1562	2556	2563	19	112	40344	9656	16385	3	317	10	9	168	125092	1625	447	142981		92	4	36	276	17	11	492	53		146	28679	480	78297	45651	19260	16334	54399	737	7358	260694	830	24485	2918	353	6121	462	1761	88	11315	9573	79925	32	83	1390	8	4843	151	153	468	80793	113	12	57450	18	20	8	19621		1049	8	19	80	3419		1212	528	11346	394	491	1238	100236	1252	310921	785	7	1431	367	3	3411	188	8707		138		343	4928	103492	74618	18951	85	183	28782	316	52	13159	12971	27	21	19	13		47	9696			1090	195	49660	2797	195	29812		4671	8185	1263	2113	61139		15025	52524	3005	2734	76	178	6612	10758	6538	26	46518	18920	4904	6	181	7354	1205	469	32718	18		88	1218	16704	1005	1100221	1768	55234		11366	383	1005	915	157398			314	2979	10498
NZL	588617	489								516			53227	807				791											885							3575		7238						1019	18991	11441		290			13387			897				260			962					435					185			18262		1085						6879															389		12459	2641	732	1795	6154			566		6324			327	687														11569																	594			229	22794						5133				90			1560			6812	762				11855			360	2580							41030			95					3382					504	11026			3913					644	1854				4372			1465	13656						1381		330		217660		11309						3371				269	822
Melanesia	96828			594									16726					1334																		558		366							1301						30																							495		22669		3159																					1618	8327			68			267		369				1680			597											249															555							289	4065								1382			1148			2200					127				42							267								72				1032				109	120														1268		633				372				3128	38	1271				3985		578	6446				
FJI	13001												1405					1334																											835						30																																																1374													700																																					1045								1382																						267												636																			1203						372				646						167							
NCL	43662			594									262																							558									89																															22427		3159																						949						267									597																										555								113																																														109																	633														3654		578	6446				
PNG	33526												14258																									366							138																													131																									244	7293			68					269																		117																							2602														2054					89				42															72				331					120														40										2245	38	1137				155							
SLB	4178												356																																239																													218																										85								100				980														132																						128	140											1098			146					38																																																				85		134				9							
VUT	2461												445																																																													146		242																																																																								161	165											50																															65																			25										152													
Micronesia	118687				17								261					590																											11157	7																												508															1493																			3358				1218																		384						7116									988	191			67					2350				2824					44590			1327		5426											14												36																			8						631				18		26576						352					
GUM	71912																																												2215																																																															2451																						169						4962																		2098				1284					28576			194		3411																																																						23543						352					
KIR	2223												75																																																													248																																																																							988				38																																																																			339				18		40											
MHL	1480																																												89																													56																																						123																								112																											209																																																											716											
FSM	3342				17																																									7																																											49																			59																						114																								93				342					154					58											14																															8												212											
NRU	2605												186																																466																													204																																						1095																																					29														92																												36																									292																	
MNP	32376																	590																											7844																																												1186																			730																						101						1760										191												1198					12905			1133		1938																																																						1530											
PLW	4749																																												543																																												258																			118																												282																		159									2654					19																																																						535											
Polynesia	64801			664	1506								538																									140							986						11																							874		20056		88				395																	196	16						144		126				72																						43											6		11	2893	4338				17							52			520					192											16512												10				79							117							162	1374						143				175		4383				385		102	32				
ASM	23098																																												200																													101																																																																											233														520					192											16157																														29	1223												3544						102					
COK	2686												120																																																													81				66																																																																					11		2234				10							11																			5																																									51		18											
PYF	28360			664									69																									125							599																													29		19606						350																	38	16						144		23																																								1916	108																																														79							117																		83		408				205			32				
NIU	480												13																																																													32																																																																											192																														27																															79						57						14											
WSM	4694				1506								330																									15							84						11																							120		10						45																										45				20																																	6				1468				7							41																															10																		133	72						66				41		365				15							
TKL	266												6																																																																																																																																								103																														114																																					20																	
TON	3274																																												103																													417																									158									58																																																																							192																																																						
TUV	263																																																																									94																																						52																																																																			17																																											34											
WLF	1680																																																																											440		22																																																								43														977																																																																														165							

