Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
TUR	1319236	9325	3180	621						134	762		2819	13761	16114			316		288	8400						2285		329	72		461574						1369						42	1695	55		45				52		213	41		9974	1088	28	30	3230					741				108	59				1604	15335					6249	262587	138		56846			45									499	41	499	172	14397	8658	516		2610	2728		1921	863	4795	166		274	1685		62	1086			2948		250	43			254			41						147			183			457		36				20949		278			280			3410	24	1092					51	561	3278	215		30	491	2239		19905	19061										4218	64				190		301	140		89	283		1160	37	721	224		73	5120	9953	5158	255	138175	140						489		1953				4011	42	18156	213	13034		42	7615		38	29			66		
ARE	3281036	3208															831	408976																								2094																								341770			7570		4607					5745																							1286993	121621									63626				26337				14856																								3594					8818	1378					5207					383811						202618				824															2395										4165		6751		49194	22830	55931					22332			4842						2303	16152							13007		6294									82490		
YEM	171073																																																																	9888					1616																															6742																																																																																										92122					3392	21494					2578																														
EUROPE	63201280	199899	893678	1467620	560	5690	217960	937	3792	341278	615819	2214	202244	357466	937554	2166	5524	267159	19218	1390968	348708	1362	23255	3567	758	117019	1310497	3315	408925	358	4542	353603	19488	11830	96056	66757	108062	195561	4496	928	15843	7989	14776	134879	719510	92655	2662	391742	30635	80412	10	7729	109822	677710	121933	61709	101013	488508	23522	108899	149092	6944	15185	135129	536405	218320	20006	18543	45204	130723	84368	12314	950	4883	255529	957545	2	99	19207	30474	739030	1975047	174061	8830	421701	14333	9531	10	3	12978	44935	34863	27039	71957	111	12525	288472	21764	857575	194531	340676	304397	524943	7740	67164	1454396	147202	123640	33510	3614908	150100	186	15545	618347	46583	222314	174932	874	12892	43849	2780	354242	41946	113284	14660	75527	459	73078	32243	8		22957	87043		83234	152	18487	32184	143158	7701	2098296	84217	15560	2982	22	36842	416040	127	71623	7744	7580	264445		164	115247	3257	604741	110	6701	1544	23934	230938	340787	2073007	1104846	83	2769	95645	646098	16	1721507	6024318	16446	2872	5830	12592	21	6919	613	2879	17013	30248	203914	849474	4933	34667	49634	22039	255075	94817	342	152786	231571	2	687649	296879	8194	30152	212992	1801	189707	387583	123379	479940	237507	173213	4187	40700	2	310	23747	515068	2412729	216959	114	494	63227	4547603	11619	1065298	40364	606941	161	81665	1327554	876	188341	369293	14	125	19350	28530	88750
Eastern Europe	19747392	12217	2597	2836	541	5	718	198	6	1285	562991	4	2786	20589	908978	9	33	1271	11	1205067	8034	4	281	4	23	360	6430	175	1605	66	1	37719	536	155	61	244	654	5589		2	118	245		648	81618	52		641	51	673		108	163	4883	3623		1322	86742	9651	70	3187	6	2	75	476	2777	25	71	27	77427	586			6	5373	42161			15	25	617825	281241	511	6	15732	3	6			38	400	222	30	12		17	40750	593	12254	606	7875	3969	5847		10672	23588	37	3307	6437	2886794	614	5	628	560108	149	129049	5485	8	39	1140	10	188510	413	156	22	1321	81	168	431	1		10	198		941		165	26930	662		3637	164	477	125	3	427	6826		471	113	45	2532		162	3595	61	1566		113	6	124	890	710	61051	1292		120	4943	497820		204855	4286697	123		6	2		5	6	47	1	682	205	29821	1	32	151		131658	1158		442	1209		10709	874	2706	622	5	4	3682	4150	17704	460613	4233	1152	1	18	1	4	15	1316	20391	209654	3	317	183	3989759	689	34081	351	31109		479	1278297	3	540	70820		79	1164	452	302
BLR	1106982	281		53						103	5862		27	59	13806						37								93			61						154																	45			95	60		198									3232	24				2104						8705	65			109												341		48		49		23		386	23			29	71580				5355		10450	64					17326																168																	61		47							476				28	7786		22	698192												36					26						36						338	28	83	5811									24	5592				230971	22	460		86		27	15108			366			32		
BGR	61074	260	824	279		1	5	30	4	85	1308	4	103	149	1526	3	6	450	3	465	293	2	23	1	21	16	80	21	66	66	1		9	12	6	11	6	175		2		4		15	689			16		9		4	4	62	194		196	689	18	11	46	3	1	16	9	100	5		3	43	43			2	41	411			9	8	223	1529	8	6	3763	3				5	8	4	3	4		2	254	109	143	17	208	509	8		251	791	5	88	133	705	9	4	74	63	1	91	496		4	147	3	78	6	2		2	2	1	26	1		3	1		18		3	47	21		59	20		3	2	4	214		17	24	3	59			69	2	34		5	3	2	16	28	939	71		6	43	1467		4308	14768	2						5	3		24	7	1755		1	6		219	27		3	96		1109	7	1	29	1	3	89	119	989	86	1942	10			1	2		60	2963	187	3	11	4	4526	43	2165	11	867		12	488	1	19	518			39	9	21
CZE	322540	221	184	408		4	129		2	133	1305		269	3043	406		15	70	4	2344	419	1	28	2	2	49	1713	40	188			4421	8	2	9	15	44	409			1	6		53	2714	6		99	1	43		17	42	1163	320		56		35	37	172	3	1	18	50	289	9	1	2	83	58			4	200	1978			1	8	607	8294	70		718		1			18	43	13	4	8		6	1998	19	547	84	212	298	262		252	1467	7	758	104	2909	52	1	59	415	16	153	221	3	7	102	1	285	13	20	5	179	2	19	11			3	15		147		2	2887	46		154	3	30	14	1	59	1330		68	10	5	275			84		222		15	2	24	105	177	16032	78		10	553	5361		5109	18399	6		2	2		1	1	1	1	36	34	1639	1	6	20		109909	182		20	187		306	58	75	49	4	1	236	332	396	170	1155	279	1	11		2	3	330	539	91		1	16	73905	25	2383	16	2286		19	1202	2	56	31521		4	122	31	25
HUN	366787	657	159	578			67			275	178		793	6822	127	6	12	57	4	196	1364	1	22	1		49	326	5	427			1766				63	169	1756			7	1		133	9317			167		68		27	20	1970	515		233	1344		22	307			30	94	653	11		9	107	111				589	3227			5	9	178	26297	105		1115		5			15	36	7	4			9		109	933	182	1716	698	678		1418	3222	25	1135	333	447	74		147	111	38	119	290	5	28	269	6	122	116	27		98		18	31			4	43		357		5	1066	33		158	18	7	7		47	2276		149	19	12	987			979	14	195		22	1	17	184	210	3399	277		28	1025	185		180592	3791	15		4			4				273	21	20802		25	70		18638	348		336	284		1012	44	89	145			1289	1868	1045	15	121	602		7			12	159	1793				27	24540	152	4522	49	6147		57	98		162	2898			230	15	33
POL	722509	151	94	528			42			229	1499		774	4138	263			72		92167	4094					37	3440		240			1752				24	23	2301						41	932			92		78		28		812	209		128	5473			814			11	38	334			13	245	46				225	31040					331	90919	41		3009						34		19				1372	272	594	80	188	418	3912		371	7266		377	150	4071	58		167	102		1932	363			278		66534	181			24		28							167		13	248	128		241	20				32	1815		79			295			940		139		29			108	123		100		15	78	450		2977	47197										101	57	2236					1435	143			329		3029	56		89			1025	776	582	60	239	68						276	676	50			54	263473	106	18982	61	11582		52	432		61	2268			105	40	65
MDA	173957														1199					4049												148																										166																							1135	1094			98												222								99	298				6310																												112																										254	129						1644	72122																																									225					77919							1287								
ROU	145162		690	8							1			626				8			583								4			18833													2101										1		56	561			67					23										1319						2580			4708						1						5868				937	1018	204		849	7152			858								1032																		10						9						330					1			2		1							411	346				40681			7475												1973											3504		22				118	73	7254									4	2927					13131		701		1960					8	9					
RUS	11667588	8328	578	907	541		457	168		399	503316		622	3430	805658			614		849214	650		208			209	582	109	512			7315	519	141	46	131	412	470			110	131		386	58247	46		228	50	459		32	97	284	2238		575	12647	9538		1405				260	1245		70		63001	282				2103	1997					539318	145892	273		1918						278	198					17727	50	5893	223	2240	973	165		2993	1391		850	909	2568446	403		128	526124	94	95839	1098			304		78560	61	107	17	1018	77	102	347				139		182		142	22355	406		1162	103	440	101		285	457		133	60	25	837		162	958	45	866		42		81	437	150	31362	174		61	2828	285390		4200		100							43		223	86				55		1431	230		83	234		1110	709	911	310			399	497	3301	423794	245	148						381	9602	180124		305	82	3293929	292	1267	214	3747		312	1030041		234	18748		75	611	357	158
SVK	130491	112	68	75			18			61	106		198	2322	26					158	594						289		75			1612						324				103		20	764			39		16				592	101		78	65767			178				25	133				38	22				111	2189					58	3439	14		294												12968	34	109	20	93	55	595		133	1978		99	41	178	18		53	17		99	77			40		98	36						16						60			47	28		38						404		25			78			502		62					40	22	4962	117			388	82		6003	2040										25		1380						228			79		603		27				188	457	167		531	45						106	226					7365	49	3601		1573			33			1549			25		
UKR	5050302	2207									49416				85967					256474												1811													6854																									10678											67270	1132																	3987		2232				3920				3880	232148				27921		20366	1844					25507																			1816																							3216					156418			3422713																									1581						3887	30677									1416	23610								2861			229608			12943					
Northern Europe	9588814	57899	8989	21533		45	11210	575	3523	13098	5034	672	121286	28247	8400	1805	4891	178459	18898	138475	28410	1208	525	3425	438	5694	94258	2775	47727	287	3789	34393	266	5179	1355	1827	8219	85115		921	290	326	14773	41294	190719	90833	61	33893	115	9133	1	1171	6173	17117	4694		73436	31498	8577	15593	92006	426	6122	1867	7940	31588	3392	192	18587	39875	27711	12309	950	4616	208612	136275		86	247	11786	6984	373431	75218	8761	47139	14316	8894			2132	1626	1432	20094	514	1	989	54763	17046	591984	11682	140506	160874	472441	7719	19065	135241	142601	41282	7235	22491	129896	161	11465	3192	1082	65393	48294	624	4293	13448	49	115647	2333	1413	13647	61147	285	400	28167			190	34301		10350		332	1829	1844	7642	32597	4880	12393	2015	16	28395	69971	127	59987	1140	354	154861			80417	2529	419003		907	1060	933	12801	114187	505854	74402	17	1818	34077	9095	13	75717	576676	4166	2855	5626	8085		6732	281	1	481	21741	1899	10850	3102	20231	40047		42407	2842	310	114016	171430	2	83974	114348	2924	16242	419	1175	111744	24599	26118	2101	10015	67341	1964	1609		231	21598	9469	149542	2160	110	1	58215	117051	8970	355502	34793	236636	130	3922	8106	137	7684	63189		7	14627	24725	83204
Channel Islands	70941																																																																											1371																											2731																																																														8293																																																							56412													
DNK	440383	6641	173	924		1	129		2	1043	544	3	2115	1652	187	12	88	553	29	396	1501	8	44		148	293	18867	66	2280		4	1760	39	385	22	162	348	3206			6	9		1403	7229	503		2522	17	377	1	119	365	665	302		155	558	306	395		19	10	103	462	1415	62		152	775	1384	10897		23	3802	5231			6	548	143	31751	1324		1274	13871	9			182	73	39	100	140		91	2199	7375	6356	870	12029	17645	1286		1575	4199	144	1525	1055	96	1203	2	1160	18	38	1689	12571	42	130	194	16	3153	334	38	64	555	5	32	79			28	128		694		11	41	1023		5157	155	660	48		820	5694		648	153	12	838			18050	16	10796		53	8	60	769	6663	19008	943		50	8532	188		4233	4232	227			4		8	15	1		220	107	3736	20	293	530		504	152	3	11017	1312		3645	8033		440	28	44	20693	2218	1714	16	1976	8184		121		9	157	805	31925	10			1159	3602	258	15496	902	9906		213	147	4	498	9301			148	441	310
EST	233701										645				1525					13834																		87							163																94														1891	151					1592	1174															88		82											3968				581		4292						2052																56																										550					881			172571																													321			381										366				24004		295		409			1133								
FRO	4583																												18			10						8							7			43						25							3137										5											20	5			134												241	56	3											2											11																																	153							2	33	69				42			48	30												35									6								58					47						7								86		31											
FIN	192169	1510	114	542		2	228		1	218	47		779	399	48	6	10	881	10	131	323	2	4		2	89	406	8	635			793	4	24	6	158	286	1257			2	5		284	4573			623	3	55		38	76	139	242		96	444	2	684	750	4	2	81	103	588	34	5	38	16373	1080			7		1471			4	309	23	4605	605		563		1			46	32	5	14	7	1	27	1185	129	2563	230	3040	5101	311		566	1340	44	870	181	108	559		87	19	13	666	382		71	106		390	53	8	8	289	1	4	25			4	31		336		3	30	2		1301	39	507	49		635	973		129	66	14	848			1197	4	866		17	6	10	293	1324	1939	246		9	251	54		1164	58429	137		1	2		3	2			212	81	43	4	74	103		68	16	2	5970	413		1191	514	15		3	8	28099	736	298	20	62	4286		33		1	20	417	3594	12		1	80	593	56	3528	296	3358		64	50	1	90	3560			28	107	42
ISL	25492	4	30	24			30			20	4	1	75	109	5	3	1		2	21	92	2		2		12	83		67			106	1		40	3	3	216						68	335			110				6	2	81	25		4	122		2	2637	1	2	13	20	22	6	2	2	81	47	320		1	153	355				6	12	1387	32		18	53				30	11		17	4		24	110		213	93	27	32	68		26	165	13	66	12	8	38		2	1		339	25			1		753	94	2	2	19		1	3				7		54		1	18			120	11		28		56	228		43	4		46			921		20		4	1	3	56	1056	5895	358	1	2	16	7		137	406	1									3	10	466		12	13		120	21	1	1	65		224	134					1716	111	17	4	21	822		2		1	3	14	49	1			14	118	2	918	16	1606		7	4		25	355			1	6	9
IRL	589046	173	347	688		3	561	2	3	382	62	8	5846	634	59	31	96	2413	22	714	1321	3	39	66	8	21	749	93	7146	2	19	1642	11	56	5	13	405	4461		29	9	12		165	10704	1610				2058		13	155	591	96		240	5096	153	60	807	2	2	12	46	622	31		45	2297	180	4	5	17	844	9213		2	5	66	299	11805	588	45	505	2	17			145	59	2	34	5		14	5545	45	13821	149	520	529			256	6259	139	618	131	302	563		235	37	39	16717	155	45	125	513	3	29282	123	14	88	3430	3	34	299			9	1969		356		8	371		2	319	46	76	44		159	4163	8	2051	19	150	17533			356	57	6971		19	15	31	148	11553	90158	1860		40	225	2814		13632	5108	93	8	3	8		3	15			502	26		13	229	252		9193	160	3	620	7504		6314	278	79	688	14	25	1633	646	133	25	765	626	4	133		2	131	117	572	5	2		175	3627	235	207764	147	25210		65	108	2	149	742		2	36	397	2459
IMN	41475												258																									167					232																																																												1955																																														76																																												485																											36200		223											
LVA	376725	24	7	14			2	4		21	1010		131	124	2806			6	1	67044	72						4		27			297			1		1	119			1			3	281			7		1			2	7	64		12	215	14		222					26				3803					226	232					1850	3723			23												267	24	89	3	34	8	399		81	189		12	7	7993	1		2	1124			44			4		24365	7			9		2	6						28			155			8					8	89		12			10			123		34				1	7	3	1397	27			27	2261		191	201748										1		3		2	4		36	7		2	8	2	107	26		1			331	58	15	754		7					1	1	66	831			2	47145	5	803		603		3	2641		23	8					3
LTU	201209	31								74	729		33	54	1271					52280	123								72			59						49							105												19	81			236					31				1107					89	280					868	1819			35												123	32			55		794		34	200		20		6388				569		8048	83																					76									85					16			632		50							3467	33				834		130	88849																	25						745						293	37		487									59	356				18521	21	2224		936		24	1480			52					
NOR	361144	5071	276	920			241			627	157		1214	1073	188	8	21	558	21	399	995		8		22	338	12605	96	1985		22	1092	15	444	253	224	368	2352				16		5893	5995	918	61	4123		687		219	185	2564	492		114	889	27	145	22182	12		382	478	504	129		1797	632	3057	778		27	6538	3189				887	125	14134	1209		655	214				355	77	13	82	22		69	1514	3656	5861	862	11637	15420	504		613	1561	116	962	148	292	1087		200	53	53	697	1413		854	197	4	1325	105	423	55	369		34	51			10	148		520			42			4350	102	514	72		328	4742		365	124	22	584				26	15225		36		99	792	8015	8303	748	16	21	6576	169		1656	8913	319									239	98			375	458		490	110		12766	841		1841	8235	685	665	21		33148	1555	978	52	1848	7275		67			299	650	9124	42			635	1120	132	14601	653	14507		155	111		261	12108		5	68	254	181
SWE	1125790	8345	691	1992			552			2712	796		2657	5866	713	26	54	3924	107	1099	1458		32		19	2681	54813	61	4457			3962	49	1271	328	383	598	2551			55	39		27811	14006	589		8896		347		273	442	5937	1832		444	622	74	1360	42602	69	45	399	1391	2499	2451	26	5371	9870	11221			44	183685	6530			3	2931	365	41584	1410		10749		42			695	170	94	119	116		274	13600	3876	13593	1926	54470	72553	1468		2002	6597	222	2611	1556	605	1617		1039	244	416	2715	21441	20	737	625		2315	157	81	54	1152	13	61	104			26	142		1526		22	123			5547	245	442	67		240	5922		819	495	17	1444			44773	20	4703		221	25	147	5514	7214	46203	2589		46	9798	219		12748	10951	242			25			23			1023	328		57	514	492		536	821		16045	1567		5606	6228	2145	1041	27	18		2620	16772	121	3391	18277		253		24	252	3207	35853	158			2516	2777	484	17175	1073	15522		2312	964		585	12352			242	305	339
GBR	5926156	36100	7351	16429		39	9467	569	3517	8001	1040	660	108178	18336	1598	1719	4621	170124	18706	2557	22525	1193	398	3357	239	2260	6731	2451	31040	285	3744	24672	147	2999	700	884	6210	70642		892	217	245	14541	5667	147321	87213		17569	95	5608		503	4946	7108	1641		72352	23471	8001	12947	19339	319	6061	877	5440	25881	679	159	11182	4937	10737	310	945	4497	11384	108252		84	229	7039	1707	261429	70045	8716	33317	42	8825			679	1204	1279	19728	220		490	30132	1668	549350	7546	58694	49586	462925	7719	13912	114731	141923	34598	4145	2731	124826	159	8740	546	523	30230	12180	517	2376	11808	26	52001	1460	847	13376	55324	263	232	27600			113	31876		6836		287	917	819	7640	15795	4282	10194	1707	16	26149	48075	119	55844	279	139	133542			14212	2406	380338		557	1005	582	5220	78326	328865	59305		1650	8610	1668	13	41778	25439	3147	2847	5622	8046		6718	226		481	19541	1249	6567	3008	18732	38195		31435	1555	301	67595	159229		64301	90900		13407	326	1080	25452	16618	6191	241	1952	27817	1960	1000		194	20735	4251	68300	379	108		53634	15544	7777		31706	164325	130	1079	1468	130	6053	24711			14104	23215	79861
Southern Europe	11974334	7004	856284	68503	7	4620	174850	14	39	293687	19996	47	45122	38020	1209	138	87	72766	81	21480	74152	56	2236	7	39	101904	869351	33	229171	5	38	182528	8842	967	61873	873	11303	45315		5	514	434	3	59034	229878	138	2521	298225	62	7390	3	3158	20577	396101	95499		23066	18602	305	7718	13023	108	1153	103531	511811	112453	13350	17855	10778	1753	21282	2		71	12241	382901	2	13	797	12409	89993	503345	50872	9	56741	6	543	10	2	5070	13286	30169	146	841	110	9304	17289	974	124741	3858	17859	10031	13982	9	6500	80503	507	13758	6019	29109	3729	8	925	1245	425	3632	10586	20	2420	22375	279	15193	7838	2261	467	966	27	13571	1863	7		9267	10237		42931	149	1126	269	94112	41	882220	76529	394	145	2	1970	55599		1856	4059	851	68575		2	14202	70	108319	109	4151	49	18356	183283	146827	132390	92746	10	659	7245	115126	3	916854	160704	1031	9	11	56	21	74	301	2533	15584	1451	95656	155614	986	3057	815		16315	39246	15	9792	23334		72805	64827	1214	3883	149	408	28467	191569	16213	211	131060	8471	2216	3681	1	19	278	94439	94493	276		160	930	228480	444	315507	1972	108658	8	71105	9390	52	162313	4659	14	2	299	961	2500
ALB	64739																																					1128																																															39315																					11069																																																																																																			664								2441									2953											
AND	50298									494			59								255																							148																	140															4875						401																								349																																			549						260																392		10722																														28450						55	86																		1085		101		105									
BIH	47272													188																																								17930																						152						530															156									128																																	3921																																323	141												14345					3961	2072															2671																												
HRV	579273		165	28						185			1169	3288						47	285					16	416359		148			283						706						106	222			23										877			64					123				13					32	1075						20667			137												1004		34	14	24	41	32		28	2365		28	34	34						24	33			75		22	22												27				3071		15						523		85			15			71							63	38	664	38			14	57		405	652												25928					585	20094			101		123		22	33			434	1851	90		9865								43					377		419		1221					40					23	
GIB	9211																																																																																																																																												1020																																																						2010																									4462													
GRC	1190707	3401	423598	722	7	4	14	14	22	641	11750	47	20467	2267	453	22	25	7361	10	1027	4933	4	9	7	3	21	407	6	2180	5		56513	44	137	24	16	453	12627		5	247	22	3	383	2015	26		397	38	1144	3	33	117	397	284		22208	4110	23	715	867	32	209	374	66	30642	43	1	193	96	2479	2		5	815	6696	2	13	27	48	78132	108685	507	9		6	4	10	2	32	105	4	12	36	4	42	1669	44	8679	356	1613	5303	549	9	698	6159	39	538	822	25878	415		145	386	24	208	2152	1	27	621	8	362	120	137		56	4	24	96			63	46		383		34	10		41	1458	66	21	8		33	3442		502	97	50	2396		2	492	4	21381	102	149	3	69	233	7359	15669	311	10	570	209	8283	3	36759	63706	112	9	4		21	61	233	5	6	446	350	4768	29	219	77		645	120	10	412	6279		1085	860	708	1650	6	18	5459	3657	6597	83	1573	354	114	14	1		14	471	55051	108		44	118	18198	83	15618	401	23058	8	117	6778	39	954	220	14	2	27	242	440
VAT	798																																																																																																																																																																																																																																								
ITA	3954785	3384	360954	19139		75	1807		17	46708	768		12537	13214	404	60	27	60160	36	17026	27739	20	1886		36	8819	18972	27	66536		19	34041	8261	780	5598	807	7462	15908			151	344		8795	137633			27259	24	3336		1009	18946	26910	22561		423	8038	83	4059	2924	56	191	30028	55031	75904	8882	91	10504	887	17983			31	2519	90429			260	1078	6271	137808	40455		13720		12			1367	2587	525	53	466	106	1442	8970	217	89745	2193	11701	2693	2968		3218		260	7707	2982	2196	2345	8	325	703	220	1918	5617	19	1109	19794	85	3113	2713	1740	110	476	23	2339	1533	7		531	10018		6424	13	910	166	4170		355367	586	303	64	2	985	11432		665	806	614	41515			1478	46	54772	7	801	23	1607	81359	114522	80891	5830		41	3913	86725		570087	47776	705		7	17		13	68	2509	59	527	67115	61890	919	1098	388		7134	4763	5	9198	3447		25685	63528	382	1864	36	22	5224	110133	4728	108	58767	6853	62	3273		19	125	91608	15053	125		4	665	117957	195	48310	1195	40484		5048	1835	13	28803	3637			245	517	516
MLT	24560		76	38						14	20		4016	89				13		19	93						122		48			361						1519							259									87			38	48			60					446			19		45				41	203					23	756	13		52												27		228	22	17	57	223		15	1118		28	23		34		16			22	54			755		18				29															147						335		17		19	90			31		97					15	165	97	19				33		351	598										20		472			15		64	32		14	80		56	17	23	16			131	80	179		70	75					17	281	139					145	13	8005		1087			14								28
MNE																																																																																																																																																																																																																																									
PRT	771184		45	212		406	169591			1197	77		1224	454	37			849		526	3205		29			130	44		91614			2831			53008		66	7470						196	6280	112	2521	507		1216			111	89	996		24	189	38	1750	390			51	335	256	53	135		182	21				329	95316			310	68	590	26104	121		157					28	2325	25289					309	31	7355	170	195	49	1039		215	2372	26	300	19	469	130					137	67		29	19	99	247	3683	31	322	43		77	32			35			243				94		1680	74985				272	3666		46			207			312		1395		81		38	247	366	661				101	11135		12468	3993									15388		1341	111		49	27		60	43			11373		15191	19				368	787	14775	31		137	165	2040	51				94	200				44	28315		14299	123	7303		181	432		23744	37					1283
SMR	4218		30							74																			23																																															24																														3714																																																										23							104	27																																														50															
SRB	845120		489	56						52	165		706	7325						141	228						351671		89			1187						641							1845									296465	30		181	538			192					80									35	5640					51	16834	30		957												1884		308	33	68	185	55		114	2013		40	104	102			70				48			391		29	95						56						27				74564		34						787		25						145							52	46	695	40			27	241		3776	3081																	499	11440			148		165		79				1247	2989	128		48899							41	406	30				1334	25	677		1346			83		38					60	29
SVN	197276		46	25						308			314	4863						68	294						72060		31			122					1	355						16	302			11						51403	14			386			28			29		52									11	1451						11173	16		57												328		46	13	29	43	9		28	3707		34	59	10	18					5	19			33		7	27												16						10						292					14					15					19	16	229	18			6	133		181	753												32003					55				26		40						362	1316	27		8038	71						13	39					884		201		614			8		27						
ESP	4107226	219	1099	48283		4135	3438			244014	7216		4630	6332	315	56	35	4383	35	2626	37120	32	312			92918	1888		68502		19	86226	537	50	3243	50	3321	4961			116	68		49390	81322			270028		1694		2116	1403	1532	71614		192	4368	161	1194	8358	20	753	73049	456379	3185	4372	17628	62	575	754			35	8459	177040			200	11215	4926	180349	9730		2136		527			3643	8269	4351	81	339		7820	2869	682	18346	1057	4212	1660	9107		2184	47475	182	5083	1976	420	787		369	156	181	1318	2596		1255	687	87	11395	1178	353	35	362		11131	146			8638	173		35811	136	182	93			521940	892	70	73		680	34862		516	3156	168	24338			11673	20	30659		3120	23	16642	101295	23923	33371	75768		48	2975	8519		292379	39783	214			39				19	131	458	26850		38	1691	308		3279	451		168	1880			403		320	107		14768	56682	4433	20	376	953		343			122	1931	1871	13		112	103	61162	128	222431	253	30491		65654	240		108707	765			27	119	204
MKD	127667		69782																								7828					964																						1288				48								1765																38			210												73									34																																	8292																									90							21	194												16097					33	231																							19250					58															
Western Europe	21890740	122779	25808	1374748	12	1020	31182	150	224	33208	27798	1491	33050	270610	18967	214	513	14663	228	25946	238112	94	20213	131	258	9061	340458	332	130422		714	98963	9844	5529	32767	63813	87886	59542	4496		14921	6984		33903	217295	1632	80	58983	30407	63216	6	3292	82909	259609	18117	61709	3189	351666	4989	85518	40876	6404	7908	29656	16178	71502	3239	425	15812	11668	34789	3		190	29303	396208			18148	6254	24228	817030	47460	54	302089	8	88		1	5738	29623	3040	6769	70590		2215	175670	3151	128596	178385	174436	129523	32673	12	30927	1215064	4057	65293	13819	676514	15861	12	2527	53802	44927	24240	110567	222	6140	6886	2442	34892	31362	109454	524	12093	66	58939	1782			13490	42307		29012	3	16864	3156	46540	18	1179842	2644	2296	697	1	6050	283644		9309	2432	6330	38477			17033	597	75853	1	1530	429	4521	33964	79063	1373712	936406	56	172	49380	24057		524081	1000241	11126	8	187	4449		108	25	298	947	6374	106154	653189	844	11347	8621	22039	64695	51571	17	28536	35598		520161	116830	1350	9405	212419	214	45814	167265	63344	17015	92199	96249	6	35392		56	1856	409844	2148303	4869	1	16	3899	212313	1516	360208	3248	230538	23	6159	31761	684	17804	230625		37	3260	2392	2744
AUT	1136270	6668	2434	998		2	264		6	1178	2360		1926		832	18	16	2117	16	1289	1992	32	62	15	20	394	124345	20	4012		5	12170	94	75	32	741	506	1969			23	10		973	13655	217	13	1214		354		139	166	44600	681		251	42540	2176	542	1098	6	39	2418	511	11518	53	8	81	289	987			14	1236	6935			20	487	2565	158975	1914		3096		12		1	289	234	53	15	49		76	28059	146	10501	940	11986	4273	763		1983	24376	161	2297	579	853	760		196	502	96	625	1425	4	212	356	292	703	590	58	30	373	7	77	85			26	89		1169	1	20	1395	16895		1490	52	55	142	1	454	6556		343	161	25	6563			748	25	3724	1	48	46	177	1306	10718	49475	1333	5	20		1376		45724	23957	164		2	11		8	4	1	2	370	259	150971	34	207	222		21016	15649	11	940	2161		3189	759	214	492	16	19	2747	12223	2568	220	16957	4336		169		6	54	2855	134325	109		10	212	6367	136	8519	122	8550		218	584	6	708	2587			73	88	231
BEL	882031	1196	2078	7396			1621			401	2027		662	2301	394	4	2	781	7	893			357		88	297	1376	10	2804			4126	401	1299	151	213	3430	2530			97	142		1084	6799			1252		839		80	1194	682	520		150	1416	254	14399	3111	200	32	568	1654	858	89	9	44	336	440			6	2863	116072			241	138	814	35004	2493		15472					95	1519	48	22	209		45	2135	158	4824	990	2316	1155	3268		1483	169649	104	3980	246	954	350		6	476	123	420	1278	7	288	112	10	598	4135	342	24	285	1	223	158			430	670		742		7	143	17		77908	30	56	10		579	104871		172	47	405	1796			1284	5	2961		44	3	93	870	3089	19912	26605			318	405		9234	7195	2744							19	10	33	1021	326	13	472	165		1823	367		620	736		41538	255	135	215	101		4194	1948	1170	30	2120	2491		1194				3272	39669	11			141	1848		24478	145	10932		80	787		321	1008			55	106	80
