Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
MWI	221661																																	5410																1438										2277																																							2462																																											55817																															4714																			57	8421																											1504	9794											43640	37861
MUS	19647																	3672			57																	32							5151	21																														1119						118																	5252				24			113		11																1236		49																															82															39													80								412		13	496						51																		415		40											
MYT	63176																																																49545																											7789																																																4755																																																																																																													
MOZ	204830																																		5996																									1709																																							2160																			6895							55058																																1243								5688																												17730																												6526											4673	21168
REU	115076																																																1878																											75927																																																14218									4294	6410																																																																																																			
RWA	432797																																	68762																										201717																																																			2617																																																																																																										93430				43346												
SYC	8997												48					107			27																								279										36																					184						66																	3907	176						73					348													620			17						502													98						81					16						514									48																				36	297		16	500										341											15			216													
SOM	20670																																																																				17		1142																																																																																																																																																																		
SSD																																																																																																																																																																																																																																									
UGA	652968																	150			46													17837				278							429														156	106170	183								4		106					261						244			42														4115							424		213			42707																															31					224										677											183				320	84844																			1828			63			360477																						1256	25623	1006											
TZA	770846						1153																					132						460918				275											551	23777										150345																						901																	7198							536					29010							134							7048								181									36267		571													617																13231												345							3424	659							83																	9484			1015		1204										11845	753
ZMB	252749						98521						148															319						3845			66	177							408					5632										73742						116										62						209	170																4007									113			364														9665			205														842		251								263																					6873										153										2170																								355			1154	5057	662											12444
ZWE	392693																											4134																																																																																																	102611																	145462																																																			19010																											19394												29766	
Middle Africa	1928828			57			281292						12	24							259		36546										3611	36051	8065		55373	545			92737	88204			471					22153			1773		169		8		83	283865	2					44		48990								30789			2796			525	3287		193						7400												12		8	588		17									1661		4281	890								47803				994									369	333		591			198				12687	116317													9696			101				972	90588								9684		28153							50			4240	57555	779			286791			14	168	15					12668				116	8				30111			256		1795										205	
AGO	61329																																		6109							21								703			20							24340																															224																																																			166		591																					9070								527								5329												4172																																							205	
CMR	258737						2571																2414															179			14607	70899								2972										4102								3377								4643			1061			296			193						4605															511													4281									8251																			160				10566	101721																															3172																																					256		823											
CAF	94449												12	24																								215				11609															8			19930	2					44										11091																											12			77																						349																			38																									158									85									50			61					22623			14	168						10					8									635											
TCD	352062																																				25156				63510									580										209																719			237																																									890																															2121	2027																																														247525																																			
COG	315238						15550																7171														3570				14620	3338			292										169					230684								500								3260			1000			183																																			369											10715				994																																	455							814	7936										9227																									770														53											
COD	622869						262085																											35964																9470																																																																																																																											82016																					57555				16643																			30111																
GNQ	6588																																				486																																							2776			156																																																																									219																													909														779																																						
GAB	214123			57			572														259		26961										3611	87			26161	151				2337			179					8428			1753						83	4600								44903								8300						46	3287								2571														8			17									1292											28488													369											12350																101					109								3361		15754										7										15					11888				116										284											
STP	3433						514																												1956																																	210											342																																																															167																							171																																																																				
Northern Africa	1731939	442	349	22420			25		15	218	347		1017	1136	29	13	1134	1234		860	1987		32				322		321		60	60	57	32			110	2863			20822	81928		24	5052			51	4274	1666			1290	90			75	176	90	14091	887	1477			11	42576	758		194208	23	109785				890	26695				26		15007	703	8	3233					8	1510	1090					391		7406	14240	465	71948	83		617	12482		1819	22894	836	6251		12305	55			13620		42	11401				36	25	9570	25	2133				2328			57		294	13			11211	15	11	233			2299		81		392	28907			377	1846	2532						4530	881	40		1494	840	55		694	13028	39									38987	4170		18	247	667		55			111664	719	1440	3726	492	375204	37634			915	1943	33346	663	105	3248						4930	2834	234			26179	858	2874	10053	342	15633			403		30			130960	24163	23	30
DZA	197422																																																																											438						614																		1141		5982				584			1782				944				966			1835						692																																														633										3098										9132					24996	1260					2425																	631		863								130960	1867		
EGY	274001	183	105	771			25		15	218	140		410	526	29	13	350	221		243	489		32				55		114		60	60	57	32			110	552			51	290		24	669			51	791	65			200	90			75	176	90	114	263	323			11		185		462	23	569				217	2487				26		6725	205	8	1112					8	125	81					117		1083	2508	132	9278	83		617	3641		1004	4567	185	120		2605	55			2767		42	4368				36	25	2456	25	188				136			57		71	13			924	15	11	233			864		81		102	706			106	473	538						954	331	40		348	260	55		211	6521	39									7128	370		18	55	125		55			17739	195		361	195	117556	24677			308	1188	6606	113	105	937						681	779	42			76	149	623	2737	127	5257			98		30				4961	23	30
LBY	625212	259	244	2910							207		607	610			784	1013		617	547						267		207									2311				696			2493				3483	326			483							352	624	1154				17029	573		1607		1484				673	4075						5699	498		2121							252					274		3926	10591	333	55518				5424		815	16545	651	271		8756				8972									6422		274				290					223				3972						1435				290	2311			271	1373	1994						3576	550			1146	580			483	5874										28761	908			192	542					84755	524	1440	588	297	231990	11697			607	755	22509	550		2311						2501	2055	192				709	2251	5863	215	8015			305						17335		
MAR	54379			9103																	951																													1275																1260										14916						977									668											1162				1285											915			797												1080																																																			1224												2777								1388									1748								822		1239											
SDN	541994																																								20771	80942			1890															13625						23620			192139		107732																												2397												5860									2676								1171																								25762																																								38																									26103																
TUN	35040			9577																																																	607													667										4577						992																				8				1548														1725								220				414									6315											128																															357														662						418																			259											
ESH	3891			59																																																																								202															717	757																																				280				408																																																			1311																																																		
Southern Africa	1439426	92	81	725			60257		487	1227	66		4382	3304		52	133	1289	15	119	4130		258	30		81	101	21603	2009	11	11	1981	74	3799			1347	3242			59			365	17207	800		294	97	10958			605	496	1466		2435	1067	174	20420	1571					2470			284	72	1777			23	403	4309			155	90		38156	3539	27	4474					45	95	15	28					16	25962	698	381	82	6424		2327	12727	96	985	28		9690		45	18	16	208	507	136064	401	118		199	58	572	33695	451	28	53	169				5380		142		13				538	231843	107	53250	11	63	10871		1615	54	10	9640	10	13	835	16	5721		29	29	59	101	999	5058	23182			862		166	834	2155	2797	112	13							307	1400	1921	536	416	451		209			9414	43191		1079	1518	48	1710		38070	479	1419	58		60	511					13	57	597				3976	2154	89	153893	7635	10230		57			149	80			41	38030	253681
BWA	88829						1992						225																									210							2262															1903	200																					653																	5090				364			317					395							1829						359	2579								1056									665		1036			370					422			227		374								270																				147								20917			1029				391	254																902			3600	1666	507										7203	17752
LSO	6290																											104																	116																																						86																219																										36																	23		4													219																																				2492							36																	132				82	86										67	67
NAM	106274	45		503			38464		487	52	66		557	633		52	51	34			191		162					683	555			32	74	404			123	196						34	3224					1160			32		706			79	105	3304	118					181					219				82	557				90		9406	149								56								700	94	32		63		113	856		118			1152						48	131		37			45		383								111									143					536		52			1020			56		173						256	175	450			37			32	472	372										32		59	170						97	8802		357			207		204	105	445				77							37				500	267		1783	1140	1090										3139	14995
ZAF	1210936	47	81	222			19714			1175			3570	2671			82	1255	15	119	3939		96	30		81	101	20747	1454	11	11	1949		3247			1224	2821			59			331	11605	800		294	97	9749			573	496	760		2435	988	69	15102	1253					2289			284	72	1538			23	321	3752			155			28097	3304	27	4474					45	39	15	28					16	19953	604	349	82	5997		2214	11554	96	867	28		8143		45	18	16	208	459	133937	372	81		199	13	213	30697	451	28	53	169				4213		142		13				538	220867	107	52210	11	63	9965		1550	54	10	8198	10	13	552	16	4955		29	29	59	101	743	4883	22462			825		166	802	1683	2341	112	13							307	1368	1921	330	246	451		209			9254			722	489	48	1503		37439	120	974	58		60	434					13	57	560				2403	1887	89	148510	4747	8357		57			149	80			41	27621	220867
SWZ	27097						87						30															69						148				15												49										111											20																																															167	29																							10145							13																								84																			63	10980																								39					190											
Western Africa	5616321			7854			1554			73			27								230		429551						1055				1288295		910		26267	672			1359	25355			1419					17244			563192		474				4	604						255		71			25					25078			18169	15091		1431	320777								304085	46403							1634			84			38	705		92			13		31				5755		292329	4250			7					667741				72211			5						3802	51					394				264178	152920					73					4	31	53	2031			394				1256	1829								2724	1784	200051			81300							309		813	24	149	541			488	248	216				13	310050				245						84	68	2962	10	5416	54										
BEN	171499																																6952									489								1335			9604																							1256							7137																																													902																							52954	31171																																																								33628																									
BFA	596972																						3540																														458125																														27293																																													37118																							10807	4380																															3417																									13040																									
CPV	12700						1283			7											17								203																37								11		99																					183			13	9		53	67								249	2984														349		3															7					11							5							51					59					395										4			1023							382									2698		1025			23									94							21					13											34		40		307	54										
CIV	2010824																						51984										1162273		280																																													361			52935								101514	315																											58220	3961								363010				8241																			48659	35940																															19599			633																						41721																									
GMB	181905																																																																																										38128	11643																											968									8737				3076																																																			111877			2201																																															
GHA	304436			11									27										14044						11				65321				96	231				13			190								25762							25						32					25					183				30											115								712						38	193		46			13						823		50459									5631				14															205				6629	23321					73						31	53								73	420										83			3354										24		28				163	58					86196												1524	10	685											
GIN	229611																				116		1327						139				650		54			167							116								7307		375																					927				457												4194																39											98658									35367				870																			786	513													206			313				298										250	5495			27115									511								20					1354										50				550											
GNB	20736																																		549			56																																						108				1472											4813																												878													545																																	802																		9265			863																																				303											
LBR	87188																						32										223					107															7592																							128				504		404	6646								25289	987							546							109											1852											1186																			130				491	2713																															216			26426									124						488	64						227												499		1236											
MLI	256797			2260			271																2118										22190				2313				1105				307					15735			48527																							9575			17459	2323			9745								16303																												2292													5499																			4693	6216																				374											8533			4800																						3493														907											
MRT	58119			1614						66											60		545						158								388	50				51			157								290							64						223													84				205								3068	1188										84				54							31				117			137								7547													339										149																	69				60										302	38053												84		149						138					139				245							68			108											
NER	124461			446																			17388										18763				404					733											1167																														1631																																					152								43840																								18873																															1115															513										9419																									
NGA	969294																						284523														21738					23582																																									179756																																				16603									130115																							91126																																			3292																						119390																									
SHN	487																																																																																																																																																																																																88																											332													
SEN	238298			3523																			3034						544								852																2362																							11647				4335		733	1500								43297	24985																									927											28788				53740									3463										1421	712																														1232				12523																						1405														672											
SLE	149615																						242										32		2			35							260								68						4																					4873		124	1214								69090	21							376									4									2036		64137									1815				131																			149	1967																12				69											684										221															38												567		469											
TGO	203379																				37		50774										11891		25		476	26			254	487			352					174			2377							515								71								1071			613	727		117	32648								2219	86																											114									3674				95																			46314	26719																					1409								26		689			70																																				179											
ASIA	53243730	3522203	3846	38784			2042			38513	210261	54	53479	21719	491452		42883	5312615		135807	15284		6		115866	436	2437	6	302831	72	33538	487160		3	8	403647	38	57066			10	5836		3295	3973557	190400	95834	2444		449		78	8	314	184		10327	1621	59693	494	6871	3		7	395	1425069	7		13616	2584	156765			197	3469	75808					129350	505423	2026	3	83565			45	854	223				21		3	15770	109	6708168	2332448	107414	883137	2928		85463	16120	10	83391	309007	84924	3135		62100	29871	617620	8484	115995			26419		15274	50	6	6	1101497	956		63			317	342		4327			9295			170541	7	1703297	3		1049673	35836		13389	7	30	12626			17397	11062	2881550	959	13	301	6	64993	1198146	105939	3393	46	11670	741704	35637		137517	3873717	2									56983	70	1789	18	3	93198		435	150		101896	16008	9630	6378	617538	2624950	373927	109	73	9057	17219	600227	60484	138351	209975	80055				10	35443	125896	10409			819	634395	68908	222721	310	318008	24	5745	394663		600	276857			557852	884	203
Central Asia	5238699	12636		133							26135			66	78557					106703											25	3570						51							2240														53408		134									1788					187						8437	198245			6570														630		4697	65								58536				22342		2295						7583																									52		112		24					38	108							29090				27190	14997		634	3611252																														54		28567									41166	3661				464254		321		280	24		329304			152				25	
KAZ	3102962										7657				40508					57891												3570													1811														51580											932											2742	182830			6570																													5639		932						3673																																										24471				26725	10088			2122379																																13244									39266	879				283038							216537								
KGZ	312897										3635				7087					15285																									379														1669											856					187						5017	3899																												19819						1363						3910																																										4580				465	4106		634	172466																																3107									1108	1516				41787							12914			152					
TJK	280444	12636		133							199			66	173					694											25							51							50														159		134																				678	137																	630		1221	65								857				11502																																	52		112		24					38	108							39					803			238677																														54											792	456				1233		321		280	24		7688							25	
TKM	213051										7605				8285					4197																																																														2017																			3476									19694																																																														67643																																														5233							92165								
UZB	1329345										7039				22504					28636																																																														9362																												18166				5201																																																										1010087																																12216										810				132963															
Eastern Asia	6229524									3000			23949	545				20619			657								278646			7				7079		38760							3219530	136880	81937											10	271		471					1503									577	12026						8613	1776														4		47512	195977	4566		1632			3164		32736		1410				635	2											27275									1845			9085					1976			12908	1956		6358			3217			392		24907					62646	396470	929	2254			692167				15354															11274		3				830		2161	21673					1465	1692			8	81980							148							40816		116715		3	9811			117827					
CHN	678947												4153					3193											59028									6856								118990	16943																																																				7126	31573								5424																		4871																															3499					10713	58059					148413				2355																								4319										12071														7238		21277						22324					
HKG	2721235												8195					400																				14797							2070537		64994																													1978						1778																	16228	121316			627			579		12786																		13766																				8413	919		2026								6809						106282		98			4355				79															8905								362	705						655				17299														15924		13370						9852					
MAC	279308																																												230183	17762																																																																																																																					8769		1717																																									1016																											
PRK	40097												155					118											2163									255							22740	128																																																					274	1124								179																		164																															131					401	2214					4697				102																								136										440														249		792						682					
JPN	2012916									3000			9202	537				9597			657								217455							2531		9427							648120																471					1503									565	8545						5632	1776																21219	23481	4566		1001			2576																				7889									1845												1037		3065			2574			392		9714					51532	198241	922	439			533836				7370															2369								1799	8580					1465	1027				38934														15133		47789						39408					
MNG	11475												91	8																		7						74							4992													10	271																12	37						98															4		56				4			9		229		384					2																																										15						82	7				866				2740																	3													10			8								148							75		447		3				112					
KOR	485546												2153					7311																		4548		7351							242958																															1466						1105																	2609	18483								14118		1026				635												585												9085					1976			4495			1267			643					4739						22823									2708																					830			7933										12220														2197		33040			9811			45449					
Southern Asia	13722011	3273685									718		1080	17	1124		24786	3605058							115866				12165		28695					16015		2073							175428												122				30					90								194	29	1564						2902			44									18					2683317	124889	4360	98966			26	2875		12723	134	2491	2691		7721		71878		366			19						205012	956						335										292448			639398	16		86			730			11726	161	1306514						540		183		134	322				1596										5695			12		13461						127		17	182826					120	245	35	28460		9450							1165	297			806		14363	33560		41078			1422			22793				768	
AFG	87300																																																																																																																																																												37163																																															28460																					1422								
BGD	1166700																24592												12165							16015									145405																																																						27687	123383								11317							71878											190436																	232693			24995									11669																																8316																			9181														27337		37560						22153					
BTN	40279												21					41																				29							714																30															24						21																	35256							10		100																																			27			565	16		19								17						15					26																			14									26					18	19				48														28		107											
IND	5923642	9140											750					3584076							7513						28695							1856							8034																													194		1291						2427																		926	1928	564						810		2491	2691		6872													14063	225						335										57177			613671						730					1250307								177							1524										5060					4780									175411																	119				806		13547	5500		3077						640				768	
IRN	2568930	2171005									718				1124																																																																																							98094																																																							16288																																																								1024	297																			
MDV	45045												56	17				20163																				66																												27										81						176																	13773							294		86									8									60																							13								104						525																								55									6929					26	84				87														101		32											
NPL	679457																	452							108240																				19775																																																						513955																																																										2153																																							76																																					
PAK	3171132	1093477																																											347																																																						2068147	423	2381	289																																									2551																																																					384																																					
LKA	39526	63											253				194	326							113													122							1153												122									63									29	168						278			44									18					24499	157	51	19			26	2571		410	134				849				358			19						453	731																			167			54						57	161	482								6		134	296				72										635			12		296						127		17						76	142	35			134							22						816	594		302											
South-Eastern Asia	6522343	886	471	437			2042			531	114	54	20328	1341			6783	238894			686					429			3547		4771				8	380553		6220						87	552553	53397	13897	45		449		23	8		107				5816	9	1181				389	271									348	2101						3631	8		198				854	223							101	46	231720	888711	805	389	171		449	1439		35774	6041		222		45		545737		113			3196						868429									84								1279367			130968	4213		6381			259			1660	346	101115	959		301		414	107574	60	699	43	101	21362			124	110	2									2567					68251					596	689		67	20511	8	18	106		731	1199	1554			109092	80055					195	746						366	56704		51382						136014					
BRN	98441												493					1182																											1969	493																																																					2953	5907								196																		46267																				5120	295		196								787						12895					147																			1477									1182										13782														1969		147											
KHM	114031												179																									66							2340	179													66																	424						59																	146	162						23		192							400											265																	80			69	46										63						235					86				46															189									73										47494														142		301						56174					
IDN	289568												5679																									983							72094																																																						6465									10237	6000											3161						1837																					3187										4457						2305					15679														1858					10537																1533			10085	78666													16969		6654											
LAO	20371												16																							1119									2820																																																																																																		245																																																															1538																						10717					
MYS	1722344	244											3596					182131													4120					7714									26851																																																						95250	775648		316						10825																																			120771			111434			1449								14932						81938					2318																			53856					528				3758										17786														6672								61261					
MMR	83025																	1154																											38118																																																						29680																																																										3371																																																																												
PHL	257468	632	471	437			2042			531	114	54	1939	1341			6783	610			686					429			3355		651				8	150		1515						87	71566	216		45		449		23							4883	1	684				389	271									348	295						1325	8		198				854	223							101	46	3749	3813	789	19	171		449	825		5057	41		222		45		430		113			35						255									84								269			498	185		84			259			951	346	997	959		301		414		60	66	43	101	1478			124	64										709					186						689		67	122		18	106		97	298	21			97	1389					195	746						366	27198		29119						486					
SGP	1710594												6466					47991																				2339							299651	52509	13897																																																				83963	91090																										818337																							2514								73468						8195																																	6850										10010																9340											
THA	2163447	10											1402					1567																		369213		773							33311								8							8	497															1237						2247																	8371	564	16	54				591		8458							539966											1209																	1150168			12472	500		1963						709		2462						1195		306			1015					2														713					68				8375	8				634	901																		951		3939						7172					
TLS	11286												522					130											192																1172										107																																													5666																										169																							175								240						731		327																						73																			152																70						204					
VNM	51768												36					4129																		2357		544							2661														867																	145																							1143	5861								809							4941											90																	7834			1375											338						80					639																			1220									151										8148														2803		1812											
Western Asia	21531153	234996	3375	38214						34982	183294		8122	19750	411771		11314	1448044		29104	13941		6			7	2437	6	8473	72	47	483583		3			38	9962			10	5836		3208	23806	123		2399				55		314	77		10205	1611	198	485	5055	3		7	6	1423205	7		13616	796	156765			3	2328	60117					120913	292032	242	3	76753			45						3		3	15665	63	3744989	1122871	92986	783717	1125		84988	8642	10	2158	302832	22487	222		54334	6894	3	6189	115516			23204		7691	50	6	6	781			63			317	7		2398			210			170541	7	129506	3		266399	29599		452	7	6	8420			3619	10517	1448906		13		6	1933	693562	75860	257	3	11435	663	20640		136759	245405										48721	70	1789	6	3	212		432	150		101300	14362	9630	4133	392528	2624942	373909	3	73	6741	14029	598638	3457	138343	9453					10	35248	82671	6451			13	170141	54179	91320	310	108553		5742	54126		600	71			557852	91	203
ARM	469119														376174					492																																																													30942	507			1372																7411									604							867																																																							13469																															2476										1502	630				1990							883								
AZE	302220	213									170050									525																																																		556											58561	327																			1752									4147				2927																																																							324			32933																																285									2429	1975				3225							19501								
BHR	404018	392																49900																								256																								41784			926		565					693																							157081	14859									7772				3223				1808																								439					1066	169					631					46931						24672				99															291										512		829		6038	2795	6869					2743			591						281	1984						3429	1602		771									10111		
CYP	117165	6	185	24						56	782		1983	236	24		72	433		226	174		6			7	45	6	39		3	4097		3			38	1002			10			32	1065			84				3		56	24			449	22	455	112	3		7	6	3451	7		3	19	54			3	329	610					10173	1729	56	3	15780									3		3	230	22	1830	115	801	209	517		255	321	10	56	294	158	56		155	16	3	109	1832			152		62	7	6	6	30			22				7		42						42	7	30	3		38	321		62	7	6	203			133	42	346		13		6	22	4796	471	42	3	7	6	626		3599	8655										155	6	1686	6	3	22		91	10		7	3305		104	6573	241	346	3		607	251	2168	6	13	174					10	24	407	7			13	2181	101	24227	97	2116		3	49		42	42			10	91	203
GEO	72311	39	10	17						15	11654			24	5490					1006	21											213													70										12			32												113					11	38						576			151												46		30		113				30	17				1568				229		189	9					194																27								17	11										81					20		166					442		202	33888																							18							14		137									432	187				11120		32		101			699								
IRQ	132915	308																																																																14186			796																														229		17396								10208				395				1503															197									578																673															269										665										409		291			29507	3745					6119									308	17331						284												1976		
ISR	1889503	2610		36950						34777			2882	5525	13969					26567	5219								7919			17611						7019						3134	747			2226													1625					21399					67189				384	33850					14988	24742			2495												13609		18334		50950	70291				5035				11179				2037		5829	5468			17977		7185													2209						161576						4864															1840		71802					16945		112577	135827																					10671		2317						856	3461	10017	2774								29309	29236	1699				146749		19593		68622		5697	25379		465				32787		
JOR	2325414	72		602							46		438	204			745	17487			127						107		186		44	88						572				46			16235	68		44						45			231	42	148		88					188554			131		134					693						1255	48		109												1028		8892	18257	166	268747	92		2752	541		181		36			1318				3221			1707						497						120									1048		42			318	350		112			46			76	1116	5704						6736	143			392	166	64		476	1045										8823		103					40			132	103	485	534	21878	1611803	3939			158	350	104791		155	181						455	1798					694	366	1417		4587					55				4173		
KWT	1333327	1316															537	175015																								858																								128020			3107		2188					1425																							485847	52859									24519								4455																								1573					1397	640					1144					162363						76327				141															1087										2083				20373	9376	30751					10880			1800						948	7905						13635	6443		2772									35975		
LBN	756784																183	3717																											3994																					114723										171						309															253		1890	4491		84380			677				793				324							420																					258															275	1403						1657									258										2170												119		5382	498778	969					23419										442					171		349		1129									1026		
OMN	666160																366	92947																																																27249										972																							373411	19887		2983							8331				247																																		594										70569						10324				127															714														9913		7816																					7711	4061													
QAT	646026	620															275	75689																								2582																								48490			1083		982					585																							193404	64612									14466				5450				3211																								976					23647	323					909					51773						54268																			7059										655		1155		12231	5408	9065					3279			1725						423	3053						18041	2433		1149									15725		
SAU	6501819	216261																623564																																																465079					79371																												1216549	825998		5363							117432								74411																										129398			231098											724160						311603																																	260909		232539					397826																												372063		
PSE	266617																8305																																																	17871																																							78664				54528				16611				2789																																							9060											9815															21144																					4852									708							10570			7978									1450		
SYR	876410	626																																																																																																				336344																																																																																										1126					440091	221																																			
