Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
BGD	1500921																30877												15274							20109									166646																																																						35250	156500								14090							90253											208406																	239742			39988									14651																																9811																			10799														34266		47103						28176					
BTN	52296												27					53																				37							927																38															30						27																	45788							13		129																																			34			733	20		24								22						19					33																			18									33					23	24				62														36		139											
IND	5188550	8005											656					3139311							6580						25134							1625							7035																													170		1130						2125																		811	1688	493						708		2181	2356		6019													12317	197						293										50081			537517						639					1095149								154							1334										4431					4186									153643																	103				704		11866	4817		2694						560				673	
IRN	2699155	2324884									2454				11886																																																																																							84667																																																							28117																																																								2422	4851																			
MDV	67026												81	23				38620																				98																												38										119						260																	13936							171		113									10									105																							17								315						948																								80									7062					37	123				311														107		45											
NPL	502670																	229							28334																				20021																																																						440198																																																										1250																																							45																																					
PAK	3398154	1515738																																											312																																																						1873650	382	2154	235																																									2303																																																					541																																					
LKA	40018	132											475				403	674							233													252							2482												252									131									61	301						561			90									37					10814	324	104	40			55	5170		849	277				1755				741			40						925	1409																			344			111						117	332	829								33		276	611				150										1417			25		612						263		35						130	291	73			277							45						1689	1193		613											
South-Eastern Asia	9873600	1766	119	476			78			152	139	64	33850	518			114	461224			549					36			372		6288				135	699738		15116						95	717211	64839	22903	128		545		40	16		114				7548	49	1114				473	166					2				115	3095						6310	35		157				1039	35							251	54	354596	1285175	618	746	444		633	2430		60979	12434		54		176		930886		138		1	2364						1214912									149								2155884			228820	8662		8892			198			1412	420	176852	35		61		114	140403	113	954	52	123	46332			36	99	4									3072					109411					1120	838		1346	27374	15	64	128		1341	2032	2378			114380	23190	2				585	907						444	52054		74654						154232					1
BRN	108612												544					1304																											2172	544																																																					3257	6517								215																		51048																				5649	324		215								867						14227					161																			1629									1304										15207														2172		161											
KHM	76329												119																									43							1566	119													43																	283						39																	98	108						15		128							268											177																	53			46	30										42						156					57				30															126									48										31791														94		201						37601					
IDN	345930												11094																									2193							73971																																																						12252									19345	12252											2315						2315																					7110										8412						4117					32677														2315					23045																2315			23045	23045													32026		12355											
LAO	45466												52																							3568									13951																																																																																																		259																																																															3428																						19716					
MYS	2703629	507											5416					365600													6204					14409									10575																																																						135352	1091841		589						16778																																			308337			209121			2183								27395						103766					3492																			81109					986				6766										8448														10049								89017					
MMR	74660																	1042																											34276																																																						26688																																																										3029																																																																												
PHL	218530	1258	119	476			78			152	139	64	4118	518			114	162			549					36			167		84				135	40		5740						95	37083	264		128		545		40							5934	33	455				473	166									115	1241						3905	35		157				1039	35							251	54	10973	3407	604	73	444		633	1785		14181	182		54		176		296		138			49						817									149								434			70	498		395			198			673	420	514	35		61		114		113	61	52	123	7123			36	69										756					845						838		1346	177		63	128		624	1065	63			350	145					585	906						444	4416		36683						425					
SGP	2623404												10446					83279																				4847							462632	63912	22903																																																				154788	168355																										1158890																							4061								133306						15874																																	11066										19873																17699											
THA	3588873	1											1457					1445																		680686		773							76595								16							16	659										2					1357						2366																	9162	690	14	84				630		8406							923050				1							1352																	1835106			11514	700		1852						739		2415						1349		545			935					4									1					750					134				7931	15	1			717	967						2					1							2128		4174						7255					1
TLS	12063												566					138											205																1249										114																																													6040																										180																							186								255						796		348																						77																			161																74						218					
VNM	76104												38					8254																		1035		1520							3141														1571																	214																							2026	8217								1926							7272											133																	11695			2420											617						118					1887																			1830									82										12077														1169		3307											
Western Asia	42891019	469791	4235	45718						38640	160519		10105	22468	126541		14242	3119399		25128	16601		9			11	2939	9	9284	88	28	593670		4			61	11560			15	7513		3402	27778	104		2904				66		375	98		12459	2120	151	817	6088	4		11	9	2765248	11		28990	758	250236			4	2820	89944					124130	352938	285	4	99959			54						4		4	13959	83	8934578	2114947	96745	671884	1516		68107	9308	15	2563	568705	25585	292		96252	7560	4	4285	223040			42663		4386	62	9	9	642			83			272	11		2783			252			174783	11	242623	4		665701	37768		503	11	9	27355			4471	10169	3072268		20		9	2494	1574772	62890	331	4	14322	708	15202		132001	235711										45888	85	2767	9	4	266		537	187		299093	17150	20658	3767	752755	3283097	692582	4	89	8064	16676	6259638	2564	170915	20398					15	33805	107400	7428			20	158169	69008	138481	416	131398		6274	49811		507	116			1079450	144	326
ARM	190719														87454					327																																																													40794	679			1093																8711									846							912																																																							20528																															2820										579	872				2638							1058								
AZE	259241	182									145693									450																																																		476											50173	279																			1501									3552				2507																																																							277			28215																																244									2080	1691				2763							16707								
BHR	722649	673																80457																								441																								83015			1590		695					2080																							310591	23104									14874				5551				4626																								665					3888	218					2003					76674						49322				355															418										532		871		10099	4793	7719					3124			1189						480	2227						4147	1700		1149									15397		
CYP	188973	9	296	37						88	1256		3187	378	37		115	695		362	279		9			11	72	9	62		4	6585		4			61	1610			15			50	1712			133				4		88	37			721	34	731	180	4		11	9	5547	11		4	29	85			4	528	980					16353	2779	88	4	25366									4		4	368	34	2941	185	1287	335	829		408	514	15	88	471	252	88		248	25	4	175	2945			244		98	11	9	9	47			34				11		67						67	11	47	4		61	514		98	11	9	326			213	67	555		20		9	34	7709	756	67	4	11	9	1005		5785	13912										248	9	2709	9	4	34		144	15		11	5313		167	10566	387	555	4		975	403	3484	9	20	279					15	37	654	11			20	3504	162	39497	154	3401		4	77		67	67			15	144	326
GEO	78218	40	10	17						15	12605			25	5937					1087	22											229													74										12			33												121					11	39						622			162												48		31		121				31	17				1695				246		202	9					208																28								17	11										86					20		178					477		218	36654																							18							14		146									466	200				12027		33		109			754								
IRQ	366568	318																																																																14651			822																														236		14694								10542				407				1552															203									597																695															278										687										422		300			12291	3867					257096									318	17865						293												2041		
ISR	1962123	2476		44553						38372			3185	4939	13195					22548	5845								8711			16222						7931						3302	585			2693													1868					20579					78489				300	40815					9087	23072			3008												12186		18497		51031	66119				5096				13295				2456		3834	6078			16847		3773													2536						159091						4984															2379		57824					10641		101121	111803																					11431		1843						671	3757	9249	1838								22962	27270	2244				131780		21329		77132		6220	21765		363				30107		
JOR	3233553	62		346							25		251	117			428	11715			72						60		105		24	49						328				25			20936	38		24						25			131	23	84		49					132703			74		76					397						721	27		61												591		5956	19060	94	227215	51		1582	310		103		19			757				1852			21680						284						69									602		23			182	200		63			25			43	641	3280						3873	82			224	94	36		272	600										5074		58					22			75	58	278	306	12582	2046650	2265			90	200	668842		88	103						260	1033					398	210	814		2638					31				29763		
KWT	3123431	2908															1413	381669																								1422																								422823			5149		3917					5241																							1157072	108415									54923								12567																								3045					24713	1067					4839					340481						197751				678															2263										3452		1880		39837	15532	49611					23255			4092						1944	13400						26875	10237		5190									70975		
LBN	1939212																109	2994																											2387																					81924										102						184															151		1521	2682		118659			404				473				193							250																					154															164	837						989									154										1296												70		3215	506966	578					1209286										263					102		208		674									613		
OMN	2073292																997	276518																																																77119										2951																							1201995	65305		10734							19108				746																																		1412										218522						40397				430															1869														26268		17724																					16584	10464													
QAT	1721392	1602															779	163386																								522																								166840			1891		1700					1082																							658488	43909									32861				6623				8439																								1465					154340	458					4152					135876						151465																			914										1267		2073		55825	5706	18954					7290			2336						997	5146						9875	3917		2325									35574		
SAU	12185284	435810																1157072																																																871621					148753																												2266216	1548032		5503							217904								139459																										242510			455905											1343737						583985																																	479391		435810					745580																												697296		
PSE	253735																8495																																																	18323																																							62458				55322				16992				3288																																							9269											10040															21626																					4639									595							10812			7771									1456		
SYR	1013818	1826																																																																																																				206944																																																																																										2588					630490	573																																			
TUR	4881966	16072	3929	765						165	940		3482	17009	19918			388		354	10383						2807		406	88		570585						1691						50	2084	66		54				62		262	49		12328	1343	33	86	3991					931				132	177				1981	18955					7723	324602	170		70269			54									615	49	615	211	19299	26460	636		3224	3371		2372	1084	5926	204		337	2326		74	1341			3642		307	51			311			49						180			224			568		43				25894		342			1039			4215	28	1380					61	691	4050	264		35	605	2766		24605	23567										5218	76				232		371	172		2571	348		1433	61	874	472		89	6328	12302	3271533	327	170807	172						610		2410				4957	50	22442	262	16111		50	9450		46	34			118		
ARE	8312524	7813															1906	1044505																								5103																								857947			18440		10538					17302																							3310419	304044									161143				64398				39972																								8529					26595	3010					14971					950145						538590				2549															6275										9284		15186		114911	55608	127057					50463			12227						5602	36417							27840		14898									196095		
YEM	384321																																																																	11225			1020		5806																														7	9915																																																																																										278891					3800	27397					2977																									15					
EUROPE	77895217	335133	1033049	1615454	45	7578	217779	624	3557	396314	663679	4859	255671	450741	909259	2266	6305	386107	17225	1272757	451008	1387	28464	4024	2221	191750	1445428	3917	635731	347	5575	588041	26245	17867	112727	76274	152557	252955	4778	777	18589	9921	16617	158230	1093238	103745	2156	520265	37561	101327	4	11547	140883	699311	205816	502	95105	837614	33974	154055	179188	8365	14229	245120	547669	294659	30168	20930	108769	177134	133013	15761	797	6102	243470	1267994		80	24144	45466	677292	2413327	252575	9959	441535	19555	9031		1	20048	65926	41548	27292	83018	181	48797	468259	33253	1307007	184972	458761	490373	488134	8697	83196	1759935	154807	153099	41051	3958239	183141	168	37660	718697	50541	328707	218891	1215	14441	69984	3939	534579	58269	131318	16431	93279	542	102293	35780	6		29357	99314		120787	136	28181	39761	133390	6499	2561440	83425	24910	4061	29	94875	572090	105	83144	27753	10144	395050		50	131633	4185	867967	192	8958	1628	71408	372012	526835	3852512	1502151	88	4540	114538	883408	10	3143216	6110095	23945	2417	5064	13153		6714	813	2282	19812	50904	271923	821693	29887	47644	62221	23421	332131	113745	328	296725	307606	191	860021	408482	15450	42777	217957	2340	255648	548875	250299	535188	266410	282885	3936	52587		421	24606	591664	2802796	224511	100	651	78791	4792097	19798	1410697	54278	754236	109	96371	1459828	1013	275162	458361	1	434	24615	35849	129669
Eastern Europe	20121711	10065	3237	3737	43		884	103	6	1405	588210	6	3533	24035	869684	13	58	1771	8	1101291	12475	5	191	6	39	288	7806	156	2218	108	1	33790	476	161	66	238	810	8107		3	97	313		506	94949	60		842	89	868		157	243	5743	4088		2900	112418	10717	126	2967	6	2	161	581	4115	37	104	65	73023	671			4	5973	50125			30	39	527287	287215	732	8	25443	2	3			61	454	161	46	10		23	46869	799	13516	744	9459	6224	12086		13713	77599	46	5086	5912	2873854	760	6	885	625219	209	122032	5434	6	47	1498	8	167035	616	150	29	2070	50	234	271	1		13	154		1526		89	28602	506		4064	213	701	169	2	429	11271		610	143	46	3883		50	5110	82	2449		129	10	105	873	1127	66466	2200		162	6723	619447		237592	4163302	70		3	3		6	8	53	2	1031	297	57159		50	191		101495	1615		780	1686		56022	872	2427	699	7	3	5091	6371	12484	502754	7393	1916		27		1	15	3422	34245	214710	3	584	222	3991153	1103	71963	390	42839		353	1389662	23	595	94243	1	31	1432	604	299
BLR	1078652	280		52						101	5705		27	58	13440						35								93			60						154																	43			95	59		198									3230	24				2102						8473	65			107												340		47		48		23		385	23			29	69682				5213		10444	64					17316																167																	60		46							476				28	7578		22	679682												34					26						34						338	28	82	5656									24	5442				224847	22	459		86		27	14729			364			32		
BGR	153803	483	1706	555			10	54	6	178	2252	6	297	781	2963	5	22	865	5	1064	1597	2	45	2	36	27	167	41	171	108	1		19	26	10	19	22	713		3		6		35	1471			49		19		10	10	137	405		1074	1627		22	224	3		41	22	241	8		3	112	80			1	172	1987			16	17	505	5763	20	8	11688	2				6	11	6	5	6		2	550	20	281	55	424	1306	351		652	3582	6	213	289	1689	25	5	150	160	1	239	1008		6	309	2	206	73	2		3	2	1	82	1		3	1		65		12	104	41		127	50		6	2	10	1163		63	47	1	141			265	3	128		10	3	2	36	73	2286	418		27		3162		8524	30950	2						8	6		54	16	4190		2	17		473	117		21	260		6440	12	8	56		3	345	437	2055	205	3777	26				1		142	9867	425	3	2	8	9639	141	8025	19	3204		22	1134	22	49	943	1		74	16	42
CZE	433290	347	286	676			195			111	2228		438	2405	745		16	127	1	4187	468		43	3	3	75	2798	81	329			6709	12	4	11	20	88	590				7		92	5219			165	1	54		30	80	1516	397		86		27	59	288	3	2	34	83	519	11		3	139	78			3	238	2186			2	11	1073	12129	123		529		1			32	76	20	7	4		10	845	29	1010	129	340	477	510		450	2505	11	1477	161	5078	84	1	93	783	29	247	349	2	9	159	1	506	17	29		365	3	30	17			4	29		262		3	5716	34		266	5	61	22		114	2477		123	11	6	537			122		413		26	3	33	182	350	20531	140		6	1112	10740		4250	31228	5			3		1		1	2	66	55	848		11	33		76649	241		37	305		546	105	114	65	7		377	486	592	319	2121	564		13			4	603	1004	164			24	136287	35	4206	21	3643		19	2410	1	91	58039			194	55	39
HUN	503787	1418	271	789			83			392	190		997	9917	256	8	20	73	2	216	2146	3	9	1		52	276	6	774			1416				59	281	2544			6	2		149	18204			238		82		48	43	2110	582		293	1558		45	495			44	152	1496	18		35	163	140				833	4397			12	11	244	31721	141		1289		2			23	40	4	8			11		143	1466	250	2441	1060	1370		1734	5261	29	1697	507	595	112		282	147	57	195	427	4	32	452	5	222	198	35		104		24	96			6	60		536		5	964	66		259	20	14	20		72	3539		191	25	9	1676			1307	27	442		34	4	17	204	322	3406	520		78	1190	257		208490	4055	18		3			5				473	40	41428		37	91		21158	425		663	370		2215	77	78	202			1670	2924	1870	16	214	943		14			11	365	2331				43	50253	352	9392	62	8216		66	163		242	3488			329	20	38
POL	640937	147	130	610			60			285	2205		951	3970	277			104		79534	5467					50	3642		273			1812				26	38	3091						62	1232			128		111		37		823	235		216	4727			934			20	47	473			24	209	45				261	27361					341	79940	37		3246						59		26				1406	515	897	118	241	445	7952		362	10407		534	143	4822	63		201	129		1624	401			251		52841	241			41		31							221		24	337	62		333	27				58	2713		111			399			1600		223		34			117	204		143		25	123	581		2597	39959										183	92	1083					1356	160			399		5049	90		118			1369	1063	615	61	276	102						428	915	56			65	209001	129	36186	71	14320		98	519		75	2924			119	42	107
MDA	140045														964					3259												118																										133																							913	880			78												178								79	239				5079																												90																										203	102						1322	58073																																									180					62728							1035								
ROU	370753		514	171							42			671				131			1453								38			13805					47							32	4909										55		404	182			346			22		138										8536					75	8643	75		6138						64						8469		102		1663	1871	866		2423	50893			158	112							327					15						75							153						170						261					224			346		381				17			224	480				151249			6950											21	7628											39492		94				251	208	9									1400	7992					15698		6870		3793					40	105					
RUS	11651509	5098	234	778	43		511	49		252	527659		543	2955	767881			471		764819	471		94			84	515	28	433			5845	445	131	45	114	334	558			91	152		107	56210	60		206	88	580		32	110	321	2228		716	11264	10631		231				241	1060		104		58792	272				2211	2568					450539	142126	316		1953						204	131					16852	44	5705	163	2013	986	175		3651	1897		1025	816	2562079	451		85	591767	122	89452	968			270		71128	36	84	29	1557	45	73	54				64		204		45	21158	263		1101	111	626	121		175	548		86	60	30	796		50	701	52	728		25		36	277	147	29227	232		26	3723	294522		3913		45							46		219	73				50		1833	350		59	240		1394	588	566	258			475	580	3267	466837	255	217						335	10244	185795		582	82	3272304	355	1742	217	4591		121	1147613		98	13680		31	648	471	73
SVK	184642	159	96	106			25			86	149		280	3278	37					223	838						408		107			2276						457				146		29	1079			56		22				836	143		111	92832			251				36	188				54	32				156	3090					82	4855	20		415												18229	48	154	29	132	79	839		188	2792		140	58	251	25		74	24		140	109			57		139	51						22						85			66	40		54						570		36			110			709		88					57	31	7005	165			547	116		8474	2880										36		1948						322			112		852		39				266	645	237		750	64						149	320					10396	69	5083		2221			47			2187			36		
UKR	4964293	2133									47780				83121					247989												1749													6625																									10324											65042	1093																	3854		2157				3789				3751	224467				26996		19691	1781					24662																			1754																							3108					151242			3309525																									1528						3757	29660									1368	22828								2765			222012			12513					
Northern Europe	13946390	145256	34944	29187		56	15451	478	3280	16009	7351	571	150598	29477	10840	1812	5470	244005	16828	97635	46480	1200	788	3839	1517	9139	102882	3297	85546	239	4757	99380	445	8774	1935	2745	13260	111323		774	269	434	16616	44471	288557	102720	92	46159	143	14722		1659	9160	21579	7306		64920	64483	16053	23885	108960	824	5685	3254	12000	51467	4182	324	61106	84382	44036	15756	797	5695	184978	203877		71	369	17784	8371	454642	122825	9842	83296	19441	8272			2707	3196	2386	19640	675		1316	121861	26686	912300	14769	201741	291245	416712	8681	22978	205430	145165	54539	11439	21763	151023	149	16237	3959	1343	157010	58440	849	5576	18790	74	281837	3209	1645	15068	73717	366	632	30318			378	39880		15171		432	4981	2470	6418	60810	6140	19277	2654	24	78405	108735	105	67707	1721	462	243863			85739	3027	589401		1132	1051	1173	17716	208020	1254279	173889	31	2621	35984	12230	10	312624	439722	6257	2398	4976	8119		6575	249	2	842	37196	3267	24568	3284	34805	49237		109988	4269	307	236009	228159	191	168096	167116	9552	25943	520	1432	158850	28924	119621	2100	25020	127445	1649	2300		296	21825	13596	183148	2126	90	2	70724	112710	13168	458465	47894	286310	109	4129	10869	141	11667	83445		44	18098	30817	122702
Channel Islands	83082																																																																											1998																											3995																																																														13986																																																							59939													
DNK	656789	14064	368	1094		1	181		3	1403	784	6	3462	2193	353	19	104	1245	38	815	2353	7	54		704	530	21492	76	3824		7	6435	115	634	31	272	816	4362			11	17		1848	13377	604		3750	14	866		199	512	937	554		210	1324	443	1136		23	16	187	683	1956	96		375	1721	2450	14137		24	4383	8163			6	745	253	42372	2174		2471	18855	11			275	131	69	116	180		148	4553	9668	11020	1323	16190	25918	1882		1959	7306	199	2204	1394	241	1838	1	1616	55	71	5095	14982	55	199	282	23	10222	576	68	101	982	9	59	115			30	166		1327		18	69	180		6460	239	2060	72		2349	8197		957	219	17	1614			23315	31	14963		94	9	81	1268	12482	37197	1788		102	10526	488		16059	6612	451			9		6	20	2		304	178	2009	20	404	890		1545	386	2	12252	2150		6759	9472		817	34	55	25936	3084	4957	30	3429	14206		169		18	190	1061	39533	17			1700	7880	426	21286	1222	14186		274	320	3	809	12052			190	696	488
EST	192962	10	5	11			1			11	610		55	61	1416			9		11331	103								54			68				2		100						5	177			10		2				10	16		10	58	4		118				5	35					2				2123	187					1415	1211	4		21					5							87	18	98	4	24	7	128		43	260		48	2	3626			4	525		3770	7			2		1774	11												24			46			12					17	113		8			11			131		27					12	14	529	37			16	782		55	137011												10			1		12	5			19		144	6		2			399	36	4	355	2	12						5	76	316				20676	5	463	2	552		2	1038		5	8					4
FRO	5735																												13			14						13							33			30						20							3697										38											22	18			158												251	66	10											15											13																																	185							15	135	70				55			63	31												54									20								79					118						13								103		42											
FIN	343582	4919	390	1031			565			472	118	2	1388	747	150	9	22	2391	13	391	737	2	21	3	3	186	850	17	1574			2322	14	62	13	338	926	2034			2	9		564	11814			1286	3	158		78	162	261	564		211	249	2	1814	1235	7	5	204	247	1325	76	15	171	52454	2419			12		2983			13	782	80	8434	1645		1383					98	102	7	25	13		74	2728	194	6541	570	7083	32778	736		978	2904	93	1658	336	309	1591		154	57	48	1982	687		138	236		1237	120	16	31	533	2	9	45			20	55		928		9	63	4		2536	81	1533	112		2752	1848		261	129	29	2553			2156	13	2562		27	12	27	625	3626	5043	631		18	691	180		3043	14689	533			4		2	3			391	208	171	8	161	238		218	53	5	12776	1027		3120	1183	57	1121		16	42210	1338	1061	56	8963	11553		88		2	45	828	8039	27		2	230	1862	159	7055	659	5951		124	147		240	7347			74	225	111
ISL	41853	21	58	47		2	34			51	10	1	131	135	14	7	1	3	1	45	134		2	3		17	163		158			294	1		35	1	7	288						73	617			191				9	2	182	60		5	322		2	3331	2	5	39	34	33	11	9	7	136	73	315		1	187	635				10	24	1725	70		54	67				39	19		21	12		34	262		318	137	77	48	111		37	312	20	98	14	24	94		3	4		815	35		2	4		1652	146	2	4	37		4	6				5		103		1	19			176	22	1	38		105	310		56	7		86			1070		47		5	4	3	78	1661	12234	644		3	39	28		528	384	4									8	24	313		15	16		266	38	1	6	87		639	170					1988	175	59	2	41	1248		6		1	6	30	79	1			42	307	6	1443	27	2123		9	12		39	659				8	12
IRL	806549	159	319	632		2	516	1	2	351	57	7	7099	843	53	29	88	3475	19	657	1761	2	36	61	7	18	688	86	11068	1	17	2122	9	51	4	11	372	5724		26	8	10		152	13640	2029				2709		11	143	544	89		309	6539	140	55	1053	1	1	10	41	572	29		40	2951	165	3	4	15	1038	11988		1	4	61	274	15452	542	41	684	1	15			134	53	1	31	4		12	8825	40	21255	137	478	487			236	8507	129	568	119	278	518		216	34	36	23796	143	41	115	472	2	41483	167	12	81	4501	2	31	400			8	3474		328		7	342		1	294	41	68	40		146	5355	7	2442	17	138	23546			328	52	9914		17	13	29	136	16467	137131	2673		37	207	4072		21422	7065	86	7	2	7		2	13			461	23		11	210	232		12731	225	2	571	9661		8336	255	72	632	12	22	2008	594	122	22	704	575	3	122		1	119	107	525	4	1		160	4908	216	278040	134	33006		59	98	1	137	682		1	33	365	3331
IMN	45872												376																									208					266																																																												2233																																														96																																												609																											39614		279											
LVA	256889	19	4	13						17	748		134	115	1974			5		44485	93						4		30			436						120						3	185			7						4	45		17	201	10		233					33				2793					224	268					1309	2513			27												197	31	82	1	30	8	617		94	256		11	4	5728	1		1	800			38			4		16418	9			2			7						35			103			8					10	108		10			9			155		28					5	3	1000	41			30	1655		251	132814												4			3		44	8		3	9		158	31					363	73	15	542		9							85	578				34697	6	1111		577			1863		28	7					2
LTU	124706	19								52	526		34	46	800					32093	159								55			65						28							46												25	73			275					44				743					78	260					561	1386			44												89	42			64		1136		30	262		22		4163				352		5174	40																					58									101					22			886		49							2042	45				551		165	54519																	26						510						238	39		304									58	224				11215	21	3026		558		20	879			31					
NOR	798944	14257	1045	1308			522			1168	327		2343	1709	550	21	33	1076	23	1072	1800		29		396	571	14370	127	5573		35	6180	34	1108	421	434	738	3264				24		7140	12064	1096	92	6131		2334		298	352	3670	1039		206	2313	42	264	27205	57		856	815	1161	218		15962	5488	8337	951		43	7349	6769				1248	338	30384	2042		2443	312				479	285	58	93	43		124	4243	8910	12891	1649	17430	23866	1191		883	4276	169	1501	445	964	2099		426	204	107	10389	2004		1006	571	24	38708	144	509	125	882		53	101			62	201		1319			150	435		5970	203	3377	89		1677	9320		680	204	53	1882				58	20886		64		161	1599	22178	98236	3149	31	65	8059	828		13017	18523	666									647	268	4414		556	811		4135	405		29124	1563	191	6617	9989	3598	3365	41		53005	2366	5893	110	2667	19437		120			375	1084	12053	80			1209	4562	437	20827	992	18805		252	512		1148	14859		43	375	579	310
SWE	1747710	31628	2598	3056			750			3188	2704		4034	5838	2968	30	89	7448	114	2865	2518		91		28	4501	58372	111	7425			8858	79	2968	383	618	1375	3637			109	71		28396	29326	607		12051		815		427	992	8549	2755		767	1852	83	3420	42354	336	42	741	2450	6328	2976	45	28947	10422	16897			63	157851	9635			25	4940	1340	50160	2693		16210		40			818	534	143	121	145		365	16722	5709	23505	2457	69866	133414	2594		2641	10893	359	3186	3943	1978	3847		2294	1001	495	7107	26461	57	965	2720		11476	322	120	74	1527	24	140	178			68	191		2497		45	2639	931		9589	333	1528	132		862	10779		1106	813	48	4723			42561	60	11601		296	31	204	7595	12549	86506	3624		178	10813	845		26663	19675	598			35			23			3811	816	10208	67	846	746		1589	1266		61324	2544		10317	7106	5825	3806	44	32		3625	99352	307	6616	39241		367		31	294	5053	46909	237			4243	7406	1797	25558	1719	19740		2183	3653		1199	17282			1516	530	571
GBR	8841717	80160	30157	21995		51	12882	477	3275	9296	1467	555	131542	17790	2562	1697	5133	228353	16620	3881	36822	1189	555	3772	379	3316	6943	2880	55772	238	4698	72586	193	3951	1048	1069	9026	91545		748	139	303	16350	6290	207278	98384		22703	126	7838		637	6997	7402	2184		63160	51552	15329	17194	29459	398	5616	1217	7725	39980	776	255	15604	7674	13655	350	793	5537	11745	160991		70	321	9998	2777	300983	113637	9801	59959	48	8206			859	2072	2108	19233	278		559	84155	1823	836524	8481	90499	74719	402089	8681	16077	170454	144196	45243	5182	4452	141020	148	11523	927	586	98882	14043	696	3151	14499	25	158854	1714	918	14652	65253	329	336	29466			190	35788		8610		352	1492	920	6417	35765	5221	10710	2171	24	70487	72604	98	62091	332	177	209417			14952	2813	529324		629	982	668	6383	138905	874291	147271		2218	5548	2801	10	231358	48399	3919	2391	4974	8064		6565	190		842	31574	1750	7385	3178	32613	46300		89422	1883	297	119953	210470		131496	138904		16200	389	1307	32624	17594	8158	372	2598	41046	1646	1428		243	20796	5415	75791	642	89		63140	19197	10095		43139	190491	109	1206	2347	137	8062	30518			15910	28414	117873
Southern Europe	15957631	13387	958073	80949		6468	164525	10	51	332036	25218		55895	43545	1926	174	128	119831	103	39681	101562	64	3054	7	36	168364	883805	53	345516		54	268543	13101	1265	71363	1466	17430	57910			821	714	1	68467	378654	134	2030	392161	108	7446		4944	29238	382994	168532		22517	25889	408	9735	16909	149	1335	202203	510923	145625	22097	19981	14898	3580	37541			76	16631	469225		9	2395	18885	104364	618684	67871	4	55269	100	644			9712	18505	35146	197	1500	181	44147	27864	1853	192185	6100	22902	9895	21421	4	8109	137530	4546	15587	6449	33331	5994	5	17608	2234	505	7959	12895	54	2925	40019	507	23205	10694	3081	723	1391	43	22135	2464	5		9464	9946		58782	133	1926	1045	92802	76	1147926	73642	559	230	2	5563	70561		2713	22238	1431	91260			19647	122	174272	191	5513	65	62297	305376	198999	203601	131208		1313	9371	217390		1765967	228179	3741	15	5	67		26	509	1983	18504	2283	138994	147981	25595	2659	1234		24074	39768	4	14622	27213		72594	88573	1589	5551	278	662	34709	291109	20676	386	139972	12926	2276	5842		21	409	113531	80870	550		50	1368	387890	2875	438175	2458	136042		83125	12269	92	237575	7315		343	435	1386	2888
ALB	52484																																					913																																															31871																					8973																																																																																																			538								1978									2393											
AND	41039									624			59								196																							196																	102															3670						310																								419																																			430						223																389		10739																														19939						44	73																		963		96		93									
BIH	37100													201																																								12287																						167						532															153									111																																	4229																																390	170												9831					3259	1886															2961																												
HRV	560483		168	54						194			1552	5011						91	365					31	394146		187			296						977						122	434			43										923			99					240				19					37	1713						32879			143												1016		65	26	46	79	51		53	3056		54	66	65						26	63			146		25	30												37				6017		28						787		112			28			110							83	73	717	48			26	110		485	1276												49828					626	19068			197		183		41	64			611	2929	175		9788								83					737		652		1573					53					44	
GIB	11152																																																																																																																																												1003																																																						2088																									5717													
