Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
Southern Europe	4340454	917	154187	17978	3	2138	143098	6	13	75613	12501	41	34881	28846	214	32	8	13416	12	812	38642	12	149	2	18	1924	433078	4	64256	12	1	10578	482	150	38284	54	886	34647		15	73	42	2	21596	42031	57	842	22732	3	1168	5	762	1620	113598	23613		45826	4478	560	1955	10735	6	769	24451	4847	55847	1943	6064	932	261	20271	3		17	4897	242845	2	17	75	2929	36201	234643	26191	12	61047	8	3	20	2	1131	2516	7165	31	219	10	1309	4845	241	15027	1000	23588	7526	7454	18	9408	48143	137	16112	8423	3631	910	21	135	94	103	190	16241	3	667	7141	74	392	3258	305	66	197	9	421	591	4		759	9658		14428	15	247	24	26589	2	306189	74807	77	28		94	39158		889	1121	65	14223		14	4350	42	15275	10	1700	7	1038	32009	85418	59709	47398	18	11	1926	10216	5	50285	40660	323	26	8	4	11	92	15	1073	5607	717	48571	77741	225	751	155		5865	35775	7	11432	9421		69823	21375	465	1232	25	55	16058	84635	9127	23	106119	1230	664	147	3	5	52	72098	56599	40207		32	188	4343	41	171781	479	130766	14	11773	1525	4	57795	1717	884	203	130	228	527
ALB	66013																																					1151																																															40087																					11287																																																																																																			678								2489									3011											
AND	38904									86			36								241																							68																	84															4135						347																								109																																			296						190																146		3957																														27103						54	64																		1043		100		78									
BIH	56000													310																																								21218																						259						816															233									165																																	3727																																624	271												16974					4681	2796															2468																												
HRV	475438									143			694	1265							192						312821		122									473						122																	44															831						5148															1666									2065																																									232		82													53		655																										29943											279	465			12962															182		1187											
GIB	8709																																																																																																																																												2021																																																						2392																									3025													
GRC	618139	621	63963	203	3	6	20	6	12	641	12148	41	19643	3523	171	21	5	7665	6	592	5284	5	5	2	6	9	487	3	1460	12		7509	5	44	32	8	188	14677		15	42	18	2	783	329	30		442		35	5	26	117	466	194		45588	2296	541	657	1836	3	410	218	51	12485	18	2	137	146	3422	3		11	1528	10626	2	17	18	59	36031	26527	633	12		8	2	20	2	41	11	3	14	143	2	62	905	39	5351	195	2645	6631	1042	18	1413	12933	72	1185	2473	3531	480		29	74	6	75	5775	3	35	1123	12	293	146	63		63	8	15	227	2		3	45		379		11	9		2	762	39	42	8		29	5508		567	41	33	1565		14	958	3	5947	8	286	3	72	209	11217	29946	731	18	6	15	9177	5	5983	28345	174	26	6		11	92	2	9	3	532	81		41	436	65		699	104	6	44	1755		2586	1344	389	1141	2	6	3364	2747	6547	15	4152	326		11	3		9	529	34502	40196		20	107	189	17	34223	268	43336	14	56	1284	3	585	713	884	203	69	189	61
VAT	768																																																																																																																																																																																																																																								
ITA	1428221	271	44937	6171		2	304		1	31345	25		8059	16037	6	6		5421	3	93	14298	4	107		12	94	4034	1	25441			446	381	101	6799	41	254	10188			6	17		8674	32172			9633	3	508		92	1324	6648	1444		42	937	1	205	4729	2		9060	997	40045	724	6	779	31	16703			3	462	66902			14	84	11	96165	25093		19876		1			108	103	35	9	38	8	78	698	55	3413	166	19096	176	4114		7287		38	13179	5005	50	134	21	49	3	77	38	9128		4	5450	3	16	929	193	8	67	1	43	257	2		46	9594		4331		154	5	1458		169285	58	28	13		11	17068		88	78	4	11859			159	38	6808	2	143	3	53	12843	65197	24516	6791			630	84		40066	7359	126		2	1			13	1055	9	17	44973	17845	181	91	40		223	1268	1	11363	409		26557	19974	55	47	12	1	5968	43544	527	7	72688	568	10	87		5	21	70813	7575	7			53	206	2	59492	135	63755		678	191	1	9773	636			40	20	30
MLT	15077		16	21						7	11		3435	18				6		3	19						25		27			77						1385							148									18			21	10			12					255			10		25				8	97					12	323	6		11												5		130	11	9	32	47		8	665		15	12		18		8			4	30			435		3				16															83						72		9		10	51			5		54					8	94	20	3				6		76	129										11		101			8		13	6		7	45		11	9	12	8			28	17	101		14	42					9	161	79					30	6	5333		832			7								15
MNE																																																																																																																																																																																																																																									
PRT	435782		11	55		122	141573			303	16		348	113	2			76		38	1464		7			15	13		23722			183			30179		16	4262						55	673	27	842	107		532			27	27	116		5	37	1	472	276			10	65	30	6	16		66	3				91	58434			21	7	40	16069	15		42					7	86	6588					63	9	1939	28	52	16	199		28	985	7	81	3	27	43					20	17		8	2	1	38	1485	10	55	10		12	6			8			62						395	74609				9	1823		13			42			82		250		35		6	59	74	104				21	887		818	680									5581		183	46		12	7		8	8			6464		11027	3				48	216	3766	10		3	18	654	8				15	31				17	3196		6866	48	5467		39	5		14959	5					395
SMR	3310		27							68																			18																																															32																														2986																																																										18							43	7																																														4															
SRB	99269		57	6						5	19		82	860						16	13						42141		5			139						1							216									35548	3		21	63			11					9									3	10					5	31	3		112												221		36	3	7	21	6		13	51		4	12	11			8				5			45		3	11						6						2				9511		3						92		2						1							5	5	81	4			2	28		443	361																	58	1343			3		19		9				146	350	14		6395							4	47	3				156	2	79		157			9		4					6	3
SVN	178077	1	15	4						92			226	4461						16	250						68549		7			65						274			12			7	61			2						48018	2			396			14			3		14									2	1408						8402	5		45												385		11	2	8	12	2		3	4654		8	8	4	5					3	4			8		2	29												5				2646		3						261					2					3					4	3	62	3			1	17		63	171												24825					35				5		128						248	798	1		6720	5						2	5					89		75		734			2		5						
ESP	821605	24	160	11518		2008	1201			42923	282		2358	2259	35	5	3	248	3	54	16881	3	30			1806	643		13454		1	1084	96	5	1274	5	428	2236			13	7		11887	8432			12548		93		644	152	218	21854		149	685	17	621	3729	1	359	15160	3734	1040	1195	6040	6	18	118			3	2803	100111			22	2779	102	80772	436		639					975	2316	539	8	38		1169	587	138	4147	595	1771	638	2044		656	12204	20	1640	910	8	230		41	17	20	50	1282		620	78	58	37	658	39	3	41		351	95			702	19		9649	15	82	10			133341	101	7	7		45	13912		128	1002	18	704			3145	1	2213		1236	1	907	18828	8682	4206	35909		5	1257	17		2145	3120	23			3				9	14	157	3334		3	212	35		110	49		18	740			45		36	11		5755	32884	1927	1	39	271		41			13	574	454	1		12	11	408	14	61463	28	12187		10922	27		32469	363			21	13	23
MKD	95142		45001																								4365					1075																						1437				54								1969																43			235												82									39																																	9247																									101							24	217												17950					38	258																							11417					65															
Western Europe	16250820	53039	13502	815727	1	1254	17833	15	54	21912	14271	567	22820	259919	1796	178	196	9901	140	4011	213757	40	13346	72	380	4793	254949	313	53072		341	49382	5052	2540	26652	73490	43710	42072	2843		8710	3105		29393	103807	2381	120	30694	18874	53475	4	1715	43279	226847	6765	38636	1973	83234	3425	51452	33570	3189	1009	10969	6069	50926	2132	1171	4197	2889	30601	4		247	21830	306962			8411	3944	6070	601744	36702	74	385450	12	57		1	4048	10073	8333	1959	28086		1382	95177	2448	82678	202833	139359	18988	26917	12	23381	1508356	2191	55372	14750	11516	5667	1	1650	743	53568	5562	92022	140	5075	3961	3141	5111	20185	40408	264	8211	41	50352	1708			12098	40726		14626	2	3440	1497	47595	5	1046438	2031	1211	407	1	2531	234236		6379	1666	3062	24280			14359	229	55132	1	993	302	2012	19706	51935	441342	1018061	293	192	44018	3391		244105	125104	5254	1	27	237		119	37	265	230	3373	77698	562352	676	3893	5341	13798	38047	32827	12	13607	19288		703916	95859	1290	3743	156617	101	36292	114239	34845	523	162309	44880	1	18083		168	1077	319408	2188826	345	7	8	2368	32620	507	294948	2705	191517	1	4345	8618	131	8909	185464		15	2251	1298	2583
AUT	793239	4748	1733	711		1	188		4	839	1681		1371		592	13	12	1508	12	918	1418	22	44	10	14	280	92349	15	2857		3	8666	67	53	22	528	360	1402			16	7		693	9703	154	9	864		252		99	118	43774	485		178	30293	1550	386	782	4	28	1722	364	8202	38	6	57	206	703			10	880	4939			14	346	1827	100832	1363		2205		8		1	206	166	38	10	35		54	14405	104	7478	669	8535	3043	544		1412	18566	115	1636	412	608	542		140	357	69	445	1015	3	150	254	208	501	420	42	21	266	5	54	60			19	63		832	1	14	993	12031		1061	37	39	101	1	323	4668		244	115	17	4673			533	17	2651	1	34	33	125	930	7633	33851	949	3	15		980		24968	17059	117		1	8		6	3	1	1	263	184	107506	24	147	158		14965	12724	8	670	1538		2271	540	152	350	11	13	1956	8704	1828	157	12075	3088		120		4	38	2033	88108	77		7	150	4534	97	6067	86	6088		155	415	4	504	1842			52	63	165
BEL	904528	45	1363	10413			647			276	45		353	1010	45	2	2	268	5	581			989		59	247	1966	8	895			909	294	382	128	164	1592	1526			68	94		1178	2683			564		989		60	330	361	144		63	283	391	10944	2320	49	26	592	959	630	68	989	15	79	989			5	505	90212			164	92	1171	26386	1457		20270					1008	627	35	20	242		33	729	128	2419	639	1645	45	1972		1692	242108	90	2808	203	45	242		7	45	105	106	1528	6	204	80	5	109	4600	258	13	190	1	144	246			555	616		828		5	41	1304		135422	21	27	7		45	61047		125	32	989	942			761	1	1647		35	3	62	617	3007	4588	14810			45	173		2261	530	716							16	8	22	717	5417	11	989	145		619	176		989	652		51265	124	13	110	61		1812	2347	699	13	545	1723		989				6112	80005	5			96	2298		21480	106	11241		61	45		204	395			60	81	49
FRA	5897267	3346	3391	788914	1	1233	11499	8	19	10137	6547	10	3931	11675	400	64	55	2198	42	1126	127976	7	11476	53	240	1287	8357	182	20435		33	9404	3831	1344	16358	69234	36846	16520	82		8492	2554		13207	41681	2227	111	15050	18859	48395	4	421	40942	10463	2031		1073	11542	99	32512	6772	3050	744	454	1585	22453	999	144	160	828	3850	4		93	4412				7939	1329	1337	171594	5576	63	13918	12				1614	7816	8060	30	26253		482	13404	396	25817	3852	23359	4614	6702	12	5866	521793	463	18064	940	436	947	1	680	103	50300	1310	38599	10	803	1354	103	1547	8016	38740	77	1901	4	49299	910			11287	38101		6305	1	3282	288	949	5	713987	1048	673	104		707	34420		1221	489	1709	2710			3257	21	15579		358	108	755	7906	7979	135061	781382	290	151	18230	861		31928	21377	3150	1	5	155		93	27	248	127	1246	73801	1898	429	713	1348		2771	3354	4	1485	2397		433748	33041	850	1132	267	8	10606	60882	13644	30	74534	12071	1	14522		164	269	276216	241148	217	7	1	421	7869	266	102335	629	40260	1	2065	303	127	3253	99095		15	911	275	386
DEU	5936181	33279	5211	8493						4499	5581		6205	189349	600			4767		1190	21902		610			1634	108349		11446			27077	563	233		1666	2178	9241				265		6888	19834			4218		351		516	737	150313	2734		328	27873	1277	4459	16667			1012	1252	10932	524		2815	1467	19612				11251	89386			123	1908	1410		20822		337546					583	697			292		438	50833	1239	31877	8819	95723	6844	12186		9659	486516	701	24560	12527	10199	1361			199	2315	3143	45648		2666	1438	35	2386	5470	430		2616		634	246						3437				30932		72631		276			867	116092		916	653	223	13230			6286		26620		207		636	4288	22895	248610	92782			20119	1218		176920	77318	324									1003	1771	428334		1002	725		16278	12999		5957	4059		142457	38618					13195	33253	15330	236	35938	16629		1693			354	27234	1586121	28			1013	16108		103961	816	99835		830	2864		1662	69594			991	303	
LIE	10906													2021							1						297		36			18													28									111				9			16									13					1	66						978			86												6	1					1			806																	8																78								40								6									11	134						2	6												379					18	53					191						22	4128			436								820					3		27		20											
LUX	113795		290	98						38			74	512				29		42	11205						2334		288			42			1148		58	229						56	1017			26						400	23		3	76		94	1263		112	35		25				18					243	14367						12616			636												58	259	187		224		412		40	12479		336								8	34					13				26			13				51		27				2301		125					30	3092		23						171							96	183	722	30614			49			106	377	24										29	4602					69	54			45		1911						456	646			1957	168						114	194					169		2355		1098					25	70					
MCO	20359																																																																											7679																														3886																																																																																																																															
NLD	1182263	9865	181	1764			1727	7	11	1614	43	557	7853	6902	40	24	49	401	37	14	41730		53	9	9	216	131	89	3820		273	827	91	222	7912	261	431	6485	2761		14	28		2655	20779			4915		295		207	177	38	313	38636	124	3382	2	2252	2095	48	33	2403	439	4725	134	9	155	83	3852			6	1130	13064			35	112	32	127898	6020	11	5206		14			165	392	74	1803	271		125	4740	188	7540	186717	5187	1151	3733		2958	14055	392	4076	389	4	999		647		55	128	1682	41	980	199		172	399	68	110	2091		48	106			163	145		658		23	27			114850	216	86	68		206			2833	133	52	1410			1733	175	6717		101		78	1040	3077	9026	7814		15	4145	4		1665	2561	304		21	20		20	7		57	446	303	14216	39	634	2193	13798	14	7		1859	6568		17357	4699		1725	156211	36	2144	4279	2035	61	5	2502		305			225	2632	140494				321	46	20	36211	546	13659		284	4895		1474	7130			66	411	1521
CHE	1392282	1756	1333	5334		20	3772		20	4509	374		3033	48450	119	75	78	730	44	140	9525	11	174		58	1129	41166	19	13295		32	2439	206	306	1084	1637	2245	6669			120	157		4716	8082			5057	15	3193		412	975	21387	1035		204	9776	106	805	3655	38	66	4751	1470	3959	369	23	995	195	1595			133	3408	87249			136	157	293	161440	1464		5583		35			472	375	126	96	993		250	11002	133	7360	2137	4686	3291	1367		1754	208147	430	3892	279	224	1576		176	39	724	422	3516	80	272	636	2790	383	1272	870	43	1121	31	173	127			74	1750		2539		116	148			8362	709	110	127		353	14877		1017	244	72	1315			1612	15	1918		258	158	356	4829	7161	9473	89576		11	1430	155		6255	5876	619			54					37	393	893		173	408	772		3313	3460		2647	4029		54716	18837	275	426	67	44	6101		1309	26	36819	8699		454			191	5067	51936	18			367	1593	124	22512	522	19316		950	96		1787	7338			171	165	462
LATIN AMERICA AND THE CARIBBEAN	7169728	199	503	865		55	5402	1507	6485	181207	1366	5948	3111	13186	5	1722	53	71	5339	680	7876	3935	1	92	16	181677	33	5	195102	2895	2	2646	27	21	59	168	50	25402	1482	104	19	13	102	298628	50447	2465	33	643790	4	102	11	21668	158	3010	59463	3207	136	7015	1292	53	2156		18623	78665	48658	5878	733812	3	25	213	159	2	23	7	820	113808	2787	18	10	11	38	81066	91	40	8910	513	19424	5655	6	102944	5	3	26813	234097	21	42280	10955	56	6528	515	1046	292	1175		9536	515105	13666	106692	1374	13	106		93	4	1475	480	33740	17	9	279	178	2288	267	27	1	185	2	10	65		10725	10	1		43258	10	30	7	241	2014	2449	1077	55	6		14	19354	3	474	263031	13	784	2	8	1118	34	674	1	44568	4	283340	83614	2123	52533	364134	18782	37	19305	1015	862	13648	26172	4	125	10802	11898	52	18629		43	12	1515	144	942		1	89	570	161	1981		34	1109		511661	37	1315	24	19461	3	3644	13573	25914	2	13451	327		4		1	14588	142	4509	3	2090	8	22	6337	46	36143	37	579216	2235	176252	41	211	70221	260	12	1	14	6	29
Caribbean	1056555		242	222			218	1460	6385	4741		5155	171	1166		1659	21		4687		746	157		66	9	600	6		1249	2895		653		3	3	118	3	9718	562	11	6	3	5	3550	5924	104		12014			9	2507			30322	2953		418			84		17883	56254	1668	90	1020				3				48	65257	1974					9545	43		166	195	18873	3564		1419			13672	221177		1788	206		2750	67	73	6	186		276	9529	11250	1741	175	3	17						1382									42			33		6109				4890					2001	21						9828		39	1859	9	405			82		231		2901		61	3425	891	734	1920	14672		620	6	497	183	4782		94	10787	9818	38	18402				24		180				516					298		23957	24	188		2866		380	2716	421		6	52					10514		230		2087			1488		17916	5	272218	2228	1913			21494	124	12			3	7
AIA	2570																																					28																										308																													181														220																																	135																																			426																																													197		215	192										
ATG	12029							17				7	7			5			204			8		9						66								218	4						57										12	10							2442	621		12					1					32	4					45	10				115	46					1660	11		3			32							49	386	2									46														5				3					844							17		3			35					7									30									469	392		478										8					19		5				9				142								356				4					623		1308	295				11						
ABW	14444																																						53						247			1849								438							143	2042																							294						107	320					39								162																																								2096			19												141	217		177													225										125											721														115									425					1144						
BHS	26855								13	8			27	15					234		8	31		34					36	5								730		9				9	67	46		28				10			48						8		35	44	10	9	5									38						161	23		72		28			7			419	10894		7			160	8			55			78	2792	5			6																								21												36		14	9		30			13		15		17			43	64	12	1							4			13	25		20															21		32	24					11	85									278				2080					1964		4247		2			16						
BRB	24024								226				24			55																						668																									451																								565						2557						441								622																																																																					3317		3676																																	1750									2988		1112											
VGB	8035								388				12			14			94																			120																									619	748												12						29											841						20								272										12																							108																										32									1555	274		1046																																	206									440		674											
ANT	38410							168	321	14		4376				44			142																			52							23	58		787							621	2367							1820	8195												58	2										5	61					389	4062					12	59						24	450	76									312																		10												6705		3						2										1328	23									2083	1		39										296							15				2005												23									50		346	52				454						
CYM	9387									4			24	16		59			65		4	111		11					22									426					5					73				88			234	4					6			21											3	12						43					5						61	6		753			45		3		80		4	29	3751	7			11															6									13												12		18	240	9	3					35		43			5	34			15										3		10															12		9							25				17					113									1049	5	1632					11					3	6
CUB	34555		242	103			218			373																128						296						135						393	658			353										406						267	135											328						752				195	180			153				2063			155									492	656										123																		889															595									184			191		211		272					153	4491																							10703																							1367		110		1186					431						
CUW																																																																																																																																																																																																																																									
DMA	2519							7	184			17	3			5			61											31								67							14										5																					29	8					11						14					69	561					10								47										12														52									59							4					18														6									23	102		45																					7				6								111									230		226					11						
DOM	291151							139	266	2642		330	67	965		91	21				490			9	9	363	6		950	12		357		3	3	118	3	3562			6	3		1891	3613			4697			9	1552			6824			12			70		24		950		366								45	2524						5084			94			97		475			45	187210		433	51		287		70	6	51		185	6960	421	1256		3							717									36			33		51				1737						21						578			415		42			67		166		699		61	1991	115	475	160	8767		548	6		30	287		94	76		38					24		180									242		7354		188		103		369	2140	76		6						100		73		3			121		581		9115	472	1625			14235		12				
GRD	4263								22							17			101											8								85																									42																														324														65																																	6																																			9	92		325																																	1647												7				43						
GLP	65944			74																	186								35									197																									5560	3440												31775	732					125											56	12028					80							143											121														5803																318																		186					244						273																							3			89	117																	166		197											
HTI	19084									466				170																								628						333	348			828				274			1203									2406												445						896																								1227		221																											306																											351				1546																													1297							377																				1607		286			2510						
JAM	20475								120							518			418			6																1140														96			1746								107				130																				161			295						157			711																																																			121									73																75	257		176																																	1775									5469		4575											
MTQ	38705			45																	58								16																68																		184	16												29695	1101											3327						1109												37																																																																253						989																											68																	67													
MSR	2013								172																													56																									412	37																													359																																																																																		176			45																																	66									156		173											
PRI	321909									1234																109			185									231						924	339			3399				487			19579								2567	37207	573	69	519									278						2231								487			99	295		435			96						87	483	84	163	175								35																		1907												53			460									1873			703	274	36	68			72																											4542											35					337		42							336		227483	936				1264	124					
KNA	3210								175							5			41											106																																	87																								24						335														62																																	186																																				46		74																																	115												265										
LCA	5305							16	49			8	7			6			324			1		3					5	2								107		2					21										10								96	20							2					31	127					31	10				67	19		2			821						49							7	78	11									4														198				4					14							9		1			6					8		12							7									19			182															4						18				12								325									405		276	9				27						1
VCT	3970								51										303																			143	175																	134							75																								377						209														111																																																																				35	208												87																							837									682		291											
SXM																																																																																																																																																																																																																																									
TTO	50666																		2411																			963							469										40																											137					16589						5140						768								811																																													271											187													1306		11629																																										2157		2430					1337						
TCA	5062															840																						162																										349																														2430																																																																																																																														246		454											
VIR	51970							1113	4398			417							289											2665									330																								3219	533																							463							188													260																																	649																										3974									5828	2533		432																																	2475											14246											
Central America	1829911	52	2	141			43		35	6831	66	29	384	622	2	33	1	66	209	5	1122	2741	1	5	3	2300			3384			221				2	13	5821		76	5		97	6339	13294	1751	2	24583		7		14876	141	121	12150	61	2	364	405	35	377		15	2814	3590	259	730358			2	38			1	60	5731	19		1		10	7694	1	3	518	276	28		5	99965			66	765		38647	435	2	1914	158	202	33	258		2035	6466	1934	3756	130	5	73				3	22	1972			23	3	101	9	2		38	1				3				16078		1	7		3	227	3	33			7	1438		66	257223		120			107	2	89		35764		521	7955	527	2089	431	2138	2	943	3		378	2533	1		1	2	12	1				237	107	32			39		94	39		18	146		31682	1	279	1	13	1	586	2047	654		26	42					122	3	345				8	531		3733	3	232303	6	1789	1		3569	88			13		2
BLZ	30404																																					542							551	47																					6691															45								12650				35		2764			247								445										35																		3025																	30																																																																				306		1901											
CRI	417628	25	2	44			4			1041	6	29	73	80	2	10	1	13	8	5	200	202	1	5	3	269			346			39				2	8	810		8	5		97	1490	252	1504	2	4372		7			2	21	4504		2		21	2	48		3	553	736	19	56257			2	2			1	18	539	6		1		10	1268	1	3	28	7	7		5	1977			20	48		2608	66	2	35	13	81	10	24		123	1408	356	207	8	5	4				3	1	86			12	3	8	9	2		3	1				3				2081		1	7		3	17	3	10			7	381		14	99153		3			42	2	6		8692		58	2225	72	329	57	268	2	148	3		62	519	1		1	2	1	1				6	1				17		20			1	47		1829	1		1	13	1	97	388	9		26	4					26	3	6				8	135		451	3	8586	6	252	1		1030	2					2
SLV	47360									255			33	18				11	64		95	244				73			329									508						380	260	13		386				1558			84									38	155											200						464								8235						15774			18		20		24		177	391	16	40																											2457												71			3893									557		36	246	31		20	109		208				29																							855		75				33	87																		135		8033		120			258						
GTM	264257									285			47									543				67			77									272						271	307			490				758			275									59	120	22	236655									294	13					476				269								26		4768				27	12				58	325		84									27																		5402												83			3726							17		242		72	210	15		14	69		290														27													944		30				27	151	52										16							125		5822		95			113						
HND	270423									145											19	213				112			179									264		68				273	394			409				594			464				48					103	348		114810									109						223								3250				34											68	198	20	106	31																										795												69			142802									190		27	291				98		53				19																							371		116				23	47																		78		2692		51			75						
MEX	695674			47			39			4340	60		116	429				35			730	1415				1519			1682			69					5	3100						2783	1240			4660				2088	139	64	2660			348	336	12	255			522	719	197	301106								35	4190						4560			255					72343				475		1990	290		128	69	58	23	186		1195	3503	116	3096	35		69					21	1542					78				23															186						638		35	3096		69			58		23		25641		290	2981	186	1693	163	1287		128			278	1171										186	23	5			12		69	39			87		24620		2				324	1195	510			35					32		290					250		2273		198230		1113			1460	81					
NIC	41421	27		50					35	185				54		23					52	60				47			138			88						185						144	55			298				5959			896					21	55			65	98		12443				36					139						374								1134				25		10105			12				15			187	39	54	13																										925												117					11							442			221				54		20				387											83									17			557						55	95																80		46		3721		11			146				13		
PAN	62744									580			115	41				7	137		26	64				213			633			25						140						998	10235	187		13968				3919		36	3267	61		16			19		12	1474	1414	21	2396								7	260						284			235		21			376			46	122		638	79		1474	49	31		9		414	454	942	169	43								282			11		15				12									1393						24		23				79		17	4553		7			7		43				38	1781	223	67	177	253		96			38	408					11					18		27			10		5				12		2506		56				27	84	83			3					64		33					66		319		3318		147			487	5					
South America	4283262	147	259	502		55	5141	47	65	169635	1300	764	2556	11398	3	30	31	5	443	675	6008	1037		21	4	178777	27	5	190469		2	1772	27	18	56	48	34	9863	920	17	8	10		288739	31229	610	31	607193	4	95	2	4285	17	2889	16991	193	134	6233	887	18	1695		725	19597	43400	5529	2434	3	25	211	118	2	23	6	712	42820	794	18	9	11	28	63827	47	37	8226	42	523	2091	1	1560	5	3	13075	12155	21	1845	10314	54	1864	290	771	253	731		7225	499110	482	101195	1069	5	16		93	4	1472	458	30386	17	9	256	175	2187	258	25	1	105	1	10	32		4613	10	1		22290	10	29		241	10	2201	1074	22	6		7	8088	3	369	3949	4	259	2	8	929	32	354	1	5903	4	282758	72234	705	49710	361783	1972	35	17742	1006	365	13087	18857	3	31	14	2078	2	226		43	12	1254	37	730		1	50	54	67	1942		16	665		456022	12	848	23	16582	2	2678	8810	24839	2	13419	233		4		1	3952	139	3934	3	3	8	14	4318	46	14494	29	74695	1	172550	40	211	45158	48		1	1	3	20
ARG	1649919	20	148	229		1	20				1236	1	625	4256			28		16	669	1151	12				147234			34359		2	975	26		51	46		796						223528	4268	9		2702		92		462	1	2171	1427		103	3946	31		540		9	265	999	522	182			109	71			1	156	6463						15674		32	3197	36	25			116	1			75		141	3297	18	215	47	302	81	143		1466	336040	27	5812	160		6				539	270	3248			113	170	1980	213	14		6			4						2332	9	23				466	25	19	4			943		24	145	1	93			129		10		376		257243	16366	128	29520	13551	210		10229	1003		3713	5016								37		175					4			1783		4	278		229535	6		18	11		566	2175	4931		13164	133					75	99	2498			8	1	3583		2391	1	9992		136906		18	1981	11				1	3
BOL	73758	2	6	4		2	6		10	21923			74	170		9		5	7		268	991							10558			16					1	1765	13			6		4807	805			651		1		102	4		105	110	9	129	122	5	21		6	44	299	39	57				4				75	491			4			1351	1		15		1			146	4		1	6		232	50	2	125	12	21	2	22		79	883	5	1401	20		2		2				64	6	1	2	2		2	2		5			6						8125		2				6		1				2		34	66	1	7			92	1	55		92		1173	7138	14	193	37	33	6	555			61	106	2		1							12	4				6	32					11		1644				1		200	325	23			2		1			4		2				2			580	1	3078		402		2	369	1			1		1
BRA	798517						4868			28350			297	4756							1887					15996						409						970						22243	8532			2223				388			442			1535			525			277	614	4192	405								169	8096	742					25679			3523					53			1093	254		280	5282		697				109		2137	70081	24	86768									17987																		792							987					3535			329					230		127		974		21394	5716		13225	274924						6604	11249																							59188				120		457	2886	4434										1031							3849		11806		23363			1220						
CHL	107501		23	45		10	7	8	13	32696	21	50	675	594	3	1	3		23	6	1013	16		21	4	7277	6	5	4332			65	1	18	5	2	18	1051		17	8	4			1124	29	31	1554	4	2	2	428	12	211	518		8		371	13	170		8	124	2163	84	226	3		26	14	2	5	5	99	2147	2	18	5		16	5379	5	5	188	6	7	2	1	143		3	7	36	21	215	498	24	274	51	82	22	91		1367	4422	14	645	139	5	8		5	4	13	47	211	11	8	17	3	36	12	9	1	22	1	10	8		5	10	1		746	1	4			10	62	15	2	2		7	462	3	105	168	2	11	2	8	184	31	42	1	351	4	641	7052	92	465	127	121	29	663	3		435	449	1		13	5	2			6	12	25	20			1	24		29	23		12	134		9710	6	390	5	8	2	731	696	358	2	226	22		3		1	6	27	178	3	3		11	35	8	1428	27	5650	1	1393	40	1	2349	10		1		2	2
COL	104277	107	57	17		42	49	39	37	2359		283	202	280							377					634			1728			68						682						1859	1233	32						691		52	1296	83		122	99		77		46	361	11870	179	297			19					56	1905						2679			146					264			17	100		265	162		101	77	61	56	94		605	2660	96	515	237				23			17	1078					41	21												1908						73						425		48	470		42			61		39		2073		237	2896	56	495	133	432		143			458	493										96						22		26			49		5631						175	663	1238								52		73					208	38	991		13478		360		190	33123						
ECU	78663	18	8	16			14			1669	13		125	182		16					285					509			968			65					15	806						5302	654	33		40238				313		27	998			105	162		61			118		28	174						18		43	686				11		1397	13		24					144				32		157	72		76	22	64	12	67		174	1252	13	245	24								148									12									656						16						276		38	131		17			79		18		321		81	2567	42	104	122	167		270			101	498										30							17				41		2013		33				117	654	22		29						15							134		719		8595		320			2549	16					
FLK	855									27			7																															43																																																																																																									37																									31																																														664		15											
