Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
PRT	651472		40	187		417	173193			1032	54		1185	388	10			261		131	2862		25			51	44		49599			624			44701		57	7283						188	2291	91	2865	362		1812			91	92	396		19	129	5	1607	368			36	222	101	23	55		223	12				310	94718			71	24	140	24141	53		124					25	295	21309					215	33	6600	94	179	54	529		96	1946	26	278	11	92	150					70	58		30	10	4	131	3293	35	189	37		43	22			30			212				105		1346	75573				32	3231		47			145			281		852		119		23	202	253	355				73	3022		2787	2317									12417		627	158		43	25		29	30			11131		13884	12				164	736	12821	34		11	63	2227	29				52	105				58	10882		10009	165	7258		134	18		22222	20					1344
SMR	4045		31							81																			23																																															25																														3540																																																										22							100	26																																														48															
SRB	856763		495	56						52	167		715	7425						142	184						360524		72			1203						259							1870									305449	30		183	545			155					81									35	2287					51	6826	30		970												1909		312	33	68	187	55		115	1224		40	105	103			70				48			396		29	96						56						27				79370		34						797		25						58							52	46	704	40			27	244		3828	3123																	505	11597			90		167		80				1264	3030	129		52051							41	411	30				1352	25	686		1364			84		38					60	29
SVN	171018	4	89	13						168			216	2673						54	229						67952		23			86					1	219			40			23	204			7						47439	8			303			25			10		45									7	1118						5550	16		64												274		35	7	28	40	5		9	2692		25	25	12	16					10	14			26		6	22												16				2619		9						233					7					9					12	9	206	10			2	57		124	574												24571					119				15		429						203	692	2		6651	17						7	17					299		139		395			7		15						
ESP	1657285	455	710	19360		3717	2524			79339	1315		4271	5548	655	116	72	693	72	300	32533	66	91			4190	1466		28179		39	3678	347	103	2441	103	1239	4185			241	141		22607	2138			40145		623		1249	436	630	45738		254	1645	334	1688	7156	41	634	36953	24472	2041	2307	12201	128	124	305			72	6598	174641			415	5866	523	160472	1354		1321		1095			1977	4551	1574	168	704		2515	1285	414	8210	1063	3477	1274	4329		1280	26797	378	3286	1689	43	507		767	324	376	190	2320		1495	1428	133	217	1245	734	72	752		1373	195			2103	359		18686	282	154	193			266706	1854	145	151		119	27629		298	2013	349	3876			6665	41	5531		2185	47	1744	42184	16870	9707	65690		99	2379	213		8489	8300	444			81				18	272	316	7783		79	739	640		406	217		349	1483			838		665	222		11761	58838	3531	41	159	572		119			253	1172	981	27		232	214	2115	266	118972		22987		19920	499		61587	665			56	247	424
MKD	125665		69367																								7614					938																						1253				47								1717																38			205												72									34																																	8065																									88							21	189												15656					33	225																							18717					57															
Western Europe	20467909	101775	20418	876097	1	1347	20965	23	128	24909	19856	737	27326	250186	14255	218	395	12801	190	23589	229175	82	14417	89	405	6301	319565	440	82900		616	60606	7088	3304	31409	77721	56115	49943	3836		9302	3388		30464	154379	2565	129	43311	20099	55269	4	2405	49403	291974	13084	52458	2874	165953	4423	69482	40358	3463	1217	20705	10701	61843	2416	753	10193	10911	30905	4		177	30522	361200			9121	5249	15835	717703	43832	90	402206	13	72		1	4610	12690	9014	2472	30426		1803	138702	3058	97659	185687	167028	102234	33614	13	25262	1488312	3331	67120	13339	489722	10561	1	2496	33864	55672	16314	100162	156	6615	5668	2253	19966	21427	43532	416	10304	57	53882	2049			12980	43749		20061	2	3744	2107	70127	6	1106472	2526	1704	570	1	4187	255376		7662	1994	3455	30699			16789	448	70940	1	1273	339	2673	26628	60679	896730	1178172	313	257	48346	18930		404269	977880	6362	1	49	258		146	46	280	300	3950	84251	876846	740	8220	7003	18735	52661	48595	14	35149	25965		693356	115674	1226	5878	184046	172	47698	125370	48804	8528	189498	74544	1	29278		180	1469	334933	2307103	3899	7	10	3195	176426	707	332146	3591	218600	1	4925	26283	141	12072	208628		16	3208	1920	2357
AUT	996547	5966	2177	893		2	236		5	1054	2111		1723		744	16	14	1894	14	1153	1782	28	55	13	18	352	116023	18	3589		4	10888	84	67	28	663	453	1761			20	9		870	12165	194	11	1086		316		124	148	54995	609		224	38058	1947	485	982	5	35	2163	457	10304	47	7	72	258	883			12	1106	6205			18	435	2295	126680	1712		2770		10		1	258	209	47	13	43		68	18097	130	9394	841	10723	3823	683		1774	23325	144	2055	518	763	680		175	449	86	559	1275	3	189	319	261	629	528	52	27	334	6	68	76			23	80		1046	1	18	1247	15115		1333	47	49	127	1	406	5865		306	144	22	5872			669	22	3331	1	43	41	158	1168	9589	42528	1192	4	18		1231		31368	21433	146		2	10		7	3	1	2	331	232	135065	30	185	199		18802	15986	10	841	1933		2853	679	191	440	14	17	2457	10935	2297	197	15170	3879		151		5	48	2554	110695	97		9	189	5696	121	7622	109	7649		195	522	5	633	2314			65	79	207
BEL	895900	29	1306	8593			332			266	29		608	1942	29	1	1	515	5	557			550		57	239	1884	7	1670			1014	284	525	124	158	1641	2239			65	91		1179	3737			794		550		58	555	691	276		61	535	378	11017	3181	47	25	567	926	604	65	550	15	75	550			5	2738	106237			158	89	1123	33603	1397		17448					966	605	33	19	232		32	1020	123	3304	728	902	29	3262		1582	196101	87	3628	29	29	234		7	29	102	102	956	6	197	77	5	105	4162	250	12	184	1	139	236			531	787		794		5	40	1250		103808	20	26	7		29	86307		120	30	550	902			1161	1	1867		33	3	60	591	2980	6732	24911			29	167		2324	2470	630							15	7	21	687	9507	10	550	462		598	169		550	625		42133	120	12	106	59		4267	1999	671	12	1044	1651		550				3513	54587	4			93	2202		25850	102	11518		59	29		197	635			58	78	47
FRA	6278718	3563	3611	839920	1	1313	12243	9	20	10793	6970	10	4185	12429	426	69	58	2340	45	1199	136250	7	12218	57	255	1370	8898	194	21756		35	10012	4079	1431	17416	73710	39229	17588	88		9041	2719		14060	44375	2371	118	16023	20078	51524	4	448	43589	11140	2162		1142	12288	105	34614	7210	3247	792	483	1688	23905	1064	153	171	881	4099	4		99	4698				8453	1415	1424	182688	5936	67	14818	13				1719	8321	8581	32	27950		514	14270	422	27486	4101	24869	4912	7135	13	6245	555528	493	19232	1001	464	1008	1	724	109	53552	1395	41094	10	855	1441	109	1647	8534	41245	82	2023	4	52487	969			12017	40565		6712	1	3494	306	1011	6	760148	1116	716	111		753	36645		1300	521	1819	2886			3468	22	16586		381	115	804	8418	8495	143793	831900	309	160	19409	916		33993	22760	3354	1	6	165		99	29	264	136	1326	78572	2021	457	759	1436		2950	3571	4	1581	2552		461791	35177	904	1205	284	9	11292	64818	14526	32	79353	12851	1	15461		175	286	294250	256739	230	7	1	448	8378	283	108951	670	42863	1	2198	322	136	3463	105501		16	970	293	411
DEU	8992631	69794	11394	16238						4732	10202		7467	181487	12642			5841		19854	22711		1108			1671	151087		23338			33214	2029	429		865	9001	11647				297		6279	49190			8584		1337		762	2753	209603	7251		933	100855	1628	14396	20265			4643	3541	13558	483		5143	9153	14795				15373	106502			241	2614	10482		22086		353263					653	1993			408		557	88901	1500	34011	10834	104331	58884	15167		8951	498084	1269	31276	10558	487090	4570			32977	1102	12990	49663		3116	2698	163	16516	5782	646		3415		809	344						5867				43133		77592		585			1905	107095		1439	615	814	14877			7344		35783		267		826	7957	23660	670656	129271			21442	15857		322922	903777	873									747	2571	597290		5223	1062		24447	26160		7749	5060		125158	48894					18246	36709	25116	8044	53889	36573		11277			454	23332	1649639	3519			1288	155257		111510	997	109838		733	15193		2950	81335			1693	381	
LIE	15483													2608							22						419		65			24													52			1						157				13			22			2						17					1	73						1489			102												9	1					9			1471									1								6																110								62								13								1	15	640						8	20												536					24	73			1		585						24	4823			614	2							1158					9		47		60											
LUX	139750		264	88						35			67	469				26		38	12679						2130		262			96			1422		53	208						51	927			23						365	20		2	83		85	1630		101	31		22				16					653	17116						8612			983												122	290	170		204		765		37	16274		249								7	30					12				23			12				46		24				7519		216					27	3163		20						154							87	166	570	50254			44			303	344	22										26						63	49			41		2397						967	468			304	153						118	177					154		3760		965					22	63					
MCO	21787																																																																											7134																														4480																																																																																																																															
NLD	1556337	19683	362	3717			3445	14	23	2020	85	727	9177	6742	81	48	98	800	74	27	44982		106	19	19	431	458	177	7770		545	1650	181	444	10923	522	859	8136	3748		29	56		2787	32395			8883		587		413	353	129	624	52458	247	4661	4	4492	3048	96	67	5593	876	9082	267	19	309	165	7281			12	2237	17789			71	223	63	123252	10792	23	7052		29			328	784	148	2309	541		250	5151	377	10649	166679	19921	29654	4252		4136	16607	784	5687	777	8	1759		1290		109	255	2922	83	1955	399		342	796	137	218	2716		96	210			325	289		1312		46	54			151473	431	171	136		413			3210	265	104	3836			2355	347	10427		201		156	1884	6671	16189	9606		31	5056	9		4036	14823	606		41	41		40	14		115	890	604	49504	78	1265	2603	18735	27	26		21261	10553		17910	9156		3441	183613	72	3492	5618	4060	122	10	5917		609			450	3712	176615				640	92	41	43294	1091	20186		565	9766		2136	10560			133	820	954
CHE	1570756	2740	1304	6648		32	4709		80	6009	459		4099	44509	333	84	224	1385	52	761	10749	47	380		56	2238	38666	44	24450		32	3708	431	408	1496	1803	4879	8364			147	216		5238	11538			7917	21	955		600	2005	14894	2142		265	9460	361	4393	4020	68	197	7223	3213	4368	490	24	4483	346	3297			49	3716	100144			180	473	448	241379	1909		5770		33			686	778	205	99	1252		382	11132	215	12645	2504	6078	4932	2341		2537	176442	554	4993	456	1368	2310		300	300	720	1006	4222	54	303	734	1715	715	1619	1202	77	1609	46	283	202			84	1982		4306		181	460	1989		11902	912	157	189		654	16239		1267	419	146	2326			1625	56	2946		348	180	669	6523	9117	16247	130398		48	2366	750		9315	12253	731			42					40	635	1559	82923	165	238	1241		5750	2561		3167	5200		40529	21648	119	686	76	74	6953		2134	121	39114	13518		1230			231	7454	57493	49			537	4638	262	31112	622	25521		1175	451		2671	8220			289	269	738
LATIN AMERICA AND THE CARIBBEAN	6579328	199	386	977		50	6834	1931	8154	224184	1314	4787	3931	9858	6	1835	56	58	5324	651	7934	4237	2	89	18	268994	38	5	179654	4841	2	2423	25	6	56	194	44	36357	1731	87	13	22	101	271462	66830	3780	10	762928	1	111	13	23987	19	3143	69351	4654	128	6245	2720	59	2367		20655	110568	63963	4771	47596	2	27	228	232	2	24	13	921	151196	3584	6	6	16	23	68370	161	40	6760	398	14161	7529	8	62016	6	2	39620	287351	2	41887	6652	44	8947	754	1242	309	1650		8030	361591	22524	91497	1150	17	109		97	4	1512	457	30343	11	6	283	168	1145	268	30	7	266	2	88	77		13890	1	2	1	52625	10	31	13	233	2574	2030	1455	73	10	7	16	22674	5	681	260439	41	869	86	7	1280	8	996	2	21665	5	351091	204522	3558	27540	280579	22612	33	16633	976	1108	8767	18973	7	576	11207	14143	73	17233		37	11	1801	152	987		1	173	998	160	1930		39	1404		347520	28	1676	23	21918	3	4558	15469	21124	5	3550	418		21		271	16181	127	3057	3	499	8	10	10514	43	40475	29	763517	3711	155592	10	199	89099	252	16	4	18	21	59
Caribbean	1256547		125	268			112	1879	8032	5374		4070	294	1484		1752	26		4916		1058	393		75	11	631	7		1606	4841		589		4	4	144	4	13587	822	13	7	4	16	3809	8098	210		20660			11	3301			33864	4178		225			142		19973	85688	2024	92	1086				78				67	95336	2884					9794	108		170	101	13780	5251		1544			20725	271388		1962	142		3713	193	97	7	391		337	11482	20750	2357	196	4	43						2260									64			40		8875				5868					2570	26						11856		100	2315	30	495			99		343		2660		75	5131	1639	738	1745	17490		754	7	710	141	2693		115	11194	12385	48	16902				29		220				899					470		20199	9	230		3809		483	3512	658		7	96					12719		147		497			853		20353	16	288648	3705	2375			29157	138	15			12	21
AIA	4063																																					44																										486																													285														346																																	213																																			672																																													311		339	302										
ATG	23071							32				4	6			2			248			11		11						80								356	9						110										17	16							3898	1466		8					74					34	4					68	25				158	62					5317	27		6			65							59	3278	17									45														4				4					935							13		10			33														44									391	556		754										19					37		10				37				200								591				5					817		2157	584				32						
ABW	30104																																						212						622			7043								1751							125	3615																							276						297	1000					157								715																																								3674			77												939	754		188													131										500											1273														11									681					2856						
BHS	36454								8	9			65	22					108		20	13		13					47	12								1351		9				8	93	25		33				66			110						37		47	84	15	7	4									141						220	65		55		26			9			682	20628		13			229	6			69			94	3773	39			5																								82												30		19	7		93			10		11		14			39	143	9	9						25	25			12	57		22															88		49	9					32	156									321				488					1705		4300		2			24						
BRB	28424								267				29			64																						791																									534																								668						3026						522								736																																																																					3924		4350																																	2070									3535		1315											
VGB	12958								524				16			18			127																			163																									836	1010												16						40											1136						27								368										16																							146																										44									2100	371		1414																																	279									594		910											
ANT	46105							534	1018	43		3103				139			451											1748								164							74	185		2495							1970	2253							101	8340												184	6										15	193					1235	3086					38	187						75	1426	242									991														193				32												6780		11						7										967	73									541	2		122										282							46				2305												74									158		1098	164				1441						
CYM	19253									14			78	53		191			210		14	361		35					74									1399					16					236				286			757	14					20			69											12	41						141					18						199	20		781			145		12		260		14	95	7454	23			38															20									43												41		59	774	30	12					115		141			16	112			50										12		33															41		30							83				57					365									2143	16	1829					38					12	20
CUB	17818		125	53			112			192																66						153						69						203	339			182										210						138	69											169						388				101	93			79				1065			80									254	338										64																		459															307									95			98		109		140					79	2317																							5521																							705		57		612					222						
CUW																																																																																																																																																																																																																																									
DMA	3723							11	290			26	5			7			95											49								105							23										7																					45	13					17						23					108	873					15								74										19														82									93							6					29														10									36	161		72																					11				10								175									362		356					17						
DOM	355611							170	325	3227		403	82	1179		111	26				598			11	11	443	7		1160	15		436		4	4	144	4	4351			7	4		2310	4413			5737			11	1896			8335			15			85		29		1160		447								55	3083						6209			115			118		580			55	228652		529	62		351		85	7	62		226	8501	514	1534		4							876									44			40		62				2122						26						706			507		51			82		203		854		75	2432	140	580	195	10708		669	7		37	351		115	93		48					29		220									296		8982		230		126		451	2614	93		7						122		89		4			148		710		11133	576	1985			17386		15				
GRD	6825								35							27			161											13								205																									67																														308														105																																	9																																			14	147		341																																	1980												635				308						
GLP	83188			124																	310								42									329																									5648	1593												49084	1030					209											125	8515					133							240											202														8167																531																		310					344						274																							24			148	196																	277		329											
HTI	25832									630				230																								850						451	471			1121				370			1628									3257												602						1213																								1661		300																											415																											475				2092																													1755							511																				2175		388			3397						
JAM	24952								165							713			575			7																1414														106			1928								148				143																				222			326						173			1213																																																			134									80																103	353		242																																	2476									5103		6668											
MTQ	54492			91																	116								67																139																		374	122												41569	1596											4821						1562												74																																																																366						1792																											137																	135													
MSR	1211								104																													33																									250	22																													218																																																																																		107			26																																	39									94		104											
PRI	355038									1259																122			207									259						837	1315			3813				577			19054								2591	61563	780	77	492									311						1097								546			110	327		460			108						97	416	94	182	196								39																		2703												59			509									1454			1132	306	40	76			85																											3806											39					378		47							377		233924	945				1974	138					
KNA	5871								319							11			79											193																																	158																								46						612														116																																	339																																				82		136																																	210												483										
LCA	9868							29	90			14	13			10			600			1		5					9	4								197		4					38										18								177	37							4					57	235					57	18				124	34		4			1522						90							13	144	20									8														367				8					25							16		1			10					14		22							13									34			336															8						33				22								602									751		511	16				49						1
VCT	4307								55										328																			154	189																	144							81																								408						226														119																																																																				37	224												98																							907									748		318											
SXM																																																																																																																																																																																																																																									
TTO	41753																		1573																			947							461										40																											135					11148						5264						620								798																																													267											184													976		8384																																										2090		3501					1413						
TCA	9015															459																						406																										692																														5127																																																																																																																														386		676											
VIR	56611							1103	4832			520							361											2727									412																								4909	3194																							578							506													352																																	810																										4316									7054	3454		539																																	2130											15712											
Central America	1107577	40	3	208			51		65	9387	80	25	572	934	2	54	1	36	89	4	1436	2891	1	8	3	2764			5240			503				2	13	10183		73	4		85	8811	16407	2934	1	36153		6		16959	8	146	15041	122	2	356	2231	46	488		28	8163	5275	229	44019			2	50			1	153	7250	22		1		9	8656	1	3	552	258	8		4	58675			54	789		38308	427	1	3027	234	414	71	321		2377	8576	1296	5178	203	4	32				3	27	2163			30	3	136	11	2		88	1				3				21642		1	11		3	281	3	53			6	2048		156	254421		106			261	2	161		14021		506	11993	1066	1712	625	3444	2	2198	3		504	3037	1		1	1	23	1				237	134	56			89		57	49		24	178		27608	1	306	1	15	1	898	3136	693		20	73					114	3	420				7	634		5333	3	393318	5	2696	1		5619	59			18		1
BLZ	36488																																					487							1094	50																					6631															48								16058				38		5436			265								403										38																		2539																	32																																																																				288		1914											
CRI	310946	3	3	9			2			1120	5	25	51	98	2	9	1	2	8	4	223	106	1	8	3	282			415			54				2	7	1074		6	4		85	1327	222	2506	1	5995		6			2	18	4391		2		28	2	49		4	838	971	8	8857			2	1			1	17	666	9		1		9	1424	1	3	26	6	6		4	2029			21	54		2994	56	1	42	13	77	11	23		130	1626	166	216	8	4	6				3	1	68			8	3	7	11	2		3	1				3				2365		1	11		3	3	3	9			6	448		13	230085		2			58	2	7		10438		63	2887	106	231	59	272	2	193	3		76	457	1		1	1	1	1				10	1				6		17			1	44		1650	1		1	15	1	104	512	8		20	5					27	3	6				7	119		397	3	9667	5	239	1		1054	1					1
SLV	31713									166			21	10				6	35		49	218				44			198									249						207	187	7		363				818			80									43	97											150						229								6212						9525			10		14		12		68	233	9	35																											1438												35			4545									354		15	172	17		11	58		114				16																							473		41				25	51																		77		4603		67			179						
GTM	48119									350			44									579				86			151									251						191	415			730				734			418									68	105	20	12037									163	13					404				252								10		5295				25	12				83	232		94									15																		11070												89			5404							16		190		38	288	41		17	65		1127														20													833		29				30	96	49										15							142		5456		89			175						
HND	28461									142											19	271				110			176									259		67				230	443			644				639			455				47					101	342		6574									107						218								3421				33											67	194	20	103	30																										1164												68			5768									296		26	285				96		52				19																							391		114				23	46																		76		5061		50			73						
MEX	538051			131			49			6625	75		408	735				15			1083	1597				2007			3391			322					6	7245						5685	2665			6639				3166	6	82	7267			330	2156	15	355			1199	1778	159	5786								125	5723						5632			297					29156				334		4203	351		583	99	249	60	246		1469	5558	121	4356	64		26					26	1698					101				61															232						1140		110	3696		44			197		87		2396		329	5479	458	1401	401	2572		487			357	1901										172	20	23			63		34	49			110		21334		11				629	2192	472			64					41		359					322		3976		358399		1966			3024	50					
NIC	30389	37		68					65	188				38		45					40	34				46			107			61						180						111	81			309				6948			754					29	44			55	86		2102				49					119						275								1199				20		10017			15				16			155	24	39	17																										725												160					15							347			185				46		34				235											113									23			415						36	73																65		48		3006		21			125				18		
PAN	83410									796			48	53				13	46		22	86				189			802			66						438						1060	11300	371		21473				4654		46	1676	122		26			40		24	5859	1896	42	2032								11	322						426			229		2			600			33	300		838	20		2112	97	62		24		560	578	553	335	84								344			22		28				24									2341						46		44				108		33	4923		13			6		51				35	2697	444	80	137	335		191			71	409					22					35		33			20		6				24		2512		111				51	166	164			4					46		40					128		329		5212		264			989	8					
South America	4215204	159	258	501		50	6671	52	57	209423	1234	692	3065	7440	4	29	29	22	319	647	5440	953	1	6	4	265599	31	5	172808		2	1331	25	2	52	48	27	12587	909	1	2	18		258842	42325	636	9	706115	1	105	2	3727	11	2997	20446	354	126	5664	489	13	1737		654	16717	56664	4450	2491	2	27	226	104	2	24	12	701	48610	678	6	5	16	14	49920	52	37	6038	39	373	2278	4	1797	6	2	18841	15174	2	1617	6083	43	2207	327	731	231	938		5316	341533	478	83962	751	9	34		97	4	1509	430	25920	11	6	253	165	1009	257	28	7	114	1	88	37		5012	1	2	1	25115	10	30	2	233	1	1723	1452	20	10	7	10	8770	5	425	3703	11	268	86	7	920	6	492	2	4984	5	350510	187398	853	25090	278209	1678	31	13681	966	398	8122	13243	6	461	12	1757	2	330		37	11	1535	18	711		1	84	99	103	1881		15	756		299713	18	1140	22	18094	2	3177	8821	19773	5	3523	249		21		271	3348	124	2490	3	2	8	3	9027	43	14789	10	81551	1	150521	9	199	54323	55	1	4		9	37
ARG	1540219	20	140	219		1	20				1178	1	575	2146			26		16	637	1125	12				226137			32925		2	618	24		49	44		1110						205945	7432	9		3622		88		257	1	2067	2319		99	3758	29		514		9	1434	2004	498	156			103	67			1	148	5996						9671		30	2136	34	23			201	1			86		139	1710	18	205	45	288	77	137		1169	210762	25	4550	152		6				593	258	1570			107	162	821	203	14		6			4						3040	9	21				444	23	19	4			810		22	190	1	89			123		10		338		315086	85411	122	13338	9046	159		7927	955		2257	3951								35		167					4			1699		4	264		130356	6		18	11		428	1663	2284		3123	127					71	95	1331			8	1	8036		1978	1	9364		113827		18	2600	11				1	3
BOL	92658			10			4			28095	1	4	154	166	2		1	16		4	368	922		1					14801			16		1	2		2	1672	33			1		4388	538	15		1342		5		141	1	55	513	275	2	22	3	1	88				738	27	107		1	4	4			2	43	696	2				1	1682	2	2	8		2			141	1		7	7		197	37	3	119	15	36	5	60		180	896	2	1493	13	2	9		5		15	1	48	1	1	5	1	6	8	5	5	7			2						9323			1			5					1	26	1	35	85		12	81			1	29		97	1	3236	9386	37	170	39	41	5	568	2			1	1									6					6	79	11	8					1641	5			1		152	555		3		10		2		1	14	1	13	1				114	2	651		3656		453	5		543	4				3	10
BRA	684596						6355			27597			447	3220							1410					20437						283						1256						17172	10326			4169				239			1346			1158			453			102	1191	3400	481								165	8402	624					19603			2743					158			1607	15		136	2865		762				220		1784	55164	57	71102									16128																		1261							1337					3508			501					143		172		559		28891	10840		7477	213713						3534	6515																							43708				233		716	2951	3293										693							4044		13981		24799			2167						
CHL	177332	15	25	44		9	55	15	12	45770	10	4	976	523	2	1	2	6	4	6	827	2	1	5	4	10568	11	5	6886			91	1	1	1	4	6	1809		1	2	17			2258	51	9	3913	1	12	2	455	9	374	2984		12	144	6	12	228		27	271	8857	78	228	2	2	44	5	2	2	9	132	3101	2	6	5	2	2	5359	7	5	191	5	5	7	4	220	4	2	15	45	2	234	323	11	540	85	80	22	127		529	3699	21	798	83	7	19		9	4	1	34	201	10	5	22	2	17	15	9	2	25	1	88	15		5	1	2	1	1700	1	9	1		1	85	46	1	6	7	9	641	4	139	234	10	20	5	7	335	5	158	2	504	4	1198	35460	197	435	247	181	26	1049	9	2	352	579	5	328	12	60	2	5		2	11	17	6			1	59		51	40		11	244		8648	7	689	4	2	2	1229	1012	300	2	399	36		19		270	10	16	252	2	2		2	157	5	1646	9	7884	1	2238	4	1	4044	10	1	4		5	11
COL	109609	101	47	20		40	47	37	35	2582		268	191	212							370					671			1889			70						780						1761	1551	30						822		49	1454	79		64	145		77		43	338	11964	139	315			18					46	1797						2230			115					346			16	99		286	133		114	73	87	32	104		467	2470	66	576	180				22			16	1020					39	20												2236						65						341		46	479		40			67		37		1858		201	3788	72	312	109	455		201			281	542										72						20		25			47		5608						161	605	502								39		51					197	36	1026		15068		364		180	37200						
ECU	151523	23	30	20			18			2239	16		155	227		20					355					634			1101			81					19	971						4702	1214	41		71556				389		34	1242			131	202		76			147		35	217						22		53	939				14		1827	16		30					179				40		195	90		95	27	80	15	83		216	1595	16	305	30								184									15									937						20						344		47	163		21			98		22		400		101	5682	52	130	152	208		336			126	620										37							21				51		3099		41				145	814	27		1						19							167		895		11112		398			3691	20					
FLK	1067									39			10																															65																																																																																																									52																									133																																														704		21											
GUF	76649			93																	145								7840																1440																		542													20826												2271					2696	13157												132									900																4971																															379								396						1408																							15472																																		
GUY	8610								10							8			216										1074									202							580																		25																								108																				165																																																																					264		205																					2314												430									290		632					1057						
PRY	176608									64404																1140			83208									2575						2382	882																															695						1874																								990		2240																											1813																													986				2877																											998																									198		1781		3303									
PER	66293			14			11			8282			430	144							448					4174			3545			50						893						5239	2981			4331				246		67	660			66	64		177			132	2911	15	79			12					52	1685	25					2134			43					119				36		121	47	11	151	31	42	14	154		370	2440		2446	29								51						11			32			16						1088						29						495		69	117					77		53		252		398		235	145	94	100		486			134	459						17				24								21			85		3702						206	569				16							39					176		1209		7188		447			2362						
SUR	27506																												3204																3135																																																7802																																																						2002																																																																																						
URY	88871									21691																			11507									355						1455																																816						1563																								13403																													602																										1160	104		1318	633						690																								24303																									513		705					659						
VEN	1013663		16	81			161			8724	29	415	127	802					83		392	17				1838	20		4828			122						964	876					15733	9988	490		617182				1178		351	9928		13	321	40		124		8	14293	28999	258	908		24	45	28				62	3657	25				11	3977	27		772		235			433			6698	1689		309	878		221	51	118	66	53		601	49982	126	452	264				61			121	6718			119		126				29					36				3115				233		1075	46					603		15	1934		86			77		11		976		239	36348	138	779	54176	534		237			748	576				25		103				1212	12	711			15		20	88			65		77650		410		61		140	652	13367			60					2765	12	111					180		1635		10159		4692				10					13
NORTHERN AMERICA	40351848	68701	45849	31729			6921	139	21102	142095	68765	4510	81292	87453	15639	30061	1327	120023	68358	43843	54986	42552	507	10503	35	57027	127218	188	231149	119	4338	45437	322	2323	27603	159240	14341	844411		89	173	614		107825	1760799	446503	13693	540761	40	282		76223	9078	81574	900163		15686	101498	109	15049	56068	496	18834	710258	317469	152719	876916	15	22741	16402	85504	263		54227	36113	230653	50	144	426	6144	11568	900904	84106	253	245854		38905	347		506830	6512	50	299979	484645		294496	144589	6266	1367938	84750	364701	118575	186501		129163	800491	688954	382634	53088	13165	62162		30397	3036	223649	35574	176455	94	40699	7981		36067	2729	1932	391	72016		831	18156	6478	287	149	6611		9452861	7267	109	129		4614	61289	881	37139	302		13146	214300	114	32836	235373	203	148760			39436	555	311613		110342	297	17256	303181	1640910	658703	364322	1576690	1089	968022	22360	64	200183	399150	2634		13805	17081	372	29242	16919			31458	12599	10545	1035	22369	30832		10617	15404		56814	102210		95625	116699	31278	27695	6551	164	58564	64940	71773	2846	26419	182835		743		17811	266980	11908	98033	1027	123		22963	334623	13432	1308610	31353	259516	35	31913	25118		117706	1161967			20747	8373	15008
BMU	17668												50	28							20																	2579							170										18						28			13												122						234	46		102								71	1291					283				94		33	76	432	266																		22																										68					22						192	28	1763						19																						90		109							119									47		60		113					4883		3439											
