Country	Total	AFG	ALB	DZA	ASM	AND	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	CPV	KHM	CMR	CAN	ANT	CYM	CAF	TCD	Channel Islands	CHL	CHN	HKG	MAC	COL	COM	COG	COK	CRI	CIV	HRV	CUB	CUW	CYP	CZE	PRK	COD	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	ERI	EST	ETH	FRO	FLK	FJI	FIN	FRA	GUF	PYF	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GIN	GNB	GUY	HTI	VAT	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	IMN	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MDG	MWI	MYS	MDV	MLI	MLT	MHL	MTQ	MRT	MUS	MYT	MEX	FSM	MCO	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	NCL	NZL	NIC	NER	NGA	NIU	MNP	NOR	OMN	PAK	PLW	PAN	PNG	PRY	PER	PHL	POL	PRT	PRI	QAT	KOR	MDA	REU	ROU	RUS	RWA	SHN	KNA	LCA	SPM	VCT	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SXM	SVK	SVN	SLB	SOM	ZAF	SSD	ESP	LKA	PSE	SDN	SUR	SWZ	SWE	CHE	SYR	TJK	MKD	THA	TLS	TGO	TKL	TON	TTO	TUN	TUR	TKM	TCA	TUV	UGA	UKR	ARE	GBR	TZA	USA	VIR	URY	UZB	VUT	VEN	VNM	WLF	ESH	YEM	ZMB	ZWE
CAN	5511914	22359	6205	20571			2446	139	2313	13698	1828	600	18729	22161	1074	1273	1327	22310	14862	4363	20211	1382	507	1912	35	2397	25945	188	13327	119	4338	9449	322	2323	322	18784	2278			89	173	614		24970	412162	237754	6805	17942	40	282		2529	1723	39628	5269		4318	16308	109	9934	17972	496	2798	5106	11261	36444	38826	15	4779	6369	14208			22553	14148	74561	50	144	426	233	773	175979	16823	253	75794		8890	347		13960	1322	50	83357	53390		4462	50236	446	319138	10356	74284	26401	25960		16625	315058	120632	26004	5106	3779	20447		9513	600	14178	7651	67856	94	679	2481		6854	525	1932	391	21280		831	9379		287	149	6611		42332		109	129		610	25727	881	3724	302		1134	117329	114	9384	9444	203	10326			6319	555	82440		2495	297	4972	17932	236877	180074	154283	258	1089	81955	2358	64	60745	50335	2634		2471	3214	372	8751	64			9840	1798		1035	1010	9543		10617	9280		20146	36949		10554	90795	5572	7403	831	164	7468	20621	15827	114	7265	8687		743		104	64523	5418	17605	109	10		10924	52484	6517	608742	19675	255952	35	6240	1505		7958	148701			1050	2234	4051
GRL	6755																															7						12							2																5849											263			14	8						42																126																																																									93								7	8							1																														110					36														24		27											
SPM	1458																																					208																																						970																																																																																																																																																		98											
USA	34814053	46342	39644	11158			4475		18789	128397	66937	3910	62513	65264	14565	28788		97713	53496	39480	34755	41170		8591		54630	101273		217822			35981			27281	140456	12063	841612						82855	1348465	208749	6888	522819				73694	7355	41946	894876		11368	85190		5115	32219		16036	705139	306208	116275	838090		17962	10033	71296			31674	21951	154992				5911	10795	724649	67237		169958		30015			492870	5190		216551	429964		290034	94353	5694	1048517	74394	290417	92174	160447		112505	485357	567890	356364	47982	9386	41715		20884	2436	209471	27923	108599		40020	5500		29213	2204			50714			8777	6478					9410529	7267				4004	35562		33415			12012	96971		23452	225929		138366			33024		229151		107847		12284	285249	1403834	478593	208276	1576432		886067	20002		139418	348815			11334	13867		20491	16855			21618	10801	10545		21359	21289			6124		36668	65171		84962	25904	25706	20292	5720		50986	44200	55946	2732	19154	174112				17707	202410	6490	80368	918			12039	282139	6915	694961	11678			25673	23613		109748	1013266			19697	6139	10957
OCEANIA	5360027	13304	1570	2566	2142	20	410		10	12423	990	30	68910	22830	150	270	770	11705	370	1350	5340		10	410	40	700	28690	650	5398		2090	3030				30268	40	38225				10		26835	202941	86454	2080	4209		120	19478	360	50	60468	490	70	22840	13784	410	310	11335	90		60	1470	38766	10690		1760	1970	4275	20	140	73709	9410	67013		4069			310	127652	2160	460	130790		90		1713	320		10	530	60		160	27082	590	112731	68997	23325	31217	60177	700	7390	235929	950	37724	3490	390	8320	3821	2500	70	11149	7390	79050	20	100	1430		3860	170	160	550	96034	140		52620	478	20		18530	53	1260	9344		120	5340		2001	640	12802	500	1555	2574	114470	4671	373171	800		1820	5669	2476	4000	320	13689	2791	150	2283	390	5770	174221	68804	17990	1726	260	58901	600	50	15112	19678	10	10	20	10		70	77232			1780	230	52070	2820	260	38106		6370	8660	2381	5464	105999		14369	64310	3080	4090	80	230	8073	14884	7340	10	49560	28104			2079	28283	1420	1220	34070	10		2221	1440	17847	1390	1344316	2038	100878		10570	500	5961	1170	168773	7360		390	4391	14917
AUS/NZL	5065063	13304	1570	1180	120	20	410		10	12423	990	30	54744	22830	150	270	770	9635	370	1350	5340		10	410	40	700	28690	650	5398		2090	3030				29633	40	37803				10		26835	182610	86446	2080	4209		120	19431	360	50	60468	490	70	22840	13784	410	310	11335	90		60	1470	38766	10690		1760	1970	4275	20	140	71719	9410	19703		380			310	127222	2160	460	130790		90		30	320		10	530	60		160	27082	590	111039	62359	23325	31217	60127	700	7390	235470	950	33689	3490	390	8320	962	2500	70	10470	7390	79050	20	100	1430		3860	170	160	550	95821	140		52620	10	20		18530		1260	10		120	5340		1370	640	12802	500	490	2335	114459	1240	365060	800		1820	5651		4000	320	12233		150	1117	390	5770	122070	68804	17990	120	260	53608	600	50	15112	19647	10	10	20	10		70	58959			1780	230	52070	2820	260	38053		6370	8660	1400	5464	105999		14160	64221	3080	4090	80	230	8073	14758	7340	10	49560	28104			1917	25674	1420	500	34070	10		1089	1440	17847	1390	1341742	2010	72704		10570	500	1090	1170	167561			390	4391	14917
AUS	4386250	12590	1570	1180	120	20	410		10	12050	990	30		21660	150	270	770	8480	370	1350	5340		10	410	40	700	28690	650	4760		2090	3030				24990	40	30240				10		26100	144710	75450	2080	4000		120	4620	360	50	58250	490	70	22840	13140	410	310	9940	90		60	1470	37620	10690		1760	1970	3640	20	140	46690	9410	18130		380			310	119070	2160	460	130790		90		30	320		10	530	60		160	26120	590	90710	58670	21400	26500	53580	700	7390	234070	950	25300	3490	390	7200	470	2500	70	10470	7390	79050	20	100	1430		3860	170	160	550	84670	140		52620	10	20		18530		1260	10		120	5340		1370	640	12120	500	490	2000	92820	1240	365060	800		1820	470		4000	320	10950		150		390	5770	112210	66920	17990	120	260	36160	600	50	14220	16810	10	10	20	10		70	13110			1530	230	52070	2820	260	34250		6370	8660	1400	3740	80640		14160	58220	3080	4090	80	230	7140	12070	7340	10	49560	23090			300	8110	1420	500	34070	10		100	1440	17030	1390	1130210	2010	59720		10570	500	1090	1170	163720			390	3470	12110
NZL	678813	714								373			54744	1170				1155											638							4643		7563						735	37900	10996		209			14811			2218				644			1395					1146					635			25029		1573						8152															962		20329	3689	1925	4717	6547			1400		8389			1120	492														11151																	682			335	21639						5181				1283			1117			9860	1884				17448			892	2837							45849			250					3803					1724	25359			6001					933	2688				5014			1617	17564						989		817		211532		12984						3841				921	2807
Melanesia	94078			676									13252					1287																		635		274							1265						30																							435		25744		3593																					1474	6620			50			304		297				1632			679											213															631							268	3254								1456			1097			1677					103				31							266								53				932				124	89														1255		720				371				2384	28	979				4448		658	7325				
FJI	12719												1489					1287																											833						30																																																1292													698																																					870								1456																						266												634																			1199						371				528						167							
NCL	49651			676									298																							635									101																															25504		3593																						1079						304									679																										631								129																																														124																	720														4156		658	7325				
PNG	25101												10675																									274							103																													98																									182	5460			50					201																		87																							1948														1537					66				31															53				247					89														29										1680	28	851				116							
SLB	3981												340																																228																													208																										81								96				934														126																						122	134											1047			140					37																																																				81		128				9							
VUT	2626												450																																																													129		240																																																																								146	173											50																															51																			27										95													
Micronesia	130186				15								257					783																											17936	8																												530															1683																			3582				1164																		468						9334									1055	239			62					2476				2791					49813			1606		5008											16												33																			9						570				13		22653						351					
GUM	74070																																												2710																																																															2446																						250						6961																		2176				1335					32625			193		3240																																																						19095						351					
KIR	2283												86																																																													275																																																																							1055				35																																																																			302				13		38											
MHL	1891																																												153																													67																																						158																								139																											311																																																											856											
FSM	3116				15																																									8																																											45																			55																						106																								86				318					143					54											16																															9												197											
NRU	2394												171																																428																													188																																						1006																																					27														85																												33																									268																	
MNP	40122																	783																											13566																																												1382																			791																						112						1908										239												1138					13757			1413		1573																																																						1951											
PLW	6310																																												1079																																												256																			290																												326																		214									2892					141																																																						516											
Polynesia	70700			710	2007								657																									148							1130						17																							1025		21566		96				430																	218	18						155		156				63																						53											10		11	3163	4795				18							69			661					182											17991												16				85							126							162	1345						191				177		4542				423		203	35				
ASM	24912																																												299																													152																																																																											229														661					182											17642																														27	1142												3578						203					
COK	2785												124																																																													84				68																																																																					11		2319				10							11																			5																																									53		18											
PYF	30329			710									74																									134							641																													32		20959						375																	41	18						155		25																																								2049	116																																														85							126																		89		437				220			35				
NIU	498												16																																																													41																																																																											152																														16																															106						73						18											
WSM	5998				2007								422																									14							75						17																							173		13						55																										65				19																																	10				1885				8							58																															16																		135	97						93				35		463				22							
TKL	262												21																																																																																																																																								94																														98																																					25																	
TON	3684																																												115																													466																									177									66																																																																							215																																																						
TUV	217																																																																									77																																						44																																																																			15																																											28											
WLF	2015																																																																											594		28																																																								53														1114																																																																														181							

